
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           138.360  |     5 |           |      |                     |    |
           139.210  |    15 |           |      |                     |    |
           139.678  |    10 |           |      |                     |    |
           141.628  |    25 |           |      |                     |    |
           142.029  |     5 |           |      |                     |    |
                    |       |           |      |                     |    |
           142.054  |     8 |           |      |                     |    |
           143.286  |     5 |           |      |                     |    |
           144.608  |    20 |           |      |                     |    |
           144.755  |    25 |           |      |                     |    |
           145.574  |    30 |           |      |                     |    |
                    |       |           |      |                     |    |
           146.614  |     8 |           |      |                     |    |
           147.197  |     5 |           |      |                     |    |
           149.181  |    15 |           |      |                     |    |
           151.101  |     5 |           |      |                     |    |
           151.165  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           151.313  |     5 |           |      |                     |    |
           152.355  |    10 |           |      |                     |    |
           152.840  |    15 |           |      |                     |    |
           152.930  |    30 |           |      |                     |    |
           153.210  |     5 |           |      |                     |    |
                    |       |           |      |                     |    |
           154.517  |    50 |           |      |                     |    |
           154.757  |    25 |           |      |                     |    |
           155.007  |    10 |           |      |                     |    |
           155.045  |    20 |           |      |                     |    |
           155.089  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           155.218  |     5 |           |      |                     |    |
           155.648  |     5 |           |      |                     |    |
           156.066  |    15 |           |      |                     |    |
           156.603  |     5 |           |      |                     |    |
           156.898  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           158.239  |    10 |           |      |                     |    |
           160.159  |    40 |           |      |                     |    |
           160.487  |    20 |           |      |                     |    |
           160.664  |    20 |           |      |                     |    |
           160.728  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           160.891  |    15 |           |      |                     |    |
           160.961  |    10 |           |      |                     |    |
           161.251  |    15 |           |      |                     |    |
           162.527  |    15 |           |      |                     |    |
           162.854  |    25 |           |      |                     |    |
                    |       |           |      |                     |    |
           165.187  |    20 |           |      |                     |    |
           165.563  |    25 |           |      |                     |    |
           167.815  |    30 |           |      |                     |    |
           169.970  |    10 |           |      |                     |    |
           170.716  |    40 |           |      |                     |    |
                    |       |           |      |                     |    |
           172.193  |    10 |           |      |                     |    |
           172.295  |    40 |           |      |                     |    |
           172.566  |    30 |           |      |                     |    |
           173.900  |    25 |           |      |                     |    |
           174.569  |     5 |           |      |                     |    |
                    |       |           |      |                     |    |
           174.767  |    40 |           |      |                     |    |
           174.815  |    15 |           |      |                     |    |
           176.882  |    30 |           |      |                     |    |
           177.306  |    40 |           |      |                     |    |
           178.919  |    30 |           |      |                     |    |
                    |       |           |      |                     |    |
           179.340  |    75 |           |      |                     |    |
           179.610  |    15 |           |      |                     |    |
           180.057  |     5 |           |      |                     |    |
           182.341  |    40 |           |      |                     |    |
           184.466  |    50 |           |      |                     |    |
                    |       |           |      |                     |    |
           185.113  |    40 |           |      |                     |    |
           185.137  |    20 |           |      |                     |    |
           185.585  |    40 |           |      |                     |    |
           185.667  |   200 |           |      |                     |    |
           187.408  |   150 |           |      |                     |    |
                    |       |           |      |                     |    |
           188.649  |    15 |           |      |                     |    |
           190.348  |    15 |           |      |                     |    |
           190.998  |    25 |           |      |                     |    |
           191.057  |    15 |           |      |                     |    |
           193.959  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           198.881  |    15 |           |      |                     |    |
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           200.060  |    20 |           |      |                     |    |
           200.407  |    15 |           |      |                     |    |
           201.612  |    15 |           |      |                     |    |
           203.983  |    40 |           |      |                     |    |
           204.561  |    50 |           |      |                     |    |
                    |       |           |      |                     |    |
           206.125  |    10 |           |      |                     |    |
           208.791  |    75 |           |      |                     |    |
           209.745  |    10 |           |      |                     |    |
           210.047  |     5 |           |      |                     |    |
           211.160  |    50 |           |      |                     |    |
                    |       |           |      |                     |    |
           218.813  |     5 |           |      |                     |    |
           221.843  |     5 |           |      |                     |    |
           222.443  |     5 |           |      |                     |    |
           241.824  |     7 |           |      |                     |    |
           242.636  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           249.981  |    25 |           |      |                     |    |
           261.881  |    15 |           |      |                     |    |
           263.056  |     5 |           |      |                     |    |
           276.699  |    20 |           |      |                     |    |
           280.559  |    30 |           |      |                     |    |
                    |       |           |      |                     |    |
           303.572  |    10 |           |      |                     |    |
