
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |     Rel. |    Aki    | Acc. |            Ei           Ek            |         Lower level         |         Upper level          |Type|
          |               Wavelength |     Int. |    s^-1   |      |           (eV)         (eV)           |-----------------------------|------------------------------|    |
          |                Vac (nm)  |          |           |      |                                       | Conf.             | Term    | Conf.              | Term    |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe VII    |              109.44      |          |           |      |    17.7619        -     29.0972       | 5s.5p             | 1P*     | 5p2                | 3P      |    |
Xe V      |              109.565     |        8 |           |      |    14.39419       -     25.71019      | 5s.5p3            | 3D*     | 5s2.5p.(2P*).4f    | 3D      |    |
Xe IV     |              109.735     |       12 |           |      |    12.35674       -     23.65525      | 5s.5p4            | 4P      | 5s2.5p2.(3P).6p    | 4D*     |    |
Xe I      |              109.9716    |        a | 4.34e+07  |      |     0.000000      -     11.2741842    | 5p6               | 1S      | 5p5.(2P*<3/2>).8s  | 2[3/2]* |    |
Xe II     |              110.0432    |       10 |           |      |     0.00000       -     11.266918     | 5p5               | 2P*     | 5s.5p6             | 2S      |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe VI     |              110.1947    |        8 |           |      |    17.58557       -     28.83693      | 5s.5p2            | 2P      | 5p3                | 232586* |    |
Xe IV     |              110.295     |        4 |           |      |    15.55688       -     26.79807      | 5s.5p4            | 2D      | 5s2.5p2.(1D).6p    | 2D*     |    |
Xe II     |              110.3515    |        0 |           |      |     1.306423      -     12.541929     | 5p5               | 2P*     | 5p4.(3P<0>).6s     | 2[0]    |    |
Xe IV     |              110.891     |       13 |           |      |    12.35674       -     23.53742      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 2G*     |    |
Xe III    |              110.9257    |       10 |           |      |    12.182993      -     23.360179     | 5s.5p5            | 3P*     | 5s2.5p3.(2D*).4f   | 3P      |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe V      |              110.9829    |       15 |           |      |     5.51363       -     16.68520      | 5s2.5p2           | 1S      | 5s.5p3             | 3P*     |    |
Xe I      |              111.0713    |        a | 1.5e+08   |      |     0.000000      -     11.1625641    | 5p6               | 1S      | 5p5.(2P*<3/2>).6d  | 2[3/2]* |    |
Xe V      |              111.149     |        5 |           |      |    21.03672       -     32.19154      | 5s.5p3            | 1P*     | 5s2.5p.(2P*).6p    | 1S      |    |
Xe IV     |              111.3291    |       70 |           |      |     4.41999       -     15.55688      | 5s2.5p3           | 2P*     | 5s.5p4             | 2D      |    |
Xe IV     |              111.357     |        3 |           |      |    13.25679       -     24.39078      | 5s.5p4            | 4P      | 5s2.5p2.(3P).6p    | 2D*     |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe IV     |              111.444     |        5 |           |      |    13.25679       -     24.38207      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 4D*     |    |
Xe V      |              111.482     |        3 |           |      |    19.40437       -     30.52590      | 5s2.5p.(2P*).5d   | 3F*     | 5s2.5p.(2P*).6p    | 3D      |    |
Xe V      |              111.528     |        1 |           |      |    14.39419       -     25.51084      | 5s.5p3            | 3D*     | 5s2.5p.(2P*).4f    | 3D      |    |
Xe IV     |              111.629     |        8 |           |      |    13.25679       -     24.36365      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 4F*     |    |
Xe IV     |              111.709     |        1 |           |      |    16.73546       -     27.83423      | 5s2.5p2.(3P).5d   | 4F      | 5s2.5p2.(1D).6p    | 2P*     |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe IV     |              111.8417    |       35 |           |      |     2.17105       -     13.25679      | 5s2.5p3           | 2D*     | 5s.5p4             | 4P      |    |
Xe V      |              111.892     |        6 |           |      |    18.07776       -     29.15847      | 5s.5p3            | 1D*     | 5s2.5p.(2P*).6p    | 3D      |    |
Xe V      |              111.977     |        4 |           |      |    19.28179       -     30.35397      | 5s.5p3            | 3S*     | 5s2.5p.(2P*).6p    | 3P      |    |
Xe III    |              112.011     |        1 |           |      |    13.431674      -     24.500640     | 5s.5p5            | 3P*     | 5s2.5p3.(4S*).5f   | 5F      |    |
Xe VIII   |              112.41      |        * |           |      |    70.7042        -     81.7339       | 5g                | 2G      | 6h                 | 2H*     |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe VIII   |              112.41      |        * |           |      |    70.7042        -     81.7339       | 5g                | 2G      | 6h                 | 2H*     |    |
Xe VIII   |              112.41      |        * |           |      |    65.3924        -     76.4199       | 6d                | 2D      | 6f                 | 2F*     |    |
