
------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek          |    Lower level     |     Upper level     |Type|
          Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)         |--------------------|---------------------|    |
           Vac (nm)  |       |           |      |                                  | Conf.       | Term | Conf.       | Term  |    |
------------------------------------------------------------------------------------------------------------------------------------
                     |       |           |      |                                  |             |      |             |       |    |
           100.646   |   500 |           |      |                                  |             |      |             |       |    |
           114.994   |   500 |           |      |                                  |             |      |             |       |    |
           115.718   |   400 |           |      |                                  |             |      |             |       |    |
           116.077   |   300 |           |      |                                  |             |      |             |       |    |
           125.211   |   500 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           125.401   |   400 |           |      |                                  |             |      |             |       |    |
           128.787   |   500 |           |      |                                  |             |      |             |       |    |
           128.942   |   400 |           |      |                                  |             |      |             |       |    |
           129.077   |   300 |           |      |                                  |             |      |             |       |    |
           131.327   |   300 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           131.335   |   400 |           |      |                                  |             |      |             |       |    |
           133.199   |   500 |           |      |                                  |             |      |             |       |    |
           133.512   |   500 |           |      |                                  |             |      |             |       |    |
           164.303   |  1000 |           |      |                                  |             |      |             |       |    |
           165.014   |  1000 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           166.803   |   300 |           |      |                                  |             |      |             |       |    |
           167.066   |   300 |           |      |                                  |             |      |             |       |    |
           167.919   |   300 |           |      |                                  |             |      |             |       |    |
           169.478   |  1000 |           |      |                                  |             |      |             |       |    |
           172.198   |   400 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           172.463   |   300 |           |      |                                  |             |      |             |       |    |
           175.168   | 500bl |           |      |                                  |             |      |             |       |    |
           175.773   |   500 |           |      |                                  |             |      |             |       |    |
           176.007   |  1000 |           |      |                                  |             |      |             |       |    |
           177.343   |   300 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           177.802   |   400 |           |      |                                  |             |      |             |       |    |
           177.972   |   500 |           |      |                                  |             |      |             |       |    |
           178.444   |   400 |           |      |                                  |             |      |             |       |    |
           178.826   |  1000 |           |      |                                  |             |      |             |       |    |
           179.382   |   500 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           179.460   |  1000 |           |      |                                  |             |      |             |       |    |
           179.677   |   300 |           |      |                                  |             |      |             |       |    |
           179.815   |   500 |           |      |                                  |             |      |             |       |    |
           180.255   |   300 |           |      |                                  |             |      |             |       |    |
           180.413   |   500 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           181.219   |  1000 |           |      |                                  |             |      |             |       |    |
           183.115   |   400 |           |      |                                  |             |      |             |       |    |
           183.164   |   400 |           |      |                                  |             |      |             |       |    |
           184.507   |   300 |           |      |                                  |             |      |             |       |    |
           185.069   |   300 |           |      |                                  |             |      |             |       |    |
                     |       |           |      |                                  |             |      |             |       |    |
           185.201   |   400 |           |      |                                  |             |      |             |       |    |
