
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |  Rel. |     Aki    | Acc. |                Ei           Ek               |   Lower level   |   Upper level   |Type|
          |                Wavelength |  Int. |     s^-1   |      |               (eV)         (eV)              |-----------------|-----------------|    |
          |                 Vac (nm)  |       |            |      |                                              | Conf.    | Term | Conf.    | Term |    |
Li III    |            142.4          |       | 3.4360e+08 | AA   |  (108.84918146388)    -   (117.556601443)    | 3d       | 2D   | 5f       | 2F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li III    |            142.4          |       | 2.7488e+08 | AA   |  (108.849183261)      -   (117.556601584)    | 3p       | 2P*  | 5d       | 2D   |    |
Li III    |            142.4          |       | 1.2120e+06 | AA   |  (108.84918146388)    -   (117.5565235496)   | 3d       | 2D   | 5p       | 2P*  |    |
Li III    |            142.4          |       | 4.5812e+07 | AA   |  (108.849183261)      -   (117.556523154)    | 3p       | 2P*  | 5d       | 2D   |    |
Li III    |            142.4          |       | 4.8884e+07 | AA   |  (108.849183261)      -   (117.556304979)    | 3p       | 2P*  | 5s       | 2S   |    |
Li III    |            142.4          |       | 1.2120e+07 | AA   |  (108.84918146388)    -   (117.5562882136)   | 3d       | 2D   | 5p       | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li III    |            142.4          |       | 3.6810e+08 | AA   |  (108.84954456630)    -   (117.556640655)    | 3d       | 2D   | 5f       | 2F*  |    |
Li III    |            142.4          |       | 2.4540e+07 | AA   |  (108.84954456630)    -   (117.556601443)    | 3d       | 2D   | 5f       | 2F*  |    |
Li III    |            142.4          |       | 1.0907e+07 | AA   |  (108.84954456630)    -   (117.5565235496)   | 3d       | 2D   | 5p       | 2P*  |    |
Li II     |            149.293        |     3 | 8.4094e+08 | AAA  |    61.280572          -     69.585279        | 1s.2p    | 3P*  | 1s.3d    | 3D   |    |
Li II     |            149.297        |     5 | 1.1216e+09 | AAA  |    61.280854          -     69.585356        | 1s.2p    | 3P*  | 1s.3d    | 3D   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            149.304        |     1 | 6.2310e+08 | AAA  |    61.281242          -     69.585422        | 1s.2p    | 3P*  | 1s.3d    | 3D   |    |
Li II     |            155.5          |       |            |      |                                              |          |      |          |      |    |
Li II     |            165.308        |     3 | 9.5283e+07 | AAA  |    61.280572          -     68.780783        | 1s.2p    | 3P*  | 1s.3s    | 3S   |    |
Li II     |            165.313        |     5 | 1.5881e+08 | AAA  |    61.280854          -     68.780783        | 1s.2p    | 3P*  | 1s.3s    | 3S   |    |
Li II     |            165.321        |     1 | 3.1761e+07 | AAA  |    61.281242          -     68.780783        | 1s.2p    | 3P*  | 1s.3s    | 3S   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            168.166        |       | 1.0069e+09 | AAA  |    62.216333          -     69.589057        | 1s.2p    | 1P*  | 1s.3d    | 1D   |    |
Li II     |            175.533        |       | 2.0499e+08 | AAA  |    62.216333          -     69.279625        | 1s.2p    | 1P*  | 1s.3s    | 1S   |    |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |  Rel. |     Aki    | Acc. |                Ei           Ek               |   Lower level   |   Upper level   |Type|
          |                Wavelength |  Int. |     s^-1   |      |               (eV)         (eV)              |-----------------|-----------------|    |
          |                 Air (nm)  |       |            |      |                                              | Conf.    | Term | Conf.    | Term |    |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            200.9          |       |            |      |                                              |          |      |          |      |    |
Li I      |            203.9          |       |            |      |                                              |          |      |          |      |    |
Li II     |            206.8          |       |            |      |                                              |          |      |          |      |    |
Li II     |            213.1          |       |            |      |                                              |          |      |          |      |    |
Li II     |            216.4          |       |            |      |                                              |          |      |          |      |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            217.34         |     * |            |      |    57.469             -     63.180           | 1s.2s.2p | 4P*  | 1s.2s.4s | 4S   |    |
Li I      |            217.34         |     * |            |      |    57.469             -     63.180           | 1s.2s.2p | 4P*  | 1s.2s.4s | 4S   |    |
Li I      |            217.34         |     * |            |      |    57.469             -     63.180           | 1s.2s.2p | 4P*  | 1s.2s.4s | 4S   |    |
Li II     |            218.3          |       |            |      |                                              |          |      |          |      |    |
Li II     |            221.4          |       |            |      |                                              |          |      |          |      |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            222.2          |       |            |      |                                              |          |      |          |      |    |
Li II     |            223.7          |       |            |      |                                              |          |      |          |      |    |
Li II     |            224.921        |    w* |            |      |    69.585279          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
Li II     |            224.921        |    w* |            |      |    69.585279          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
Li II     |            224.921        |    w* |            |      |    69.585356          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            224.921        |    w* |            |      |    69.585356          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
Li II     |            224.921        |    w* |            |      |    69.585356          -     75.09591         | 1s.3d    | 3D   | 1s.10f   | 3F*  |    |
