
----------------------------------------------------------------------------------------------------------------------------------------------------------------
                  Observed  |  Rel. |     Aki    | Acc. |              Ei           Ek               |        Lower level         |      Upper level      |Type|
                 Wavelength |  Int. |     s^-1   |      |             (eV)         (eV)              |----------------------------|-----------------------|    |
                  Vac (nm)  |       |            |      |                                            | Conf.               | Term | Conf.          | Term |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                 340.54     |    9* |            |      |    133.03492+x      -    [136.67472]+x     | 1s.2s.4f            | 4F*  | 1s.2p.4f       | 4F   |    |
                 343.5      |    5* |            |      |    132.314+x        -     135.923+x        | 1s.2s.4s            | 4S   | 1s.2p.4s       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 343.5      |    5* |            |      |    132.314+x        -     135.923+x        | 1s.2s.4s            | 4S   | 1s.2p.4s       | 4P*  |    |
                 343.5      |    5* |            |      |    132.314+x        -     135.923+x        | 1s.2s.4s            | 4S   | 1s.2p.4s       | 4P*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 351.052    |   50* |            |      |    130.17203+x      -     133.70282+x      | 1s.2s.3d            | 4D   | 1s.2p.3d       | 4F*  |    |
                 353        |    5* |            |      |    132.8689+x       -     136.3801+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4S   |    |
                 353        |    5* |            |      |    132.8689+x       -     136.3801+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4S   |    |
                 353        |    5* |            |      |    132.8689+x       -     136.3801+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4S   |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 362.4      |    5* |            |      |    133.224+x        -     136.6436+x       | 1s.2s.4d            | 4D   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 363.6      |    5* |            |      |    133.23436+x      -     136.6436+x       | 1s.2p.3p            | 4P   | 1s.2p.4d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 366        |    3* |            |      |    134.532+x        -     137.918+x        | 1s.2s.5d            | 4D   | 1s.2p.5d       | 4D*  |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                 370.8      |    5* |            |      |    132.8689+x       -     136.2118+x?      | 1s.2s.4p            | 4P*  | 1s.2p.4p       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 374.93     |   20* |            |      |    129.399+x        -     132.7047+x       | 1s.2s.3p            | 4P*  | 1s.2p.3p       | 4D   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 378.5      |     * |            |      |    134.6549+x       -     137.9292+x       | 1s.2s.5f            | 4F*  | 1s.2p.5f       | 4F   |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 385.2      |     * |            |      |    132.7047+x       -     135.923+x        | 1s.2p.3p            | 4D   | 1s.2p.4s       | 4P*  |    |
                 399.55     |   11* |            |      |    133.571          -    [136.673]         | 1s.2p.(3P*).3d      | 2D*  | 1s.2p.(3P*).4f | 2F   |    |
                 399.55     |   11* |            |      |    133.571          -    [136.673]         | 1s.2p.(3P*).3d      | 2D*  | 1s.2p.(3P*).4f | 2F   |    |
                 399.55     |   11* |            |      |    133.571          -    [136.673]         | 1s.2p.(3P*).3d      | 2D*  | 1s.2p.(3P*).4f | 2F   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 403.94     |     * |            |      |    133.70282+x      -     136.7714+x       | 1s.2p.3d            | 4F*  | 1s.2p.4f       | 4D   |    |
                 425.21     |   11* |            |      |    129.399+x        -     132.314+x        | 1s.2s.3p            | 4P*  | 1s.2s.4s       | 4S   |    |
                 425.21     |   11* |            |      |    129.399+x        -     132.314+x        | 1s.2s.3p            | 4P*  | 1s.2s.4s       | 4S   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 425.21     |   11* |            |      |    129.399+x        -     132.314+x        | 1s.2s.3p            | 4P*  | 1s.2s.4s       | 4S   |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                 432.955    |   40* |            |      |    130.17203+x      -     133.03492+x      | 1s.2s.3d            | 4D   | 1s.2s.4f       | 4F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 433.317    |    5* |            |      |     14.806341       -     [17.666921]      | 1s2.4d              | 2D   | 1s2.10f        | 2F*  |    |
                 433.317    |    5* |            |      |     14.806371       -     [17.666921]      | 1s2.4d              | 2D   | 1s2.10f        | 2F*  |    |
                 433.317    |    5* |            |      |     14.806371       -     [17.666921]      | 1s2.4d              | 2D   | 1s2.10f        | 2F*  |    |
                 436.0663   |   810 | 9.09e+07   | A    |     11.9638993      -      14.806341       | 1s2.3p              | 2P*  | 1s2.4d         | 2D   |    |
                 436.0988   |   960 | 1.09e+08   | A    |     11.9641384      -      14.806371       | 1s2.3p              | 2P*  | 1s2.4d         | 2D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 437.110    |   17* |            |      |    133.83908+x      -    [136.67472]+x     | 1s.2p.3d            | 4D*  | 1s.2p.4f       | 4F   |    |
                 440.401    |   12* |            |      |     14.724426       -     [17.538947]      | 1s2.4p              | 2P*  | 1s2.9d         | 2D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 440.401    |   12* |            |      |     14.724526       -     [17.538947]      | 1s2.4p              | 2P*  | 1s2.9d         | 2D   |    |
                 440.401    |   12* |            |      |     14.724526       -     [17.538947]      | 1s2.4p              | 2P*  | 1s2.9d         | 2D   |    |
                 446.778    |   12* |            |      |     14.724426       -     [17.498670]      | 1s2.4p              | 2P*  | 1s2.9s         | 2S   |    |
                 446.778    |   12* |            |      |     14.724526       -     [17.498670]      | 1s2.4p              | 2P*  | 1s2.9s         | 2S   |    |
                 447.654    |   24* |            |      |     14.315765       -     [17.084541]      | 1s2.4s              | 2S   | 1s2.7p         | 2P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 447.654    |   24* |            |      |     14.315765       -     [17.084522]      | 1s2.4s              | 2S   | 1s2.7p         | 2P*  |    |
                 453.540    |   22* |            |      |     14.806341       -     [17.539256]      | 1s2.4d              | 2D   | 1s2.9f         | 2F*  |    |
                 453.540    |   22* |            |      |     14.806371       -     [17.539256]      | 1s2.4d              | 2D   | 1s2.9f         | 2F*  |    |
                 453.540    |   22* |            |      |     14.806371       -     [17.539256]      | 1s2.4d              | 2D   | 1s2.9f         | 2F*  |    |
                 454.053    |   24* |            |      |     14.809489       -     [17.539294]      | 1s2.4f              | 2F*  | 1s2.9g         | 2G   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 454.053    |   24* |            |      |     14.809505       -     [17.539294]      | 1s2.4f              | 2F*  | 1s2.9g         | 2G   |    |
                 454.053    |   24* |            |      |     14.809505       -     [17.539294]      | 1s2.4f              | 2F*  | 1s2.9g         | 2G   |    |
                 454.778    |    2* |            |      |     14.806341       -     [17.531775]      | 1s2.4d              | 2D   | 1s2.9p         | 2P*  |    |
                 454.778    |    2* |            |      |     14.806341       -     [17.531767]      | 1s2.4d              | 2D   | 1s2.9p         | 2P*  |    |
                 454.778    |    2* |            |      |     14.806371       -     [17.531775]      | 1s2.4d              | 2D   | 1s2.9p         | 2P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 459.6      |     * |            |      |    130.17203+x      -     132.8689+x       | 1s.2s.3d            | 4D   | 1s.2s.4p       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                 461        |     * |            |      |    133.23436+x      -     135.923+x        | 1s.2p.3p            | 4P   | 1s.2p.4s       | 4P*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 466.374    |     * |            |      |    134.114+x        -     136.7714+x       | 1s.2p.3d            | 4P*  | 1s.2p.4f       | 4D   |    |
                 467.3329   |  1060 | 2.07e+08   | AA   |     12.157217       -      14.809489       | 1s2.3d              | 2D   | 1s2.4f         | 2F*  |    |
                 467.3423   |  1160 | 2.21e+08   | AA   |     12.157282       -      14.809505       | 1s2.3d              | 2D   | 1s2.4f         | 2F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 470.257    |   38* | 4.73e+06   | A    |     14.724426       -     [17.360339]      | 1s2.4p              | 2P*  | 1s2.8d         | 2D   |    |
                 470.257    |   38* | 9.44e+05   | A    |     14.724526       -     [17.360339]      | 1s2.4p              | 2P*  | 1s2.8d         | 2D   |    |
                 470.257    |   38* | 5.68e+06   | A    |     14.724526       -     [17.360339]      | 1s2.4p              | 2P*  | 1s2.8d         | 2D   |    |
                 480.778    |   14* |            |      |     14.724426       -     [17.302634]      | 1s2.4p              | 2P*  | 1s2.8s         | 2S   |    |
                 480.778    |   14* |            |      |     14.724526       -     [17.302634]      | 1s2.4p              | 2P*  | 1s2.8s         | 2S   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 482.8159   |  710* | 7.87e+06   | A    |     12.157282       -      14.724526       | 1s2.3d              | 2D   | 1s2.4p         | 2P*  |    |
                 482.8159   |  710* | 8.76e+06   | A    |     12.157217       -      14.724426       | 1s2.3d              | 2D   | 1s2.4p         | 2P*  |    |
                 485.219    |   60* |            |      |     14.806341       -     [17.360778]      | 1s2.4d              | 2D   | 1s2.8f         | 2F*  |    |
                 485.219    |   60* |            |      |     14.806371       -     [17.360778]      | 1s2.4d              | 2D   | 1s2.8f         | 2F*  |    |
                 485.219    |   60* |            |      |     14.806371       -     [17.360778]      | 1s2.4d              | 2D   | 1s2.8f         | 2F*  |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 485.822    | 110d* |            |      |     14.809489       -      17.360835       | 1s2.4f              | 2F*  | 1s2.8g         | 2G   |    |
                 485.822    | 110d* |            |      |     14.809505       -      17.360835       | 1s2.4f              | 2F*  | 1s2.8g         | 2G   |    |
                 485.822    | 110d* |            |      |     14.809505       -      17.360835       | 1s2.4f              | 2F*  | 1s2.8g         | 2G   |    |
                 521.8115   |  110* | 7.05e+06   | A    |     14.724426       -      17.099797       | 1s2.4p              | 2P*  | 1s2.7d         | 2D   |    |
                 521.8326   |  310* | 8.48e+06   | A    |     14.724526       -      17.099797       | 1s2.4p              | 2P*  | 1s2.7d         | 2D   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 521.8326   |  310* | 1.41e+06   | A    |     14.724526       -      17.099797       | 1s2.4p              | 2P*  | 1s2.7d         | 2D   |    |
                 525.586    |  210* |            |      |     14.315765       -      16.674090       | 1s2.4s              | 2S   | 1s2.6p         | 2P*  |    |
                 525.586    |  210* |            |      |     14.315765       -      16.674060       | 1s2.4s              | 2S   | 1s2.6p         | 2P*  |    |
                 527.0284   |   810 | 3.234e+07  | AA   |     11.9638993      -      14.315765       | 1s2.3p              | 2P*  | 1s2.4s         | 2S   |    |
                 527.0811   |   960 | 6.466e+07  | AA   |     11.9641384      -      14.315765       | 1s2.3p              | 2P*  | 1s2.4s         | 2S   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 540.3040   | 310d* |            |      |     14.806341       -      17.100434       | 1s2.4d              | 2D   | 1s2.7f         | 2F*  |    |
                 540.3040   | 310d* |            |      |     14.806371       -      17.100434       | 1s2.4d              | 2D   | 1s2.7f         | 2F*  |    |
                 540.3040   | 310d* |            |      |     14.806371       -      17.100434       | 1s2.4d              | 2D   | 1s2.7f         | 2F*  |    |
                 541.0206   | 310d* |            |      |     14.809489       -      17.100533       | 1s2.4f              | 2F*  | 1s2.7g         | 2G   |    |
                 541.0206   | 310d* |            |      |     14.809505       -      17.100533       | 1s2.4f              | 2F*  | 1s2.7g         | 2G   |    |
                            |       |            |      |                                            |                     |      |                |      |    |
                 541.0206   | 310d* |            |      |     14.809505       -      17.100533       | 1s2.4f              | 2F*  | 1s2.7g         | 2G   |    |
                 541.570    |   bl* | 2.84e+06   | A    |     14.724426       -     [17.012960]      | 1s2.4p              | 2P*  | 1s2.7s         | 2S   |    |
                 541.570    |   bl* | 5.68e+06   | A    |     14.724526       -     [17.012960]      | 1s2.4p              | 2P*  | 1s2.7s         | 2S   |    |
