
-----------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |            Observed  |     Rel. |    Aki    | Acc. |          Ei           Ek          |  Lower level  |        Upper level        |Type|
          |           Wavelength |     Int. |    s^-1   |      |         (eV)         (eV)         |---------------|---------------------------|    |
          |            Vac (nm)  |          |           |      |                                   | Conf.  | Term | Conf.           | Term    |    |
-----------------------------------------------------------------------------------------------------------------------------------------------------
          |                      |          |           |      |                                   |        |      |                 |         |    |
Zr III    |           100.0718   |      180 | 2.50e+06  |      |     2.281454    -     14.670847   | 4d.5s  | 3D   | 4d.6p           | 3F*     |    |
Zr V      |           100.248    |      400 |           |      |                                   |        |      |                 |         |    |
Zr III    |           100.4593   |       10 | 1.46e+08  |      |     6.014050    -     18.35582    | 5s2    | 1S   | 4d.5f           | 1P*     |    |
Zr III    |           100.5138   |      400 | 3.62e+06  |      |     2.422139    -     14.757185   | 4d.5s  | 3D   | 4d.6p           | 3D*     |    |
Zr III    |           100.6039   |       70 | 2.96e+06  |      |     3.108079    -     15.432122   | 4d.5s  | 1D   | 4d.4f           | 3P*     |    |
          |                      |          |           |      |                                   |        |      |                 |         |    |
Zr III    |           100.7277   |       25 | 1.07e+04  |      |     2.422139    -     14.731023   | 4d.5s  | 3D   | 4d.6p           | 3D*     |    |
Zr III    |           100.7957   |       40 | 5.38e+05  |      |     2.281454    -     14.582015   | 4d.5s  | 3D   | 4d.6p           | 1D*     |    |
Zr III    |           101.1151   |       90 | 5.67e+07  |      |     3.108079    -     15.369797   | 4d.5s  | 1D   | 4d.4f           | 3D*     |    |
Zr III    |           101.2079   |      100 | 1.59e+06  |      |     2.331560    -     14.582015   | 4d.5s  | 3D   | 4d.6p           | 1D*     |    |
Zr III    |           101.7905   |       40 | 4.86e+07  |      |     3.108079    -     15.288439   | 4d.5s  | 1D   | 4d.4f           | 1F*     |    |
          |                      |          |           |      |                                   |        |      |                 |         |    |
Zr III    |           103.0639   |      400 | 2.65e+08  |      |     2.973000    -     15.002871   | 4d2    | 1S   | 4d.6p           | 1P*     |    |
Zr III    |           103.0719   |      200 | 8.49e+07  |      |     3.108079    -     15.136983   | 4d.5s  | 1D   | 4d.4f           | 1D*     |    |
Zr IV     |           103.3768   |        2 |           |      |    19.721763    -     31.71518    | 4p6.4f | 2F*  | 4p6.9g          | 2G      |    |
Zr IV     |           103.397    |       3u |           |      |    19.724262    -     31.71534    | 4p6.4f | 2F*  | 4p6.9g          | 2G      |    |
Zr V      |           103.869    |      400 |           |      |                                   |        |      |                 |         |    |
          |                      |          |           |      |                                   |        |      |                 |         |    |
Zr V      |           104.441    |      200 |           |      |                                   |        |      |                 |         |    |
Zr V      |           104.777    |      300 |           |      |                                   |        |      |                 |         |    |
Zr III    |           104.9790   |     1200 | 5.47e+07  |      |     3.108079    -     14.918475   | 4d.5s  | 1D   | 4d.6p           | 1F*     |    |
Zr III    |           106.6323   |       75 | 2.09e+06  |      |     3.108079    -     14.735404   | 4d.5s  | 1D   | 4d.6p           | 3F*     |    |
Zr V      |           106.855    |      400 |           |      |                                   |        |      |                 |         |    |
          |                      |          |           |      |                                   |        |      |                 |         |    |
