
-------------------------------------------------------------------------------------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |         Lower level          |          Upper level           |Type|
         Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |------------------------------|--------------------------------|    |
          Air (nm)  |       |           |      |                                 | Conf.                | Term  | Conf.                  | Term  |    |
          307.382   |   170 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          307.527   |   100 |           |      |                                 |                      |       |                        |       |    |
          308.211   |   150 | 2.1e+07   | C    |    0.068558    -     4.090095   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          318.341   |  3200 | 2.4e+08   | C+   |    0.017033    -     3.910604   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
          318.398   |  5300 | 2.5e+08   | C    |    0.040104    -     3.932991   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
          318.540   |  3800 | 2.7e+08   | C    |    0.068558    -     3.959717   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          319.801   |   530 | 3.9e+07   | C+   |    0.017033    -     3.892835   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
          320.238   |   750 | 4.0e+07   | C    |    0.040104    -     3.910604   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
          320.558   |   450 | 1.3e+08   | C    |    1.350499    -     5.217151   | 3d3.4s2              | a 2G  |                        | u 2H* |    |
          320.741   |   450 | 2.6e+07   | C    |    0.068558    -     3.932991   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(1P*)   | x 4G* |    |
          321.243   |   410 | 1.4e+08   | C    |    1.376298    -     5.234698   | 3d3.4s2              | a 2G  |                        | u 2H* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          326.324   |   140 | 7.1e+06   | C    |    0.00000     -     3.798329   | 3d3.4s2              | a 4F  | 3d3.(2G).4s.4p.(3P*)   | y 4G* |    |
          329.814   |   140 | 2.0e+06   | C    |    0.068558    -     3.826682   | 3d3.4s2              | a 4F  | 3d3.(2G).4s.4p.(3P*)   | y 4G* |    |
          332.986   |   110 | 7.7e+07   | C    |    1.218096    -     4.940440   | 3d3.4s2              | a 4P  | 3d4.(a 3P).4p          | x 4S* |    |
