
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                     Observed  |    Rel. |    Aki    | Acc. |                Ei           Ek                |           Lower level           |           Upper level            |Type|
          |                    Wavelength |    Int. |    s^-1   |      |               (eV)         (eV)               |---------------------------------|----------------------------------|    |
          |                     Vac (nm)  |         |           |      |                                               | Conf.                 | Term    | Conf.                 | Term     |    |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  100.6185     |      30 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  100.9428     |      30 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  103.4162     |      45 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  105.9066     |      35 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  106.7165     |      35 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  106.8016     |      40 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.0885     |      45 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.1079     |      30 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.1836     |      35 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.3594     |      20 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.5003     |      40 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.7238     |      20 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.7701     |      15 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.7895     |      25 |           |      |                                               |                       |         |                       |          |    |
Na VI     |                  108.8636     |      20 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  108.8699     |      50 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  109.3447     |      25 |           |      |                                               |                       |         |                       |          |    |
Na X      |                  111.1759     |         | 1.27e+08  | A    |  (1107.8445)          -   (1118.9965)         | 1s.2s                 | 3S      | 1s.2p                 | 3P*      |    |
Na VI     |                  111.6780     |      15 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  112.5502     |      50 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  113.3390     |     160 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  113.7020     |      60 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  114.3185     |      60 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  114.6157     |      60 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  114.7967     |      60 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
Na II     |                  115.7291     |      40 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  116.5548     |      60 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  117.0046     |      35 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  117.2698     |      50 |           |      |                                               |                       |         |                       |          |    |
Na II     |                  117.2969     |      40 |           |      |                                               |                       |         |                       |          |    |
          |                               |         |           |      |                                               |                       |         |                       |          |    |
