
------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |           Lower level           |           Upper level           |Type|
          Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |---------------------------------|---------------------------------|    |
           Vac (nm)  |       |           |      |                                 | Conf.                 | Term    | Conf.                 | Term    |    |
------------------------------------------------------------------------------------------------------------------------------------------------------------
                     |       |           |      |                                 |                       |         |                       |         |    |
           100.1714  |     0 |           |      |    77.31586    -     89.69284   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<1/2>).4d | 2[3/2]* |    |
           100.4361  |     4 |           |      |    76.93333    -     89.27791   | 3s2.3p5.4p            | 1P      | 3s2.3p5.(2P*<1/2>).4d | 2[5/2]* |    |
           100.8709  |     0 |           |      |    75.91424    -     88.20560   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* |    |
           100.9758  |     5 |           |      |    75.92703    -     88.20560   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* |    |
           101.4565  |     4 |           |      |    76.27232    -     88.49276   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[5/2]* |    |
                     |       |           |      |                                 |                       |         |                       |         |    |
           101.6204  |     7 |           |      |    75.91424    -     88.11497   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[7/2]* |    |
           101.9249  |     5 |           |      |    77.20799    -     89.37227   | 3s2.3p5.4p            | 1D      | 3s2.3p5.(2P*<1/2>).4d | 2[5/2]* |    |
           102.4663  |     4 |           |      |    77.31586    -     89.41586   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<1/2>).4d | 2[3/2]* |    |
           102.7219  |     0 |           |      |    77.20799    -     89.27791   | 3s2.3p5.4p            | 1D      | 3s2.3p5.(2P*<1/2>).4d | 2[5/2]* |    |
           102.9044  |     5 |           |      |    76.55900    -     88.60752   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<3/2>).4d | 2[5/2]* |    |
                     |       |           |      |                                 |                       |         |                       |         |    |
           103.8953  |     0 |           |      |    76.93333    -     88.86696   | 3s2.3p5.4p            | 1P      | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* |    |
           105.2591  |     0 |           |      |    77.08805    -     88.86696   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* |    |
           105.7438  |     0 |           |      |    76.27232    -     87.99746   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* |    |
           108.3917  |     2 |           |      |    76.55900    -     87.99746   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<3/2>).4d | 2[3/2]* |    |
           108.5742  |     1 |           |      |    76.27232    -     87.69158   | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]* |    |
                     |       |           |      |                                 |                       |         |                       |         |    |
           110.4300  |     1 |           |      |    76.55900    -     87.78634   | 3s2.3p5.4p            | 3P      | 3s2.3p5.(2P*<3/2>).4d | 2[1/2]* |    |
