
---------------------------------------------------------------------------------------
Spectrum  |           Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
Se II     |           530.54    |   360 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           536.55    |   100 |           |      |                     |    |
Se I      |           536.99    |   120 |           |      |                     |    |
Se I      |           537.41    |   110 |           |      |                     |    |
Se II     |           552.24    |   285 |           |      |                     |    |
Se II     |           556.69    |   285 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se II     |           586.63    |   285 |           |      |                     |    |
Se II     |           605.60    |   450 |           |      |                     |    |
Se III    |           630.38    |   285 |           |      |                     |    |
Se I      |           632.56    |   200 |           |      |                     |    |
Se II     |           644.42    |   360 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se II     |           649.05    |   285 |           |      |                     |    |
Se II     |           653.50    |   285 |           |      |                     |    |
Se I      |           683.13    |   150 |           |      |                     |    |
Se I      |           699.0690  |   120 |           |      |                     |    |
Se I      |           699.1792  |   100 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           701.0809  |   200 |           |      |                     |    |
Se I      |           701.3875  |   150 |           |      |                     |    |
Se I      |           706.2065  |   300 |           |      |                     |    |
Se I      |           757.51    |   200 |           |      |                     |    |
Se I      |           758.34    |   250 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           759.22    |   150 |           |      |                     |    |
Se I      |           760.68    |   120 |           |      |                     |    |
Se I      |           800.10    |   300 |           |      |                     |    |
Se I      |           803.64    |   200 |           |      |                     |    |
Se I      |           806.09    |   120 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           806.53    |   120 |           |      |                     |    |
Se I      |           808.11    |   120 |           |      |                     |    |
Se I      |           809.32    |   150 |           |      |                     |    |
Se I      |           809.47    |   150 |           |      |                     |    |
Se I      |           814.93    |   180 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           815.20    |   150 |           |      |                     |    |
Se I      |           815.77    |   200 |           |      |                     |    |
Se I      |           816.31    |   180 |           |      |                     |    |
Se I      |           818.29    |   150 |           |      |                     |    |
Se I      |           818.50    |   100 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           819.46    |   120 |           |      |                     |    |
Se I      |           844.047   |   150 |           |      |                     |    |
Se I      |           845.038   |   150 |           |      |                     |    |
Se I      |           874.233   |   150 |           |      |                     |    |
Se I      |           891.886   |   300 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           896.969   |   100 |           |      |                     |    |
Se I      |           900.197   |   200 |           |      |                     |    |
Se I      |           903.861   |   200 |           |      |                     |    |
Se I      |           908.314   |    80 |           |      |                     |    |
Se I      |           908.879   |   120 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |           914.083   |    80 |           |      |                     |    |
Se I      |           918.188   |    60 |           |      |                     |    |
Se I      |           927.112   |    60 |           |      |                     |    |
Se I      |           943.250   |   100 |           |      |                     |    |
Se I      |           982.558   |    60 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |          1021.725   |   200 |           |      |                     |    |
Se I      |          1030.745   |   377 |           |      |                     |    |
Se I      |          1032.726   |   900 |           |      |                     |    |
Se I      |          1038.636   |   640 |           |      |                     |    |
Se I      |          1065.030   |   124 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |          1193.456   |   125 |           |      |                     |    |
Se I      |          1194.687   |   275 |           |      |                     |    |
Se I      |          1194.792   |   100 |           |      |                     |    |
Se I      |          1195.227   |   105 |           |      |                     |    |
Se I      |          1195.264   |   170 |           |      |                     |    |
          |                     |       |           |      |                     |    |
Se I      |          1196.604   |   100 |           |      |                     |    |
Se I      |          1197.293   |   205 |           |      |                     |    |
Se I      |          1197.307   |   115 |           |      |                     |    |
