
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |      Rel. |    Aki    | Acc. |            Ei           Ek            |                  Lower level                  |                  Upper level                   |Type|
          |              Wavelength |      Int. |    s^-1   |      |           (eV)         (eV)           |-----------------------------------------------|------------------------------------------------|    |
          |               Vac (nm)  |           |           |      |                                       | Conf.                | Term                   | Conf.                | Term                    |    |
Hg II     |             109.6804    |        40 | 2.1e+07   |      |     6.3834588     -     17.6876193    | 5d10.6p              | 2P*                    | 5d10.10d             | 2D                      |    |
Hg II     |             110.5878    |        50 | 3.8e+07   |      |     6.3834588     -     17.5948777    | 5d10.6p              | 2P*                    | 5d10.11s             | 2S                      |    |
Hg II     |             112.2335    |         8 | 2.0e+07   |      |     4.4032520     -     15.4502647    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,1P<1>)*        |    |
Hg I      |             112.66      |    100H,s |           |      |     0.000000      -     11.00479      | 5d10.6s2             | 1S                     | 5d9.6s2.(2D<3/2>).6p | 2[1/2]*                 |    |
Hg II     |             112.8046    |        40 |           |      |                                       |                      |                        |                      |                         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             113.7700    |        15 | 3.2e+06   |      |     4.4032520     -     15.3010568    | 5d9.6s2              | 2D                     | 5d10.5f              | 2F*                     |    |
Hg II     |             114.1042    |        15 | 9.2e+06   |      |     4.4032520     -     15.2691214    | 5d9.6s2              | 2D                     | 5d10.5f              | 2F*                     |    |
Hg II     |             115.6795    |        90 | 2.3e+07   |      |     4.4032520     -     15.1211616    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,1P<1>)*        |    |
Hg II     |             116.0382    |       900 | 7.8e+07   |      |     0.000000      -     10.6847690    | 5d10.6s              | 2S                     | 5d9.6s.6p            | (2D<5/2>,3P<1>)*        |    |
Hg III    |             116.195     |         2 |           |      |                                       |                      |                        |                      |                         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             116.2197    |         5 | 4.7e+07   |      |     7.5144789     -     18.1825625    | 5d10.6p              | 2P*                    | 5d9.6p2              | (2D<5/2>,3P<0>)         |    |
Hg I      |             119.3977    |         a |           |      |     0.000000      -     10.384147     | 5d10.6s2             | 1S                     | 5d10.6s.20p          | 1P*                     |    |
Hg I      |             119.4113    |         a |           |      |     0.000000      -     10.382961     | 5d10.6s2             | 1S                     | 5d10.6s.20p          | 3P*                     |    |
Hg I      |             119.4824    |         a |           |      |     0.000000      -     10.376788     | 5d10.6s2             | 1S                     | 5d10.6s.19p          | 1P*                     |    |
Hg I      |             119.4990    |         a |           |      |     0.000000      -     10.375339     | 5d10.6s2             | 1S                     | 5d10.6s.19p          | 3P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             119.5859    |         a |           |      |     0.000000      -     10.367793     | 5d10.6s2             | 1S                     | 5d10.6s.18p          | 1P*                     |    |
Hg I      |             119.6068    |         a |           |      |     0.000000      -     10.365990     | 5d10.6s2             | 1S                     | 5d10.6s.18p          | 3P*                     |    |
Hg I      |             119.7147    |         a |           |      |     0.000000      -     10.356646     | 5d10.6s2             | 1S                     | 5d10.6s.17p          | 1P*                     |    |
Hg I      |             119.7409    |         a |           |      |     0.000000      -     10.354384     | 5d10.6s2             | 1S                     | 5d10.6s.17p          | 3P*                     |    |
Hg I      |             119.8772    |         a |           |      |     0.000000      -     10.342588     | 5d10.6s2             | 1S                     | 5d10.6s.16p          | 1P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             119.9109    |         a |           |      |     0.000000      -     10.339703     | 5d10.6s2             | 1S                     | 5d10.6s.16p          | 3P*                     |    |
Hg I      |             120.0867    |         a |           |      |     0.000000      -     10.324563     | 5d10.6s2             | 1S                     | 5d10.6s.15p          | 1P*                     |    |
Hg I      |             120.1311    |         a |           |      |     0.000000      -     10.320748     | 5d10.6s2             | 1S                     | 5d10.6s.15p          | 3P*                     |    |
Hg I      |             120.3634    |         a |           |      |     0.000000      -     10.300846     | 5d10.6s2             | 1S                     | 5d10.6s.14p          | 1P*                     |    |
Hg II     |             120.3706    |        50 | 9.0e+07   |      |     6.3834588     -     16.6836669    | 5d10.6p              | 2P*                    | 5d10.8d              | 2D                      |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             120.4234    |         a |           |      |     0.000000      -     10.295701     | 5d10.6s2             | 1S                     | 5d10.6s.14p          | 3P*                     |    |
Hg I      |             120.7384    |         a |           |      |     0.000000      -     10.2688440    | 5d10.6s2             | 1S                     | 5d10.6s.13p          | 1P*                     |    |
Hg I      |             120.8232    |         a |           |      |     0.000000      -     10.261635     | 5d10.6s2             | 1S                     | 5d10.6s.13p          | 3P*                     |    |
Hg I      |             121.2656    |         a |           |      |     0.000000      -     10.2242229    | 5d10.6s2             | 1S                     | 5d10.6s.12p          | 1P*                     |    |
Hg I      |             121.3914    |         a |           |      |     0.000000      -     10.213617     | 5d10.6s2             | 1S                     | 5d10.6s.12p          | 3P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             122.0376    |         a |           |      |     0.000000      -     10.1595522    | 5d10.6s2             | 1S                     | 5d10.6s.11p          | 1P*                     |    |
Hg I      |             122.2379    |         a |           |      |     0.000000      -     10.142893     | 5d10.6s2             | 1S                     | 5d10.6s.11p          | 3P*                     |    |
Hg I      |             123.2237    |         a |           |      |     0.000000      -     10.0617493    | 5d10.6s2             | 1S                     | 5d10.6s.10p          | 1P*                     |    |
Hg II     |             123.3433    |        60 | 4.6e+07   |      |     6.3834588     -     16.4354128    | 5d10.6p              | 2P*                    | 5d10.9s              | 2S                      |    |
Hg I      |             123.5845    |         a |           |      |     0.000000      -     10.0323733    | 5d10.6s2             | 1S                     | 5d10.6s.10p          | 3P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             125.0567    |       200 |           |      |     0.000000      -      9.914253     | 5d10.6s2             | 1S                     | 5d10.6s.9p           | 1P*                     |    |
Hg II     |             125.7404    |        15 | 3.5e+06   |      |     7.5144789     -     17.3747895    | 5d10.6p              | 2P*                    | 5d9.6s.7s            | [(2D<5/2>,1/2)<2>,1/2]  |    |
Hg I      |             125.9245    |        11 |           |      |     0.000000      -      9.8459090    | 5d10.6s2             | 1S                     | 5d10.6s.9p           | 3P*                     |    |
Hg II     |             126.4541    |       20h | 4.3e+07   |      |     7.5144789     -     17.3191421    | 5d10.6p              | 2P*                    | 5d10.9d              | 2D                      |    |
Hg I      |             126.882     |       300 |           |      |     0.000000      -      9.771569     | 5d10.6s2             | 1S                     | 5d9.6s2.(2D<5/2>).6p | 2[3/2]*                 |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             126.8828    |       15h |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             127.6793    |       10h |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             127.8444    |        40 | 3.7e+08   |      |     9.8821926     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             128.4912    |        40 | 3.4e+07   |      |     7.5144789     -     17.1637123    | 5d10.6p              | 2P*                    | 5d10.10s             | 2S                      |    |
Hg II     |             129.4665    |        75 | 2.2e+07   |      |     6.2680912     -     15.8446196    | 5d9.6s2              | 2D                     | 5d10.8p              | 2P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             130.0374    |        15 |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             130.1007    |         a |           |      |     0.000000      -      9.5298140    | 5d10.6s2             | 1S                     | 5d10.6s.8p           | 1P*                     |    |
Hg II     |             130.4429    |        40 |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             130.7749    |         6 |           |      |     0.000000      -      9.4806914    | 5d10.6s2             | 1S                     | 5d10.6s.8p           | 3P*                     |    |
Hg II     |             130.7928    |      1200 | 6.5e+08   |      |     4.4032520     -     13.8826916    | 5d9.6s2              | 2D                     | 5d10.7p              | 2P*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             130.8153    |       150 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             130.9135    |       130 | 1.4e+08   |      |     6.2680912     -     15.7387821    | 5d9.6s2              | 2D                     | 5d10.8p              | 2P*                     |    |
Hg II     |             131.3964    |        15 | 3.7e+06   |      |     7.5144789     -     16.9503896    | 5d10.6p              | 2P*                    | 5d9.6s.7s            | [(2D<5/2>,1/2)<3>,1/2]  |    |
Hg II     |             132.1713    |      2000 | 6.7e+08   |      |     4.4032520     -     13.7838301    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<2>)*        |    |
Hg II     |             132.3042    |       60p | 6.3e+08   |      |     9.8821926     -     19.2533690    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             133.1737    |      2000 | 5.4e+08   |      |     4.4032520     -     13.7132031    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<2>)*        |    |
Hg II     |             134.7240    |       100 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             134.7775    |       120 | 9.1e+08   |      |    10.4410070     -     19.6401683    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             134.9689    |        50 | 8.8e+07   |      |     7.5144789     -     16.7006046    | 5d10.6p              | 2P*                    | 5d10.8d              | 2D                      |    |
Hg II     |             135.0268    |      4000 | 2.2e+09   |      |     6.2680912     -     15.4502647    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,1P<1>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             135.2186    |         5 | 1.5e+07   |      |     7.5144789     -     16.6836669    | 5d10.6p              | 2P*                    | 5d10.8d              | 2D                      |    |
Hg II     |             135.2496    |        20 | 1.4e+08   |      |    11.8017281     -     20.9687937    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,1D<2>)         |    |
Hg II     |             135.4289    |       400 | 2.1e+08   |      |     6.3834588     -     15.5383848    | 5d10.6p              | 2P*                    | 5d10.7d              | 2D                      |    |
Hg II     |             135.6982    |       20w | 1.1e+09   |      |    10.4410070     -     19.577788     | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             135.7276    |       120 | 2.5e+07   |      |     4.4032520     -     13.5380384    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<2>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             135.9203    |        90 | 6.6e+08   |      |    10.5183407     -     19.6401683    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             135.9932    |        20 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             136.1263    |      6000 | 1.6e+09   |      |     4.4032520     -     13.5112682    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<5/2>,1P<1>)*        |    |
Hg II     |             136.8194    |        12 | 3.5e+08   |      |    10.5183407     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             137.2573    |      1200 | 5.7e+08   |      |     6.2680912     -     15.3010568    | 5d9.6s2              | 2D                     | 5d10.5f              | 2F*                     |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             137.9543    |        15 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             138.2203    |       300 | 1.5e+09   |      |     9.8821926     -     18.8522431    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             138.9812    |        60 | 7.0e+07   |      |     7.5144789     -     16.4354128    | 5d10.6p              | 2P*                    | 5d10.9s              | 2S                      |    |
Hg II     |             139.3791    |       40p | 6.0e+08   |      |    10.6847690     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             140.0461    |      2000 | 1.6e+09   |      |     6.2680912     -     15.1211616    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,1P<1>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg I      |             140.270     |        30 |           |      |     0.000000      -      8.839436     | 5d10.6s2             | 1S                     | 5d10.6s.7p           | 1P*                     |    |
Hg II     |             140.4534    |       800 | 2.0e+09   |      |     6.2680912     -     15.0955391    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,1P<1>)*        |    |
Hg II     |             140.6940    |        50 | 1.8e+08   |      |    10.4410070     -     19.2533690    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             141.4420    |     45000 | 1.8e+09   |      |     4.4032520     -     13.1689884    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<5/2>,1P<1>)*        |    |
Hg II     |             141.7005    |     15000 | 1.1e+09   |      |     4.4032520     -     13.1529887    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<5/2>,1P<1>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             141.9393    |       150 | 7.3e+08   |      |    10.5183407     -     19.2533690    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             142.9992    |       150 | 8.5e+07   |      |     6.3834588     -     15.0537424    | 5d10.6p              | 2P*                    | 5d10.8s              | 2S                      |    |
Hg I      |             143.553     |        14 |           |      |     0.000000      -      8.6369624    | 5d10.6s2             | 1S                     | 5d10.6s.7p           | 3P*                     |    |
Hg II     |             144.6961    |        80 | 1.6e+08   |      |    10.6847690     -     19.2533690    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             145.9482    |        20 | 1.1e+08   |      |     9.8821926     -     18.3772437    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<2>,3/2]  |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             147.4029    |        40 | 2.1e+08   |      |    10.4410070     -     18.8522431    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             147.7776    |      3500 | 3.8e+08   |      |     4.4032520     -     12.7931693    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<1>)*        |    |
Hg II     |             148.6563    |         5 | 8.9e+07   |      |    11.2998584     -     19.6401683    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             149.1545    |        40 | 3.5e+08   |      |    11.6660241     -     19.978503     | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6s.6d            | [(2D<3/2>,1/2)<1>,3/2]  |    |
Hg II     |             149.6997    |       150 | 4.0e+08   |      |     9.8821926     -     18.1643884    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             149.7767    |       25w | 1.2e+09   |      |    11.2998584     -     19.577788     | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             150.9135    |        35 | 7.2e+07   |      |     9.8821926     -     18.0977613    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             151.1622    |       250 | 9.3e+08   |      |     9.8821926     -     18.0842469    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             152.7501    |       125 | 3.0e+08   |      |     9.8821926     -     17.9989787    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             153.0298    |       800 | 6.0e+06   |      |     4.4032520     -     12.5052154    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<1>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             153.3589    |       125 | 3.8e+08   |      |     9.8821926     -     17.9667640    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             153.9140    |       800 | 1.8e+08   |      |     7.5144789     -     15.5698898    | 5d10.6p              | 2P*                    | 5d10.7d              | 2D                      |    |
Hg II     |             153.9708    |        3w | 1.6e+08   |      |    12.0383412     -     20.0908077    | 5d9.6s.6p            | (2D<3/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<3/2>,1/2)<1>,5/2]  |    |
Hg II     |             154.1910    |       350 | 1.2e+09   |      |     9.8821926     -     17.9231321    | 5d9.6s.6p            | (2D<5/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             154.5184    |       125 | 3.0e+07   |      |     7.5144789     -     15.5383848    | 5d10.6p              | 2P*                    | 5d10.7d              | 2D                      |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             156.1149    |        20 | 2.4e+08   |      |    12.5052154     -     20.4470659    | 5d9.6s.6p            | (2D<3/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<3/2>,1/2)<2>,5/2]  |    |
Hg II     |             156.1479    |      300u | 8.2e+08   |      |    12.0383412     -     19.978503     | 5d9.6s.6p            | (2D<3/2>,3P<0>)*       | 5d9.6s.6d            | [(2D<3/2>,1/2)<1>,3/2]  |    |
Hg II     |             156.6602    |        10 | 1.8e+08   |      |    11.6660241     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             157.7621    |        50 | 1.3e+08   |      |    10.5183407     -     18.3772437    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<2>,3/2]  |    |
Hg II     |             158.1748    |       250 | 7.0e+08   |      |    11.8017281     -     19.6401683    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             158.4674    |       125 | 3.0e+08   |      |    11.8162066     -     19.6401683    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             158.9581    |       100 | 9.0e+08   |      |    13.1689884     -     20.9687937    | 5d9.6s.6p            | (2D<5/2>,1P<1>)*       | 5d9.6p2              | (2D<5/2>,1D<2>)         |    |
Hg II     |             159.1451    |        10 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             159.3932    |        60 | 6.2e+08   |      |    11.8017281     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
Hg II     |             159.6904    |        25 | 3.2e+08   |      |    11.8162066     -     19.5802293    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<2>)         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             159.9601    |       500 | 6.3e+08   |      |    10.4410070     -     18.1919487    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             160.1541    |       400 | 1.0e+09   |      |    10.4410070     -     18.1825625    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<0>)         |    |
Hg II     |             160.5311    |       400 | 4.0e+08   |      |    10.4410070     -     18.1643884    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             161.1763    |        60 | 6.2e+08   |      |    10.6847690     -     18.3772437    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<2>,3/2]  |    |
Hg II     |             161.4083    |       300 | 1.3e+09   |      |    10.6847690     -     18.3661925    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<2>,3/2]  |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             161.7703    |       200 | 4.0e+08   |      |    10.5183407     -     18.1825625    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<0>)         |    |
Hg II     |             161.9279    |       200 | 2.8e+08   |      |    10.4410070     -     18.0977613    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             162.1549    |        50 | 1.8e+07   |      |    10.5183407     -     18.1643884    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             162.2141    |       200 | 3.7e+08   |      |    10.4410070     -     18.0842469    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             162.3874    |      2000 | 2.0e+07   |      |     4.4032520     -     12.0383412    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<0>)*        |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             163.4094    |       150 | 2.0e+08   |      |    11.6660241     -     19.2533690    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
Hg II     |             163.5801    |       170 | 8.8e+07   |      |    10.5183407     -     18.0977613    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             163.8723    |        30 | 1.6e+07   |      |    10.5183407     -     18.0842469    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
Hg II     |             164.0443    |       200 | 1.2e+08   |      |    10.4410070     -     17.9989787    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,5/2]  |    |
Hg II     |             164.1657    |       200 | 8.8e+08   |      |    11.2998584     -     18.8522431    | 5d9.6s.6p            | (2D<5/2>,3P<2>)*       | 5d9.6p2              | (2D<5/2>,3P<1>)         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             164.3310    |       300 |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             164.4514    |       500 | 1.1e+08   |      |     7.5144789     -     15.0537424    | 5d10.6p              | 2P*                    | 5d10.8s              | 2S                      |    |
Hg II     |             164.9662    |      1500 | 6.3e+07   |      |     6.2680912     -     13.7838301    | 5d9.6s2              | 2D                     | 5d9.6s.6p            | (2D<3/2>,3P<2>)*        |    |
Hg II     |             164.9937    |   400000E | 1.2e+09   |      |     0.000000      -      7.5144789    | 5d10.6s              | 2S                     | 5d10.6p              | 2P*                     |    |
Hg II     |             165.3609    |         3 | 2.0e+08   |      |    10.6847690     -     18.1825625    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6p2              | (2D<5/2>,3P<0>)         |    |
          |                         |           |           |      |                                       |                      |                        |                      |                         |    |
Hg II     |             165.5438    |       500 | 3.4e+08   |      |    10.4410070     -     17.9305146    | 5d9.6s.6p            | (2D<5/2>,3P<1>)*       | 5d9.6s.6d            | [(2D<5/2>,1/2)<3>,3/2]  |    |
