
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |      Rel. |    Aki    | Acc. |             Ei           Ek             |           Lower level           |           Upper level           |Type|
          |               Wavelength |      Int. |    s^-1   |      |            (eV)         (eV)            |---------------------------------|---------------------------------|    |
          |                Vac (nm)  |           |           |      |                                         | Conf.                 | Term    | Conf.                 | Term    |    |
Ar III    |             144.0070     |         3 |           |      |     19.4550439     -      28.06469104   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3F      |    |
Ar III    |             144.0210     |        12 |           |      |     19.4559166     -      28.06469104   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3F      |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar III    |             144.2440     |         9 |           |      |     19.4692145     -      28.06469104   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3F      |    |
Ar VIII   |             144.4        |           | 1.5e+09   | C    |     77.8920        -      86.4829       | 2p6.4p                | 2P*     | 2p6.4d                | 2D      |    |
Ar V      |             144.766      |         1 |           |      |     24.22102       -      32.78515      | 3s.3p3                | 1P*     | 3p4                   | 3P      |    |
Ar IV     |             144.835      |        15 |           |      |     27.37407       -      35.93440      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar II     |             145.1879     |         1 |           |      |     17.69466404    -      26.23425697   | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<1>).6f    | 2[4]*   |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar IV     |             145.544      |         6 |           |      |     27.64303       -      36.16161      | 3s.3p4                | 2P      | 3s2.3p2.(3P).4p       | 2D*     |    |
Ar II     |             145.5484     |         1 |           |      |     17.77579184    -      26.29420595   | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<0>).6f    | 2[3]*   |    |
Ar IV     |             145.923      |        12 |           |      |     27.43781       -      35.93440      | 3s2.3p2.(3P).3d       | 4P      | 3s2.3p2.(3P).4p       | 4P*     |    |
Ar II     |             145.9875     |         1 |           |      |     17.74309023    -      26.23586635   | 3s2.3p4.(3P).3d       | 4F      | 3s2.3p4.(3P<1>).6f    | 2[4]*   |    |
Ar III    |             146.00973    |           |           |      |     19.4550439     -      27.94654693   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
          |                          |           |           |      |                                         |                       |         |                       |         |    |
Ar III    |             146.02487    |           |           |      |     19.4559166     -      27.94654693   | 3s2.3p3.(4S*).3d      | 3D*     | 3s2.3p3.(2D*).4p      | 3D      |    |
