
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |     Rel. |    Aki    | Acc. |              Ei           Ek              |        Lower level         |        Upper level         |Type|
          |                Wavelength |     Int. |    s^-1   |      |             (eV)         (eV)             |----------------------------|----------------------------|    |
          |                 Vac (nm)  |          |           |      |                                           | Conf.              | Term  | Conf.              | Term  |    |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          |                           |          |           |      |                                           |                    |       |                    |       |    |
S I       |                100.04     |  20g,a,B |           |      |       0.0711223     -       12.465a       | 3s2.3p4            | 3P    | 3s2.3p3.(2P*).4d   | 3D*   |    |
S VI      |                100.0472   |    60bl* | 2.99e+09  | AA   |      56.01566       -       68.40947      | 2p6.4d             | 2D    | 2p6.5f             | 2F*   |    |
S VI      |                100.0472   |    60bl* | 3.20e+09  | AA   |      56.01777       -       68.40947      | 2p6.4d             | 2D    | 2p6.5f             | 2F*   |    |
S II      |                100.0485   |        7 | 3.61e+07  | D+   |       1.841530      -       14.233927     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2F    |    |
S II      |                100.0804   |        4 | 3.43e+06  | D    |       1.845471      -       14.233927     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2F    |    |
          |                           |          |           |      |                                           |                    |       |                    |       |    |
S II      |                100.6093   |        2 |           |      |       1.845471      -       14.168831     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 4D    |    |
S IV      |                100.6097   |      3bl | 3.29e+07  | C+   |      16.64431       -       28.96788      | 3s.3p2             | 2P    | 3s.3p.(3P*).3d     | 2D*   |    |
S II      |                100.6261   |        2 |           |      |       1.841530      -       14.162843     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 4D    |    |
S IV      |                100.6403   |        5 | 1.70e+08  | B    |      16.64431       -       28.96400      | 3s.3p2             | 2P    | 3s.3p.(3P*).3d     | 2D*   |    |
S III     |                101.2504   |      50g | 9.56e+07  | B    |       0.00000       -       12.24541      | 3s2.3p2            | 3P    | 3s.3p3             | 3P*   |    |
          |                           |          |           |      |                                           |                    |       |                    |       |    |
S II      |                101.4119   |        6 | 1.08e+08  | D+   |       1.841530      -       14.067437     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 2P    |    |
S II      |                101.4449   |       10 | 1.49e+09  | C    |       1.845471      -       14.067437     | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 2P    |    |
S III     |                101.5487   |      25g | 2.88e+08  | B    |       0.037033      -       12.24619      | 3s2.3p2            | 3P    | 3s.3p3             | 3P*   |    |
S III     |                101.5573   |      12g | 7.80e+07  | B    |       0.037033      -       12.24541      | 3s2.3p2            | 3P    | 3s.3p3             | 3P*   |    |
S III     |                101.5783   |      25g | 6.53e+07  | B    |       0.037033      -       12.24286      | 3s2.3p2            | 3P    | 3s.3p3             | 3P*   |    |
          |                           |          |           |      |                                           |                    |       |                    |       |    |
S I       |                101.880    |   10g,a* |           |      |       0.000000      -       12.1697       | 3s2.3p4            | 3P    | 3s2.3p3.(2D*).22s  | 3D*   |    |
