
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           100.929  |     2 |           |      |                     |    |
           106.803  |     5 |           |      |                     |    |
           116.195  |     2 |           |      |                     |    |
           168.140  |     9 |           |      |                     |    |
           175.975  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           189.477  |     1 |           |      |                     |    |
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           231.415  |     7 |           |      |                     |    |
           238.055  |     4 |           |      |                     |    |
           243.165  |     8 |           |      |                     |    |
           248.056  |     5 |           |      |                     |    |
           248.450  |     7 |           |      |                     |    |
                    |       |           |      |                     |    |
           261.292  |     2 |           |      |                     |    |
           261.797  |     4 |           |      |                     |    |
           267.049  |     3 |           |      |                     |    |
           272.443  |    70 |           |      |                     |    |
           276.922  |     6 |           |      |                     |    |
                    |       |           |      |                     |    |
           284.476  |     3 |           |      |                     |    |
           309.005  |    15 |           |      |                     |    |
           328.302  |     5 |           |      |                     |    |
           331.228  |    12 |           |      |                     |    |
           338.901  |     8 |           |      |                     |    |
                    |       |           |      |                     |    |
           345.077  |     5 |           |      |                     |    |
           350.035  |     3 |           |      |                     |    |
           353.888  |     4 |           |      |                     |    |
           355.724  |     5 |           |      |                     |    |
           380.351  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           412.207  |    70 |           |      |                     |    |
           414.034  |    10 |           |      |                     |    |
           421.674  |   100 |           |      |                     |    |
           447.058  |    15 |           |      |                     |    |
           455.284  |    12 |           |      |                     |    |
                    |       |           |      |                     |    |
           479.701  |    50 |           |      |                     |    |
           486.985  |    10 |           |      |                     |    |
           497.357  |    80 |           |      |                     |    |
           521.082  |    30 |           |      |                     |    |
           569.571  |     6 |           |      |                     |    |
                    |       |           |      |                     |    |
           622.035  |    25 |           |      |                     |    |
           641.898  |    35 |           |      |                     |    |
           650.138  |    40 |           |      |                     |    |
           658.426  |    10 |           |      |                     |    |
           661.012  |     6 |           |      |                     |    |
                    |       |           |      |                     |    |
           670.929  |    30 |           |      |                     |    |
           751.746  |    12 |           |      |                     |    |
           780.810  |     7 |           |      |                     |    |
           794.675  |    25 |           |      |                     |    |
           798.451  |    50 |           |      |                     |    |
                    |       |           |      |                     |    |
           815.164  |     5 |           |      |                     |    |
