
-----------------------------------------------------------------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |     Lower level     |     Upper level     |Type|
         Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |---------------------|---------------------|    |
          Air (nm)  |       |           |      |                                 | Conf.       | Term  | Conf.       | Term  |    |
          333.109   |    60 | 5.40e+06  |      |    0.701499    -     4.422454   | 4d9         | a 2D  | 4d8.(3P).5p | z 4P* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          333.124   |    45 |           |      |    1.143286    -     4.864071   | 4d8.(3P).5s | a 4P  | 4d8.(1D).5p | y 2P* |    |
          333.854   |   330 | 3.5e+06   |      |    0.189692    -     3.902340   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          334.290   |    70 |           |      |    1.143286    -     4.851100   | 4d8.(3P).5s | a 4P  |             | 6*    |    |
          334.420   |    80 |           |      |    1.364576    -     5.070953   | 4d8.(3P).5s | a 4P  | 4d8.(3P).5p | z 4S* |    |
          335.990   |    60 |           |      |    1.732646    -     5.421707   | 4d8.(3P).5s | a 2P  | 4d8.(1D).5p | y 2P* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          336.080   |   280 | 1.2e+07   |      |    0.701499    -     4.389566   | 4d9         | a 2D  | 4d8.(3P).5p | z 4P* |    |
          336.218   |    60 |           |      |    0.410370    -     4.096923   | 4d9         | a 2D  | 4d8.(3F).5p | z 2G* |    |
          336.838   |   420 | 1.1e+07   |      |    0.322115    -     4.001891   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          336.968   |    45 |           |      |    1.278700    -     4.957049   | 4d8.(3P).5s | a 4P  |             | 9*    |    |
          337.225   |  1100 |           |      |    0.322115    -     3.997662   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4G* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          337.714   |   110 |           |      |    1.577460    -     5.247688   | 4d7.5s2     | b 4F  |             | 13*   |    |
          337.771   |    80 |           |      |    1.364576    -     5.034190   | 4d8.(3P).5s | a 4P  | 4d8.(1S).5p | x 2P* |    |
          338.578   |   110 |           |      |    1.676352    -     5.337215   | 4d8.(1D).5s | b 2D  |             | 16*   |    |
          339.682   |  5600 | 6.5e+07   |      |    0.00000     -     3.648961   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          339.970   |   820 | 1.2e+07   |      |    0.322115    -     3.967991   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 2F* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          340.655   |   160 |           |      |    1.783164    -     5.421707   | 4d8.(1D).5s | b 2D  | 4d8.(1D).5p | y 2P* |    |
          341.227   |   820 |           |      |    1.985971    -     5.618411   | 4d8.(1G).5s | a 2G  | 4d8.(1G).5p | y 2G* |    |
          342.016   |    60 |           |      |    1.577460    -     5.201518   | 4d7.5s2     | b 4F  |             | 12*   |    |
          342.122   |   330 |           |      |                                 |             |       |             |       |    |
          342.438   | 120bl |           |      |    0.965989    -     4.585586   | 4d8.(3F).5s | a 2F  | 4d8.(3P).5p | y 4D* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          343.489   |  8200 |           |      |    0.00000     -     3.608524   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4G* |    |
          344.053   |  1400 |           |      |    1.998714    -     5.601312   | 4d8.(1G).5s | a 2G  | 4d8.(1G).5p | y 2G* |    |
          344.263   |    35 |           |      |    1.783164    -     5.383567   | 4d8.(1D).5s | b 2D  | 4d8.(1D).5p | x 2D* |    |
          344.774   |   120 |           |      |    0.965989    -     4.561066   | 4d8.(3F).5s | a 2F  | 4d8.(3P).5p | y 4D* |    |
          344.858   |    60 |           |      |    1.833462    -     5.427665   | 4d7.5s2     | b 4F  | 4d8.(1G).5p | x 2F* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          345.029   |   120 |           |      |    1.676352    -     5.268768   | 4d8.(1D).5s | b 2D  |             | 14*   |    |
          345.115   |    60 |           |      |    0.410370    -     4.001891   | 4d9         | a 2D  | 4d8.(3F).5p | z 4F* |    |
          345.522   |   400 |           |      |    0.410370    -     3.997662   | 4d9         | a 2D  | 4d8.(3F).5p | z 4G* |    |
          345.542   |    60 |           |      |    1.483871    -     5.070953   | 4d8.(3P).5s | a 2P  | 4d8.(3P).5p | z 4S* |    |
          345.707   |   180 |           |      |    1.278700    -     4.864071   | 4d8.(3P).5s | a 4P  | 4d8.(1D).5p | y 2P* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          345.793   |   220 |           |      |    1.676352    -     5.260833   | 4d8.(1D).5s | b 2D  | 4d8.(1D).5p | x 2D* |    |
          346.204   |  5900 | 6.2e+07   |      |    0.322115    -     3.902340   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          346.962   |   180 |           |      |    1.278700    -     4.851100   | 4d8.(3P).5s | a 4P  |             | 6*    |    |
          347.066   |  4700 | 8.5e+07   |      |    0.430557    -     4.001891   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          347.225   |   120 |           |      |    1.143286    -     4.712980   | 4d8.(3P).5s | a 4P  |             | 3*    |    |
                    |       |           |      |                                 |             |       |             |       |    |
          347.478   |  4700 |           |      |    0.430557    -     3.997662   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4G* |    |
          347.891   |  2100 | 3.32e+07  |      |    0.410370    -     3.973237   | 4d9         | a 2D  | 4d8.(3F).5p | z 2D* |    |
          348.404   |    95 | 9.3e+05   |      |    0.410370    -     3.967991   | 4d9         | a 2D  | 4d8.(3F).5p | z 2F* |    |
          349.107   |    80 |           |      |    1.483871    -     5.034319   | 4d8.(3P).5s | a 2P  | 4d8.(3P).5p | z 2S* |    |
          349.444   |   110 |           |      |    1.483871    -     5.030900   | 4d8.(3P).5s | a 2P  | 4d8.(1D).5p | y 2F* |    |
                    |       |           |      |                                 |             |       |             |       |    |
          349.873   |  1200 | 2.12e+07  |      |    0.430557    -     3.973237   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 2D* |    |
          350.252   |  5900 | 4.3e+07   |      |    0.00000     -     3.538842   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4G* |    |
          350.541   |    60 |           |      |    1.364576    -     4.900510   | 4d8.(3P).5s | a 4P  | 4d8.(3P).5p | y 2D* |    |
          350.732   |  2800 | 3.4e+07   |      |    0.322115    -     3.856125   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4G* |    |
          351.178   |    60 |           |      |    1.998714    -     5.528222   | 4d8.(1G).5s | a 2G  |             | 17*   |    |
                    |       |           |      |                                 |             |       |             |       |    |
          351.310   |    60 |           |      |    1.732646    -     5.260833   | 4d8.(3P).5s | a 2P  | 4d8.(1D).5p | x 2D* |    |
          351.954   |    60 |           |      |    1.278700    -     4.800434   | 4d8.(3P).5s | a 4P  | 4d8.(3P).5p | y 2D* |    |
          352.802   |  8800 | 8.5e+07   |      |    0.189692    -     3.702954   | 4d8.(3F).5s | a 4F  | 4d8.(3F).5p | z 4F* |    |
          353.814   | 880bl |           |      |    0.705590    -     4.208810   | 4d8.(3F).5s | a 2F  | 4d8.(3F).5p | z 2F* |    |
          353.826   |       |           |      |    1.833462    -     5.336566   | 4d7.5s2     | b 4F  |             | 15*   |    |
                    |       |           |      |                                 |             |       |             |       |    |
          354.191   |   280 |           |      |    1.364576    -     4.864071   | 4d8.(3P).5s | a 4P  | 4d8.(1D).5p | y 2P* |    |
          354.395   |  1200 | 4.65e+07  |      |    0.701499    -     4.198978   | 4d9         | a 2D  | 4d8.(3F).5p | z 2D* |    |
          354.954   |  1800 | 2.22e+07  |      |    0.410370    -     3.902340   | 4d9         | a 2D  | 4d8.(3F).5p | z 4F* |    |
          356.413   |   240 |           |      |    1.783164    -     5.260833   | 4d8.(1D).5s | b 2D  | 4d8.(1D).5p | x 2D* |    |
