
---------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level       |      Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |------------------------|------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.           | Term | Conf.           | Term |    |
---------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                 |      |                 |      |    |
            103.8514  |     1 |           |      |    29.994740    -     41.933334   | 4s2.4p3.(4S).5p | 5P   | 4s2.4p3.(2P).5d | 3P*  |    |
            105.2802  |    10 |           |      |    20.831187    -     32.607761   | 4s.4p5          | 1P*  | 4s2.4p3.(2D).5p | 1P   |    |
            110.8464  |     4 |           |      |    20.831187    -     32.016405   | 4s.4p5          | 1P*  | 4s2.4p3.(2D).5p | 3D   |    |
            121.0327  |    10 |           |      |    22.500758    -     32.744687   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 1F   |    |
            122.0860  |    16 |           |      |    22.686039    -     32.841534   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3D   |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            122.6719  |    12 |           |      |    22.500758    -     32.607761   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 1P   |    |
            123.3446  |    12 |           |      |    22.500758    -     32.552595   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3D   |    |
            123.4509  |    12 |           |      |    22.500758    -     32.543960   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3F   |    |
            123.9443  |     2 |           |      |    23.247590    -     33.250851   | 4s2.4p3.(2D).4d | 3F*  | 4s2.4p3.(2D).5p | 3P   |    |
            125.5469  |    10 |           |      |    25.450559    -     35.326126   | 4s2.4p3.(2P).4d | 1D*  | 4s2.4p3.(2P).5p | 1P   |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            125.6610  |    12 |           |      |    22.686039    -     32.552595   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3D   |    |
            125.9169  |    10 |           |      |    22.761210    -     32.607761   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 1P   |    |
            126.2409  |    14 |           |      |    25.450559    -     35.271832   | 4s2.4p3.(2P).4d | 1D*  | 4s2.4p3.(2P).5p | 1D   |    |
            126.5085  |     2 |           |      |    20.831187    -     30.631675   | 4s.4p5          | 1P*  | 4s2.4p3.(4S).5p | 3P   |    |
            128.4267  |    14 |           |      |    22.686039    -     32.340144   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3F   |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            128.5580  |     2 |           |      |    25.681874    -     35.326126   | 4s2.4p3.(2P).4d | 3D*  | 4s2.4p3.(2P).5p | 1P   |    |
            129.4347  |    14 |           |      |    22.761210    -     32.340144   | 4s2.4p3.(4S).4d | 3D*  | 4s2.4p3.(2D).5p | 3F   |    |
