
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             133.1737   |      2000 | 5.4e+08   |      |     4.4032520    -     13.7132031   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<2>)*        |    |
             134.7240   |       100 |           |      |                                     |           |                        |           |                         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             134.7775   |       120 | 9.1e+08   |      |    10.4410070    -     19.6401683   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             134.9689   |        50 | 8.8e+07   |      |     7.5144789    -     16.7006046   | 5d10.6p   | 2P*                    | 5d10.8d   | 2D                      |    |
             135.0268   |      4000 | 2.2e+09   |      |     6.2680912    -     15.4502647   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,1P<1>)*        |    |
             135.2186   |         5 | 1.5e+07   |      |     7.5144789    -     16.6836669   | 5d10.6p   | 2P*                    | 5d10.8d   | 2D                      |    |
             135.2496   |        20 | 1.4e+08   |      |    11.8017281    -     20.9687937   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,1D<2>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             135.4289   |       400 | 2.1e+08   |      |     6.3834588    -     15.5383848   | 5d10.6p   | 2P*                    | 5d10.7d   | 2D                      |    |
             135.6982   |       20w | 1.1e+09   |      |    10.4410070    -     19.577788    | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             135.7276   |       120 | 2.5e+07   |      |     4.4032520    -     13.5380384   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<2>)*        |    |
