
---------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level         |         Upper level         |Type|
          |            Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |-----------------------------|-----------------------------|    |
          |             Vac (nm)  |       |           |      |                                     | Conf.                | Term | Conf.                | Term |    |
          |                       |       |           |      |                                     |                      |      |                      |      |    |
N II      |             424.178   |   450 |           |      |                                     |                      |      |                      |      |    |
N III     |             433.291   |    90 | 1.23e+07  | B    |    38.40454      -     41.26516     | 2s.2p.(3P*).3p       | 4D   | 2s.2p.(3P*).3d       | 4D*  |    |
N III     |             434.568   |   120 | 1.82e+07  | B    |    38.41648      -     41.26863     | 2s.2p.(3P*).3p       | 4D   | 2s.2p.(3P*).3d       | 4D*  |    |
N III     |             437.911   |   300 |           |      |                                     |                      |      |                      |      |    |
N II      |             443.274   |   285 |           |      |                                     |                      |      |                      |      |    |
          |                       |       |           |      |                                     |                      |      |                      |      |    |
N II      |             444.703   |   650 | 1.12e+08  | B+   |    20.409132     -     23.196373    | 2s2.2p.3p            | 1P   | 2s2.2p.3d            | 1D*  |    |
N III     |             451.091   |    90 | 2.84e+07  | B    |    35.64910      -     38.39689     | 2s.2p.(3P*).3s       | 4P*  | 2s.2p.(3P*).3p       | 4D   |    |
N III     |             451.486   |   120 | 6.80e+07  | B    |    35.67111      -     38.41648     | 2s.2p.(3P*).3s       | 4P*  | 2s.2p.(3P*).3p       | 4D   |    |
N II      |             453.041   |   360 |           |      |                                     |                      |      |                      |      |    |
