
-------------------------------------------------------------------------------------------------------------------------------------------------------
             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek           |        Lower level         |        Upper level         |Type|
            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)          |----------------------------|----------------------------|    |
             Vac (nm)  |       |           |      |                                    | Conf.              | Term  | Conf.              | Term  |    |
-------------------------------------------------------------------------------------------------------------------------------------------------------
                       |       |           |      |                                    |                    |       |                    |       |    |
             100.0485  |     7 | 3.61e+07  | D+   |     1.841530    -     14.233927    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2F    |    |
             100.0804  |     4 | 3.43e+06  | D    |     1.845471    -     14.233927    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2F    |    |
             100.6093  |     2 |           |      |     1.845471    -     14.168831    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 4D    |    |
             100.6261  |     2 |           |      |     1.841530    -     14.162843    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 4D    |    |
             101.4119  |     6 | 1.08e+08  | D+   |     1.841530    -     14.067437    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 2P    |    |
                       |       |           |      |                                    |                    |       |                    |       |    |
             101.4449  |    10 | 1.49e+09  | C    |     1.845471    -     14.067437    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 2P    |    |
             101.9537  |     9 | 1.66e+09  | C    |     1.841530    -     14.002473    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 2P    |    |
             102.1539  |    1g |           |      |     0.00000     -     12.136904    | 3s2.3p3            | 4S*   | 3s.3p4             | 2D    |    |
             103.0890  |     5 | 1.42e+08  | D+   |     3.040691    -     15.067640    | 3s2.3p3            | 2P*   | 3s2.3p2.(1D).4s    | 2D    |    |
             103.1375  |     6 | 1.74e+08  | D+   |     3.046483    -     15.067801    | 3s2.3p3            | 2P*   | 3s2.3p2.(1D).4s    | 2D    |    |
                       |       |           |      |                                    |                    |       |                    |       |    |
             104.9773  |     5 | 6.12e+07  | D    |     3.040691    -     14.851294    | 3s2.3p3            | 2P*   | 3s.3p4             | 2S    |    |
             105.0283  |     6 | 1.14e+08  | D+   |     3.046483    -     14.851294    | 3s2.3p3            | 2P*   | 3s.3p4             | 2S    |    |
             105.3222  |     2 |           |      |     1.845471    -     13.617381    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 4P    |    |
             105.5891  |     1 |           |      |     1.841530    -     13.583794    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).4s    | 4P    |    |
             109.6602  |     6 | 4.20e+07  | D    |     1.841530    -     13.147810    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2P    |    |
                       |       |           |      |                                    |                    |       |                    |       |    |
             110.1975  |     4 | 1.95e+06  | E    |     1.841530    -     13.092614    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2P    |    |
             110.2360  |     7 | 3.79e+07  | D+   |     1.845471    -     13.092614    | 3s2.3p3            | 2D*   | 3s2.3p2.(3P).3d    | 2P    |    |
