
------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek         |      Lower level      |      Upper level      |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)        |-----------------------|-----------------------|    |
            Vac (nm)  |       |           |      |                                  | Conf.          | Term | Conf.          | Term |    |
------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                  |                |      |                |      |    |
            100.6097  |   3bl | 3.29e+07  | C+   |    16.64431     -     28.96788   | 3s.3p2         | 2P   | 3s.3p.(3P*).3d | 2D*  |    |
            100.6403  |     5 | 1.70e+08  | B    |    16.64431     -     28.96400   | 3s.3p2         | 2P   | 3s.3p.(3P*).3d | 2D*  |    |
            102.0551  |     1 | 3.22e+08  | D    |    26.47245     -     38.62115   | 3s2.4p         | 2P*  | 3s2.6s         | 2S   |    |
            102.2761  |     1 | 6.40e+08  | D    |    26.49856     -     38.62115   | 3s2.4p         | 2P*  | 3s2.6s         | 2S   |    |
            102.6757  |     1 | 4.23e+08  | D    |    26.20612     -     38.28148   | 3p3            | 2P*  | 3s.3p.(3P*).4p | 2S   |    |
                      |       |           |      |                                  |                |      |                |      |    |
            102.6849  |     1 | 2.11e+08  | D    |    26.20732     -     38.28148   | 3p3            | 2P*  | 3s.3p.(3P*).4p | 2S   |    |
            106.2656  |  15g* |           |      |    25.28116     -     36.94857   | 3s.3p.(3P*).3d | 4F*  | 3s.3p.(3P*).4p | 4P   |    |
            106.2656  |  15g* | 1.48e+08  | A    |     0.00000     -     11.66730   | 3s2.3p         | 2P*  | 3s.3p2         | 2D   |    |
            107.2962  |   16g | 1.62e+08  | A    |     0.117962    -     11.67315   | 3s2.3p         | 2P*  | 3s.3p2         | 2D   |    |
            107.3508  |   12g | 2.26e+07  | B+   |     0.117962    -     11.66730   | 3s2.3p         | 2P*  | 3s.3p2         | 2D   |    |
                      |       |           |      |                                  |                |      |                |      |    |
            108.8212  |     4 | 2.55e+08  | D+   |    27.84899     -     39.24235   | 3s.3p.(3P*).3d | 4D*  | 3p2.(3P).3d    | 4F   |    |
            109.1180  |     4 | 2.17e+08  | D+   |    27.83932     -     39.20168   | 3s.3p.(3P*).3d | 4D*  | 3p2.(3P).3d    | 4F   |    |
            109.3041  |    3w | 1.89e+08  | D    |    27.82647     -     39.16940   | 3s.3p.(3P*).3d | 4D*  | 3p2.(3P).3d    | 4F   |    |
            109.4191  |    3w | 1.76e+08  | D    |    27.81495     -     39.14599   | 3s.3p.(3P*).3d | 4D*  | 3p2.(3P).3d    | 4F   |    |
            109.5310  |   1w* | 7.00e+07  | D    |    27.82647     -     39.14599   | 3s.3p.(3P*).3d | 4D*  | 3p2.(3P).3d    | 4F   |    |
                      |       |           |      |                                  |                |      |                |      |    |
            109.8357  |     6 | 1.66e+07  | C+   |    11.66730     -     22.95543   | 3s.3p2         | 2D   | 3p3            | 2D*  |    |
            109.8917  |    11 | 2.30e+08  | B    |    11.67315     -     22.95543   | 3s.3p2         | 2D   | 3p3            | 2D*  |    |
            109.9472  |    10 | 2.11e+08  | B    |    11.66730     -     22.94392   | 3s.3p2         | 2D   | 3p3            | 2D*  |    |
