
---------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level       |      Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |------------------------|------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.           | Term | Conf.           | Term |    |
---------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                 |      |                 |      |    |
            137.2033  |    15 |           |      |                                   |                 |      |                 |      |    |
            137.3500  |    15 |           |      |                                   |                 |      |                 |      |    |
            137.4732  |    10 |           |      |                                   |                 |      |                 |      |    |
            137.7080  |    15 |           |      |                                   |                 |      |                 |      |    |
            137.7937  |    15 |           |      |                                   |                 |      |                 |      |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            137.9429  |    25 |           |      |                                   |                 |      |                 |      |    |
            138.1469  |    25 |           |      |                                   |                 |      |                 |      |    |
            138.1637  |    15 |           |      |                                   |                 |      |                 |      |    |
            167.1070  |   140 |           |      |                                   |                 |      |                 |      |    |
            167.1510  |   100 |           |      |                                   |                 |      |                 |      |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            167.1680  |   180 | 3.9e+07   | D    |    0.00000      -     7.4167804   | 3s2.3p3         | 4S*  | 3s.3p4          | 4P   |    |
            167.2035  |   140 |           |      |                                   |                 |      |                 |      |    |
            167.2474  |   140 |           |      |                                   |                 |      |                 |      |    |
            167.4591  |   600 | 4.0e+07   | D    |    0.00000      -     7.4038303   | 3s2.3p3         | 4S*  | 3s.3p4          | 4P   |    |
            167.9695  |   600 | 3.9e+07   | D    |    0.00000      -     7.3813430   | 3s2.3p3         | 4S*  | 3s.3p4          | 4P   |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            168.5976  |   140 |           |      |                                   |                 |      |                 |      |    |
            169.4028  |   100 |           |      |                                   |                 |      |                 |      |    |
            169.4486  |   100 |           |      |                                   |                 |      |                 |      |    |
            170.6376  |   100 |           |      |                                   |                 |      |                 |      |    |
            170.7553  |   100 |           |      |                                   |                 |      |                 |      |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            177.4951  |   600 | 2.17e+08  | C    |    0.00000      -     6.9852268   | 3s2.3p3         | 4S*  | 3s2.3p2.(3P).4s | 4P   |    |
            178.2838  |   500 | 2.14e+08  | C    |    0.00000      -     6.9543510   | 3s2.3p3         | 4S*  | 3s2.3p2.(3P).4s | 4P   |    |
            178.7656  |   400 | 2.13e+08  | C    |    0.00000      -     6.9356040   | 3s2.3p3         | 4S*  | 3s2.3p2.(3P).4s | 4P   |    |
            183.4801  |   140 |           |      |                                   |                 |      |                 |      |    |
            184.7165  |   140 |           |      |                                   |                 |      |                 |      |    |
                      |       |           |      |                                   |                 |      |                 |      |    |
            184.9820  |   100 |           |      |                                   |                 |      |                 |      |    |
            185.1194  |   140 |           |      |                                   |                 |      |                 |      |    |
            185.2069  |   100 |           |      |                                   |                 |      |                 |      |    |
            185.8886  |   500 | 2.32e+07  | C    |    1.408587     -     8.0784537   | 3s2.3p3         | 2D*  | 3s2.3p2.(1D).4s | 2D   |    |
