
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                 Observed  |    Rel. |    Aki    | Acc. |            Ei           Ek             |          Lower level           |           Upper level           |Type|
                Wavelength |    Int. |    s^-1   |      |           (eV)         (eV)            |--------------------------------|---------------------------------|    |
                 Vac (nm)  |         |           |      |                                        | Conf.                | Term    | Conf.                | Term     |    |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                           |         |           |      |                                        |                      |         |                      |          |    |
              100.14694    |   23000 |           |      |     5.05178146    -     17.432014      | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d8.(3F).5s.5p.(3P*) | 3G*      |    |
              100.49292    |   42000 | 1.0e+08   | D+   |     5.70935579    -     18.0469601     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d8.(3F).5s.5p.(3P*) | 1F*      |    |
              100.53493    |   48000 | 3.8e+08   | D+   |     4.85621507    -     17.188661      | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d8.(3F).5s.5p.(3P*) | 3D*      |    |
              100.64487    |    7800 |           |      |     5.70935579    -     18.0283307     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d9.(2D<5/2>).4f     | 2[7/2]*  |    |
              100.74503    |   51000 |           |      |     5.70935579    -     18.0160846     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d9.(2D<5/2>).4f     | 2[5/2]*  |    |
                           |         |           |      |                                        |                      |         |                      |          |    |
              100.81275    |   33000 |           |      |     5.70935579    -     18.0078172     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d9.(2D<5/2>).4f     | 2[3/2]*  |    |
              100.85859    |   10000 | 2.1e+08   | D+   |     5.70935579    -     18.0022259     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d9.(2D<5/2>).4f     | 2[3/2]*  |    |
              101.02435    |   36000 | 6.1e+08   | D+   |     5.70935579    -     17.9820613     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d8.(3F).5s.5p.(3P*) | 1D*      |    |
              101.41648    |   27000 | 3.0e+08   | D+   |     5.42340767    -     17.648661      | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d8.(3F).5s.5p.(3P*) | 3D*      |    |
              101.53869    |   15000 | 1.5e+08   | D+   |     5.05178146    -     17.262320      | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d8.(3F).5s.5p.(3P*) | 3D*      |    |
                           |         |           |      |                                        |                      |         |                      |          |    |
              101.72918    |    1900 |           |      |     4.85621507    -     17.0438907     | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d9.(2D<3/2>).6p     | 2[3/2]*  |    |
              102.03195    |    3300 |           |      |     4.85621507    -     17.007720      | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d9.(2D<3/2>).6p     | 2[5/2]*  |    |
              102.15493    |   12000 | 1.2e+08   | D+   |     5.05178146    -     17.188661      | 4d9.(2D<5/2>).5s     | 2[5/2]  | 4d8.(3F).5s.5p.(3P*) | 3D*      |    |
              102.83243    |   14000 |           |      |     5.42340767    -     17.480328      | 4d9.(2D<3/2>).5s     | 2[3/2]  | 4d8.(3P).5s.5p.(3P*) | 5P*      |    |
