
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           131.35   |   250 |           |      |                     |    |
           140.29   |   250 |           |      |                     |    |
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           229.344  |  400w |           |      |                     |    |
           231.329  |   300 |           |      |                     |    |
           246.239  |   300 |           |      |                     |    |
           248.260  |   300 |           |      |                     |    |
           249.925  |   350 |           |      |                     |    |
                    |       |           |      |                     |    |
           252.949  |   350 |           |      |                     |    |
           255.109  |  350w |           |      |                     |    |
           257.083  |  350w |           |      |                     |    |
           257.317  |  300w |           |      |                     |    |
           258.499  |  400w |           |      |                     |    |
                    |       |           |      |                     |    |
           258.914  |   500 |           |      |                     |    |
           259.448  |  300w |           |      |                     |    |
           259.598  |  400w |           |      |                     |    |
           260.620  |  450w |           |      |                     |    |
           260.815  |  350w |           |      |                     |    |
                    |       |           |      |                     |    |
           261.313  |  500w |           |      |                     |    |
           261.626  |  350w |           |      |                     |    |
           262.652  |  500w |           |      |                     |    |
           262.923  |  350w |           |      |                     |    |
           263.960  |  350w |           |      |                     |    |
                    |       |           |      |                     |    |
           267.153  |  350w |           |      |                     |    |
           273.583  |  350w |           |      |                     |    |
           277.050  |   300 |           |      |                     |    |
           278.528  |  300w |           |      |                     |    |
           280.416  |   300 |           |      |                     |    |
                    |       |           |      |                     |    |
           292.696  |   400 |           |      |                     |    |
           293.622  |   300 |           |      |                     |    |
           296.900  |   350 |           |      |                     |    |
           299.404  |   400 |           |      |                     |    |
           302.076  |   500 |           |      |                     |    |
                    |       |           |      |                     |    |
           303.363  |   300 |           |      |                     |    |
           303.645  |   350 |           |      |                     |    |
           307.442  |   500 |           |      |                     |    |
           309.194  |   350 |           |      |                     |    |
           311.729  |   350 |           |      |                     |    |
                    |       |           |      |                     |    |
           314.781  |   300 |           |      |                     |    |
           317.408  |   400 |           |      |                     |    |
           332.108  |   300 |           |      |                     |    |
           333.307  |   450 |           |      |                     |    |
           334.964  |   500 |           |      |                     |    |
                    |       |           |      |                     |    |
           338.525  |   300 |           |      |                     |    |
           344.736  |   450 |           |      |                     |    |
           348.758  |   400 |           |      |                     |    |
           350.647  |   300 |           |      |                     |    |
           351.736  |   450 |           |      |                     |    |
                    |       |           |      |                     |    |
           354.016  |   500 |           |      |                     |    |
           355.108  |   300 |           |      |                     |    |
           356.243  |   500 |           |      |                     |    |
           360.071  |   450 |           |      |                     |    |
           369.353  |   250 |           |      |                     |    |
                    |       |           |      |                     |    |
           382.026  |   450 |           |      |                     |    |
           390.395  |   200 |           |      |                     |    |
           450.655  |   350 |           |      |                     |    |
           451.974  |   200 |           |      |                     |    |
           517.587  |   150 |           |      |                     |    |
                    |       |           |      |                     |    |
           544.680  |   100 |           |      |                     |    |
           719.28   |   100 |           |      |                     |    |
           767.31   |   100 |           |      |                     |    |
