
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |           Upper level           |Type|
             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|---------------------------------|    |
              Air (nm)  |        |           |      |                                     | Conf.                | Term  | Conf.                | Term     |    |
            224.4675    |      7 |           |      |    0.0479663     -     5.5697393    | 3d2.4s2              | a 3F  | 3d3.(4F).5p          | 3F*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            226.1780    |      1 |           |      |    0.02109378    -     5.5011050    | 3d2.4s2              | a 3F  | 3d3.(4F).5p          | 5F*      |    |
            226.4016    |     12 | 2.3e+07   | D    |    0.000         -     5.4745959    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 3G*      |    |
            226.6148    |      0 |           |      |    0.02109378    -     5.4905446    | 3d2.4s2              | a 3F  | 3d3.(4F).5p          | 5F*      |    |
            226.7367    |      6 |           |      |    0.0479663     -     5.5144767    | 3d2.4s2              | a 3F  | 3d3.(4F).5p          | 5F*      |    |
            226.7545    |     13 |           |      |    0.02109378    -     5.4871806    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 3G*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            226.7914    |     10 |           |      |    0.000         -     5.4651936    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | o 3D*    |    |
            226.8751    |      9 |           |      |    0.02109378    -     5.4842697    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | o 3D*    |    |
            227.2612    |     13 |           |      |    0.0479663     -     5.5018606    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 3G*      |    |
            227.2773    |      5 |           |      |    0.02109378    -     5.4745959    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 3G*      |    |
            227.2927    |      1 |           |      |    0.0479663     -     5.5011050    | 3d2.4s2              | a 3F  | 3d3.(4F).5p          | 5F*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            227.3279    |     14 |           |      |    0.000         -     5.4522935    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | o 3D*    |    |
            227.6702    |     14 | 1.3e+08   | C    |    0.02109378    -     5.4651936    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | o 3D*    |    |
            227.8747    |      6 |           |      |    0.0479663     -     5.4871806    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 3G*      |    |
            227.9967    |     15 | 9.4e+07   | C    |    0.0479663     -     5.4842697    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | o 3D*    |    |
            229.3747    |      8 |           |      |    0.000         -     5.4036471    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            229.4205    |      8 |           |      |    0.02109378    -     5.4236629    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
            229.9858    |     14 | 6.9e+07   | C    |    0.000         -     5.3892875    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
            230.2736    |     14 | 5.7e+07   | C    |    0.02109378    -     5.4036471    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
            230.5674    |     15 | 5.2e+07   | C    |    0.0479663     -     5.4236629    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
            230.8898    |      7 |           |      |    0.02109378    -     5.3892875    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            231.4292    |      6 |           |      |    0.0479663     -     5.4036471    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | r 3F*    |    |
            232.8798    |     00 |           |      |    0.000         -     5.3223112    | 3d2.4s2              | a 3F  | 3d3.(2P).4p          | 1D*      |    |
            236.5034    |      0 |           |      |    0.000         -     5.2407780    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
            236.8567    |        |           |      |    0.000         -     5.2329705    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | q 3D*    |    |
            236.8581    |        |           |      |    0.02109378    -     5.2540155    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            236.9282    |      4 |           |      |    0.000         -     5.2313827    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
            237.1959    |      7 |           |      |    0.000         -     5.2254809    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | q 3D*    |    |
            237.2256    |      4 |           |      |    0.02109378    -     5.2459279    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | q 3D*    |    |
            237.3522    |      4 |           |      |    0.0479663     -     5.2699880    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
            237.4592    |      6 |           |      |    0.02109378    -     5.2407780    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            237.8150    |      8 |           |      |    0.02109378    -     5.2329705    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | q 3D*    |    |
            238.0814    |      7 |           |      |    0.0479663     -     5.2540155    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5D*      |    |
            238.4517    |     10 | 9.0e+06   | C    |    0.0479663     -     5.2459279    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | q 3D*    |    |
            239.0725    |      0 |           |      |    0.02109378    -     5.2055633    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5F*      |    |
            239.4665    |     00 |           |      |    0.8258595     -     6.00179029   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<9/2>).4f  | 2[7/2]*  |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            239.7046    |      1 |           |      |    0.0479663     -     5.2187719    | 3d2.4s2              | a 3F  | 3d2.4s.(4F).5p       | 5F*      |    |
            239.9371    |     00 |           |      |    0.8359952     -     6.00179029   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<9/2>).4f  | 2[7/2]*  |    |
            239.95540   |      6 |           |      |    0.8359952     -     6.00139126   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<9/2>).4f  | 2[9/2]*  |    |
            240.3987    |     00 |           |      |    0.000         -     5.1558713    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | v 1F*    |    |
            240.43831   |     10 |           |      |    0.8258595     -     5.98088146   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[7/2]*  |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            240.4543    |      1 |           |      |    0.8258595     -     5.98053763   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[9/2]*  |    |
            240.48327   |      6 |           |      |    0.8258595     -     5.97991720   | 3d3.(4F).4s          | a 5F  | 3d2.4s.(4F<7/2>).4f  | 2[7/2]*  |    |
