
--------------------------------------------------------------------------------------------------------------------------------------------------------------
                Observed  |       Rel. |    Aki    | Acc. |             Ei           Ek             |       Lower level       |       Upper level       |Type|
               Wavelength |       Int. |    s^-1   |      |            (eV)         (eV)            |-------------------------|-------------------------|    |
                Vac (nm)  |            |           |      |                                         | Conf.            | Term | Conf.            | Term |    |
--------------------------------------------------------------------------------------------------------------------------------------------------------------
                          |            |           |      |                                         |                  |      |                  |      |    |
               101.4512   |         30 | 3.8e+07   | D    |    48.2367375      -     60.45778       | 2s2.2p3.(2D*).3p | 3D   | 2s2.2p3.(2D*).4d | 3F*  |    |
               101.5145   |         30 | 4.2e+07   | D    |    48.2453383      -     60.45880       | 2s2.2p3.(2D*).3p | 3D   | 2s2.2p3.(2D*).4d | 3F*  |    |
               101.5392   |        120 | 1.5e+07   | C    |    35.89077        -     48.101170      | 2s.2p5           | 1P*  | 2s2.2p3.(2D*).3p | 1P   |    |
               102.0602   |        140 | 2.3e+07   | D    |    43.1955379+x    -     55.343465+x    | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4d | 5D*  |    |
               102.0944   |        160 | 4.4e+07   | D    |    43.1993943+x    -     55.343535+x    | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4d | 5D*  |    |
                          |            |           |      |                                         |                  |      |                  |      |    |
               102.1511   |        180 | 6.6e+07   | D    |    43.2059593+x    -     55.34346+x     | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4d | 5D*  |    |
               102.7047   |        140 | 3.9e+07   | C    |    39.6044271      -     51.6763745     | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(2P*).3p | 3P   |    |
               102.7521   |        100 | 4.3e+07   | C    |    39.6044271      -     51.6707916     | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(2P*).3p | 3P   |    |
               102.7832   |         50 | 4.5e+07   | C    |    39.6044271      -     51.6671199     | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(2P*).3p | 3P   |    |
               103.489    |       90l* | 1.2e+08   | D    |    48.9342649+x    -     60.91508+x     | 2s2.2p3.(4S*).3d | 5D*  | 2s2.2p3.(4S*).7f | 5F   |    |
                          |            |           |      |                                         |                  |      |                  |      |    |
               103.489    |       90l* | 9.9e+07   | D    |    48.934587+x     -     60.91508+x     | 2s2.2p3.(4S*).3d | 5D*  | 2s2.2p3.(4S*).7f | 5F   |    |
               103.489    |       90l* | 8.1e+07   | D    |    48.935032+x     -     60.91508+x     | 2s2.2p3.(4S*).3d | 5D*  | 2s2.2p3.(4S*).7f | 5F   |    |
               103.489    |       90l* | 6.6e+07   | D    |    48.935410+x     -     60.91508+x     | 2s2.2p3.(4S*).3d | 5D*  | 2s2.2p3.(4S*).7f | 5F   |    |
               103.5695   |         30 | 6.1e+07   | D    |    48.5274428      -     60.498517      | 2s2.2p3.(2D*).3p | 3F   | 2s2.2p3.(2D*).4d | 3G*  |    |
               103.6574   |         10 | 6.4e+07   | D    |    48.5319077      -     60.492885      | 2s2.2p3.(2D*).3p | 3F   | 2s2.2p3.(2D*).4d | 3G*  |    |
                          |            |           |      |                                         |                  |      |                  |      |    |
