
--------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |  Lower level  |  Upper level  |Type|
          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |---------------|---------------|    |
           Vac (nm)  |       |           |      |                                   | Conf.  | Term | Conf.  | Term |    |
--------------------------------------------------------------------------------------------------------------------------
                     |       |           |      |                                   |        |      |        |      |    |
           106.663   |     8 | 2.54e+08  | A    |    19.883892    -     31.507741   | 2p6.3d | 2D   | 2p6.4f | 2F*  |    |
           112.249   |     8 | 2.14e+09  | A    |     8.838528    -     19.884039   | 2p6.3p | 2P*  | 2p6.3d | 2D   |    |
           112.834   |    10 | 2.53e+09  | A    |     8.895697    -     19.883892   | 2p6.3p | 2P*  | 2p6.3d | 2D   |    |
           139.376   |    15 | 8.80e+08  | A+   |     0.00000     -      8.895697   | 2p6.3s | 2S   | 2p6.3p | 2P*  |    |
           140.277   |    12 | 8.63e+08  | A+   |     0.00000     -      8.838528   | 2p6.3s | 2S   | 2p6.3p | 2P*  |    |
                     |       |           |      |                                   |        |      |        |      |    |
           163.461   |     1 |           |      |                                   |        |      |        |      |    |
           172.253   |     6 | 4.92e+08  | A    |    19.883892    -     27.081702   | 2p6.3d | 2D   | 2p6.4p | 2P*  |    |
           172.738   |     5 | 5.47e+08  | A    |    19.884039    -     27.061640   | 2p6.3d | 2D   | 2p6.4p | 2P*  |    |
--------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |  Lower level  |  Upper level  |Type|
          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |---------------|---------------|    |
           Air (nm)  |       |           |      |                                   | Conf.  | Term | Conf.  | Term |    |
--------------------------------------------------------------------------------------------------------------------------
                     |       |           |      |                                   |        |      |        |      |    |
           212.018   |     3 | 3.06e+08  | A+   |    27.061640    -     32.907630   | 2p6.4p | 2P*  | 2p6.5s | 2S   |    |
           212.747   |     4 | 6.14e+08  | A+   |    27.081702    -     32.907630   | 2p6.4p | 2P*  | 2p6.5s | 2S   |    |
           228.704   |   5w* | 6.41e+08  | A    |    30.997043    -     36.416512   | 2p6.4d | 2D   | 2p6.5f | 2F*  |    |
           228.704   |   5w* | 4.27e+07  | A    |    30.997043    -     36.416512   | 2p6.4d | 2D   | 2p6.5f | 2F*  |    |
           228.704   |   5w* | 5.98e+08  | A    |    30.997057    -     36.416512   | 2p6.4d | 2D   | 2p6.5f | 2F*  |    |
                     |       |           |      |                                   |        |      |        |      |    |
           232.856   |    2w |           |      |                                   |        |      |        |      |    |
           236.676   |     2 | 5.18e+07  | B+   |    34.282084    -     39.519068   | 2p6.5p | 2P*  | 2p6.7s | 2S   |    |
           237.099   |     3 | 1.04e+08  | B+   |    34.291428    -     39.519068   | 2p6.5p | 2P*  | 2p6.7s | 2S   |    |
           248.282   |     2 | 6.62e+06  | B+   |    32.907630    -     37.899770   | 2p6.5s | 2S   | 2p6.6p | 2P*  |    |
           248.538   |     1 | 7.06e+06  | B+   |    32.907630    -     37.894665   | 2p6.5s | 2S   | 2p6.6p | 2P*  |    |
                     |       |           |      |                                   |        |      |        |      |    |
