
---------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
          |          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
          |           Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
F III     |           304.914   |   150 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           305.999   |   120 |           |      |                                   |                  |      |                  |      |    |
F III     |           311.362   |   140 | 6.7e+07   | D    |    39.267010    -     43.247869   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
F III     |           311.570   |   160 | 1.1e+08   | D    |    39.293193    -     43.271382   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
F III     |           312.154   |   180 | 1.6e+08   | D    |    39.332742    -     43.303488   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
F III     |           312.479   |   140 | 1.3e+08   | D    |    39.267010    -     43.233635   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F III     |           313.423   |   140 | 8.4e+07   | D    |    39.293193    -     43.247869   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
F III     |           314.699   |   140 | 4.7e+07   | D    |    39.332742    -     43.271382   | 2s2.2p2.(3P).3s  | 4P   | 2s2.2p2.(3P).3p  | 4D*  |    |
F II      |           315.349   |   140 |           |      |                                   |                  |      |                  |      |    |
F III     |           317.417   |   180 | 1.7e+08   | D    |    40.279578    -     44.184473   | 2s2.2p2.(3P).3s  | 2P   | 2s2.2p2.(3P).3p  | 2D*  |    |
F III     |           317.476   |   170 | 1.4e+08   | D    |    40.231947    -     44.136129   | 2s2.2p2.(3P).3s  | 2P   | 2s2.2p2.(3P).3p  | 2D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           320.276   |   170 | 1.4e+08   | D    |    26.665230    -     30.535277   | 2s2.2p3.(2D*).3s | 1D*  | 2s2.2p3.(2D*).3p | 1D   |    |
F III     |           321.400   |   120 | 2.7e+07   | D    |    40.279578    -     44.136129   | 2s2.2p2.(3P).3s  | 2P   | 2s2.2p2.(3P).3p  | 2D*  |    |
F II      |           326.408   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           341.465   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           341.645   |   150 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           341.680   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           341.700   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           347.296   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           347.331   |   150 |           |      |                                   |                  |      |                  |      |    |
F II      |           347.478   |   170 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           350.139   |   190 | 2.86e+08  | C    |    25.100519    -     28.640506   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.145   |   200 | 2.15e+08  | C    |    25.100519    -     28.640447   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.157   |   200 | 1.00e+08  | C    |    25.100519    -     28.640321   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.284   |   180 | 7.2e+07   | C    |    25.101925    -     28.640447   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.296   |   200 | 1.67e+08  | C    |    25.101925    -     28.640321   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           350.311   |   210 | 1.91e+08  | C    |    25.101925    -     28.640175   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.537   |   170 | 1.90e+07  | C    |    25.104352    -     28.640321   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.552   |   200 | 9.5e+07   | C    |    25.104352    -     28.640175   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           350.563   |   220 | 2.86e+08  | C    |    25.104352    -     28.640058   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).3d | 5D*  |    |
F II      |           352.289   |   160 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           353.687   |   150 | 1.5e+08   | D    |    26.270662    -     29.775140   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p | 3P   |    |
F II      |           354.177   |   160 | 1.7e+08   | D    |    26.268051    -     29.767681   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p | 3P   |    |
F II      |           359.052   |   160 |           |      |                                   |                  |      |                  |      |    |
F I       |           359.410   |     6 |           |      |                                   |                  |      |                  |      |    |
F II      |           359.869   |   170 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           360.139   |   180 |           |      |                                   |                  |      |                  |      |    |
F II      |           360.284   |   190 |           |      |                                   |                  |      |                  |      |    |
F I       |           366.817   |    12 |           |      |                                   |                  |      |                  |      |    |
F II      |           370.453   |   180 |           |      |                                   |                  |      |                  |      |    |
F II      |           371.035   |   160 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           373.957   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           380.583   |   140 |           |      |                                   |                  |      |                  |      |    |
F II      |           384.709   |   270 | 1.3e+08   | D    |    21.882457    -     25.104352   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p | 5P   |    |
F II      |           384.999   |   260 | 1.3e+08   | D    |    21.882457    -     25.101925   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p | 5P   |    |
F II      |           385.167   |   250 | 1.3e+08   | D    |    21.882457    -     25.100519   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p | 5P   |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           389.848   |     5 |           |      |                                   |                  |      |                  |      |    |
F II      |           389.883   |   190 |           |      |                                   |                  |      |                  |      |    |
F II      |           390.193   |   180 |           |      |                                   |                  |      |                  |      |    |
F II      |           390.382   |   170 |           |      |                                   |                  |      |                  |      |    |
F I       |           393.069   |     8 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F I       |           393.426   |     5 |           |      |                                   |                  |      |                  |      |    |
F I       |           394.856   |     5 |           |      |                                   |                  |      |                  |      |    |
F II      |           397.204   |   150 |           |      |                                   |                  |      |                  |      |    |
F II      |           397.267   |   160 |           |      |                                   |                  |      |                  |      |    |
F II      |           397.478   |   170 |           |      |                                   |                  |      |                  |      |    |
          |                     |       |           |      |                                   |                  |      |                  |      |    |
F II      |           402.473   |   240 | 1.2e+08   | D    |    22.672295    -     25.751987   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p | 3P   |    |
F II      |           402.501   |   220 | 1.2e+08   | D    |    22.672295    -     25.751770   | 2s2.2p3.(4S*).3s | 3S*  | 2s2.2p3.(4S*).3p | 3P   |    |
