
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |          Rel. |    Aki    | Acc. |            Ei           Ek             |           Lower level           |            Upper level            |   Type|
          |              Wavelength |          Int. |    s^-1   |      |           (eV)         (eV)            |---------------------------------|-----------------------------------|       |
          |               Vac (nm)  |               |           |      |                                        | Conf.                | Term     | Conf.                | Term       |       |
Sr IV     |             109.6599    |            16 |           |      |    32.754339      -     44.060513      | 4s2.4p4.(3P).4d      | 2D       | 4s2.4p4.(1D).4f      | 2F*        |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             109.7198    |             4 |           |      |    23.312018      -     34.612137      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[2]*      |       |
Sr III    |             109.8771    |            40 |           |      |    24.786424      -     36.070298      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<1/2>).4f    | 2[7/2]     |       |
Sr III    |             109.9925    |            10 |           |      |    24.786424      -     36.058495      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<1/2>).4f    | 2[7/2]     |       |
Sr IV     |             110.0391    |             4 |           |      |    23.209933      -     34.477276      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[2]*      |       |
Sr III    |             110.1109    |            16 |           |      |    24.786424      -     36.046362      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<1/2>).4f    | 2[5/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             110.7303    |             6 |           |      |    25.393072      -     36.590059      | 4s2.4p4.(3P).4d      | 4P       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr IV     |             111.0449    |             8 |           |      |    23.312018      -     34.477276      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[2]*      |       |
Sr IV     |             111.2475    |            12 |           |      |    23.312018      -     34.456923      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<0>).5p   | 2[1]*      |       |
Sr IV     |             111.6115    |            10 |           |      |    31.593771      -     42.702327      | 4s2.4p4.(3P).4d      | 2D       | 4s2.4p4.(3P).4f      | 2G*        |       |
Sr III    |             112.0847    |             8 |           |      |    23.942125      -     35.003804      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).6p    | 2[3/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             112.4120    |           20* |           |      |    23.209933      -     34.239371      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<2>).5p   | 2[2]*      |       |
Sr IV     |             112.4120    |           20* |           |      |    23.447846      -     34.477276      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[2]*      |       |
Sr III    |             112.5494    |            70 |           |      |    23.942125      -     34.958078      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[7/2]     |       |
Sr IV     |             112.6202    |             2 |           |      |    23.447846      -     34.456923      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<0>).5p   | 2[1]*      |       |
Sr IV     |             112.8736    |             4 |           |      |    25.605726      -     36.590059      | 4s2.4p4.(1D).4d      | 2D       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             113.0635    |            12 |           |      |    31.593771      -     42.559642      | 4s2.4p4.(3P).4d      | 2D       | 4s2.4p4.(3P).4f      | 4G*        |       |
Sr III    |             113.1818    |            24 |           |      |    23.942125      -     34.896543      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).6p    | 2[5/2]     |       |
Sr IV     |             113.1942    |             8 |           |      |    25.605726      -     36.558924      | 4s2.4p4.(1D).4d      | 2D       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr V      |             113.2347    |            2q |           |      |    30.795604      -     41.744857      | 4s2.4p3.(2P*).4d     | 3D*      | 4s2.4p3.(2D*).5p     | 3D         |       |
Sr III    |             113.2951    |            20 |           |      |    23.886281      -     34.829728      | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 4p5.(2P*<3/2>).4f    | 2[5/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             113.5969    |             6 |           |      |    23.312018      -     34.226414      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[0]*      |       |
Sr IV     |             113.6975    |             2 |           |      |    31.291871      -     42.196521      | 4s2.4p4.(3P).4d      | 2P       | 4s2.4p4.(3P).4f      | 2D*        |       |
Sr III    |             113.8761    |            36 |           |      |    23.942125      -     34.829728      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[5/2]     |       |
Sr XXIV   |             113.90      |             j | 4.33e+03  |      |   [22.444]        -    [33.330]        | 3p3                  | 2P*      | 3p3                  | 2P*        | M1    |
Sr III    |             114.0239    |            40 |           |      |    23.942125      -     34.815608      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[9/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             114.1026    |            10 |           |      |    25.724021      -     36.590059      | 4s2.4p4.(3P).4d      | 2F       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr V      |             114.1260    |             1 |           |      |    30.199636      -     41.063347      | 4s2.4p3.(2P*).4d     | 3D*      | 4s2.4p3.(2D*).5p     | 3D         |       |
Sr III    |             114.3995    |            12 |           |      |    23.886281      -     34.724133      | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 4p5.(2P*<3/2>).6p    | 2[1/2]     |       |
Sr IV     |             114.8024    |             2 |           |      |    31.396739      -     42.196521      | 4s2.4p4.(3P).4d      | 2P       | 4s2.4p4.(3P).4f      | 2D*        |       |
Sr III    |             114.8444    |           10* |           |      |    23.942125      -     34.737961      | 4p5.(2P*<3/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[3/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr III    |             114.8444    |           10* |           |      |    27.499124      -     38.294891      | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 4p5.(2P*<1/2>).7s    | 2[1/2]*    |       |
Sr IV     |             114.9618    |             6 |           |      |    32.754339      -     43.539125      | 4s2.4p4.(3P).4d      | 2D       | 4s2.4p4.(1D).4f      | 2D*        |       |
Sr IV     |             115.0288    |            16 |           |      |    23.447846      -     34.226414      | 4s2.4p4.(3P).4d      | 4D       | 4s2.4p4.(3P<1>).5p   | 2[0]*      |       |
Sr III    |             115.4448    |            12 |           |      |    24.103948      -     34.843613      | 4p5.(2P*<3/2>).5s    | 2[3/2]*  | 4p5.(2P*<3/2>).6p    | 2[5/2]     |       |
Sr V      |             115.9599    |             8 |           |      |    39.193871      -     49.885857      | 4s2.4p3.(4S*).5p     | 5P       | 4s2.4p3.(4S*).6s     | 5S*        |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             116.0348    |             6 |           |      |    25.904985      -     36.590059      | 4s2.4p4.(3P).4d      | 4P       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr III    |             116.2323    |             2 |           |      |    24.336872      -     35.003804      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).6p    | 2[3/2]     |       |
Sr V      |             116.3039    |             4 |           |      |    30.795604      -     41.455959      | 4s2.4p3.(2P*).4d     | 3D*      | 4s2.4p3.(2D*).5p     | 3F         |       |
Sr IV     |             116.3730    |            2* |           |      |    25.605726      -     36.259756      | 4s2.4p4.(1D).4d      | 2D       | 4s2.4p4.(1D<2>).5p   | 2[1]*      |       |
Sr IV     |             116.3730    |            2* |           |      |    25.904985      -     36.558924      | 4s2.4p4.(3P).4d      | 4P       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
Sr IV     |             116.4038    |             8 |           |      |    25.938866      -     36.590059      | 4s2.4p4.(1D).4d      | 2P       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr V      |             116.4174    |             8 |           |      |    42.206625      -     52.856604      | 4s2.4p3.(2D*).5p     | 3F       | 4s2.4p3.(2D*).6s     | 3D*        |       |
Sr IV     |             116.7446    |            16 |           |      |    25.938866      -     36.558924      | 4s2.4p4.(1D).4d      | 2P       | 4s2.4p4.(1D<2>).5p   | 2[2]*      |       |
Sr III    |             116.8270    |            40 |           |      |    24.336872      -     34.949457      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[7/2]     |       |
Sr III    |             116.9162    |            24 |           |      |    24.336872      -     34.941395      | 4p5.(2P*<1/2>).4d    | 2[5/2]*  | 4p5.(2P*<3/2>).4f    | 2[5/2]     |       |
          |                         |               |           |      |                                        |                      |          |                      |            |       |
