
------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |   Lower level    |   Upper level    |Type|
          Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |------------------|------------------|    |
           Vac (nm)  |       |           |      |                                 | Conf.     | Term | Conf.     | Term |    |
           207.8998  |   500 |           |      |    21.35688    -     27.31893   | 4s2.4p.4d | 3D   | 4s2.4p.5p | 3D   |    |
                     |       |           |      |                                 |           |      |           |      |    |
           208.3232  |   500 |           |      |    26.83447    -     32.78365   | 4s2.4p.5p | 3D   | 4s2.4p.6s | 3P   |    |
           209.1945  |  1000 |           |      |    22.07431    -     27.99923   | 4s2.4p.4d | 1F   | 4s2.4p.5p | 1D   |    |
           212.5793  |   300 |           |      |    21.00336    -     26.83447   | 4s2.4p.4d | 3D   | 4s2.4p.5p | 3D   |    |
           213.3789  |  1000 |           |      |    21.82802    -     27.63660   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3S   |    |
           214.3007  |   900 |           |      |    21.00336    -     26.78647   | 4s2.4p.4d | 3D   | 4s2.4p.5p | 3D   |    |
                     |       |           |      |                                 |           |      |           |      |    |
           214.5014  |  1000 |           |      |    27.13196    -     32.91012   | 4s2.4p.5p | 3P   | 4s2.4p.6s | 1P   |    |
           217.8717  |   800 |           |      |    22.31092    -     27.99923   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 1D   |    |
           219.3170  |   700 |           |      |    27.13196    -     32.78365   | 4s2.4p.5p | 3P   | 4s2.4p.6s | 3P   |    |
           220.4477  |   900 |           |      |    21.82802    -     27.45008   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3P   |    |
           224.1517  |   700 |           |      |    22.10725    -     27.63660   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3S   |    |
                     |       |           |      |                                 |           |      |           |      |    |
           224.3385  |   400 |           |      |    22.47452    -     27.99923   | 4s2.4p.4d | 1P   | 4s2.4p.5p | 1D   |    |
           225.7212  |  1000 |           |      |    21.82802    -     27.31893   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3D   |    |
           226.2982  |   800 |           |      |    21.35688    -     26.83447   | 4s2.4p.4d | 3D   | 4s2.4p.5p | 3D   |    |
           226.8107  |   500 |           |      |    27.31893    -     32.78365   | 4s2.4p.5p | 3D   | 4s2.4p.6s | 3P   |    |
           226.9996  |   800 |           |      |    27.45008    -     32.91012   | 4s2.4p.5p | 3P   | 4s2.4p.6s | 1P   |    |
                     |       |           |      |                                 |           |      |           |      |    |
           227.2725  |  1000 |           |      |    22.54529    -     27.99923   | 4s2.4p.5s | 3P   | 4s2.4p.5p | 1D   |    |
           230.7398  |  1000 |           |      |    22.62752    -     27.99923   | 4s2.4p.4d | 1D   | 4s2.4p.5p | 1D   |    |
           232.3944  |   350 |           |      |    27.45008    -     32.78365   | 4s2.4p.5p | 3P   | 4s2.4p.6s | 3P   |    |
           232.7203  |   700 |           |      |    22.31092    -     27.63660   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3S   |    |
           232.9764  |   800 |           |      |    22.31636    -     27.63660   | 4s2.4p.5s | 3P   | 4s2.4p.5p | 3S   |    |
                     |       |           |      |                                 |           |      |           |      |    |
           233.6921  |   900 |           |      |    21.82802    -     27.13196   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3P   |    |
           235.0226  |   750 |           |      |    27.63660    -     32.91012   | 4s2.4p.5p | 3S   | 4s2.4p.6s | 1P   |    |
           236.3192  |    25 |           |      |    22.07431    -     27.31893   | 4s2.4p.4d | 1F   | 4s2.4p.5p | 3D   |    |
           240.8161  |  1000 |           |      |    27.63660    -     32.78365   | 4s2.4p.5p | 3S   | 4s2.4p.6s | 3P   |    |
           241.1579  |  1000 |           |      |    22.31092    -     27.45008   | 4s2.4p.4d | 3P   | 4s2.4p.5p | 3P   |    |
