
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           209.241  |  4700 |           |      |                     |    |
           213.904  |  3400 |           |      |                     |    |
           214.274  |  1600 |           |      |                     |    |
           221.426  | 4200c |           |      |                     |    |
           227.525  | 5200c |           |      |                     |    |
                    |       |           |      |                     |    |
           229.809  |   390 |           |      |                     |    |
           236.853  |   180 |           |      |                     |    |
           237.076  |   220 |           |      |                     |    |
           237.348  |   150 |           |      |                     |    |
           237.853  |    75 |           |      |                     |    |
                    |       |           |      |                     |    |
           238.690  |   180 |           |      |                     |    |
           240.304  |    75 |           |      |                     |    |
           241.820  |    60 |           |      |                     |    |
           242.384  |    60 |           |      |                     |    |
           244.903  |    85 |           |      |                     |    |
                    |       |           |      |                     |    |
           244.952  |    85 |           |      |                     |    |
           245.583  |   200 |           |      |                     |    |
           246.184  |  800c |           |      |                     |    |
           246.757  |   200 |           |      |                     |    |
           246.785  |   120 |           |      |                     |    |
                    |       |           |      |                     |    |
           246.936  |  150c |           |      |                     |    |
           247.061  |   120 |           |      |                     |    |
           247.105  |    75 |           |      |                     |    |
           247.372  |   150 |           |      |                     |    |
           247.517  |   160 |           |      |                     |    |
                    |       |           |      |                     |    |
           247.743  |    75 |           |      |                     |    |
           249.016  |    75 |           |      |                     |    |
           250.235  |   570 |           |      |                     |    |
           250.460  |   230 |           |      |                     |    |
           253.410  |   150 |           |      |                     |    |
                    |       |           |      |                     |    |
           255.009  |   160 |           |      |                     |    |
           255.359  |  150c |           |      |                     |    |
           255.463  |   370 |           |      |                     |    |
           256.864  |   540 |           |      |                     |    |
           257.181  |   370 |           |      |                     |    |
                    |       |           |      |                     |    |
           260.850  |   660 |           |      |                     |    |
           261.672  |  160c |           |      |                     |    |
           263.583  |   310 |           |      |                     |    |
           263.701  |   190 |           |      |                     |    |
           264.102  |    90 |           |      |                     |    |
                    |       |           |      |                     |    |
           264.846  |    65 |           |      |                     |    |
           273.156  |   200 |           |      |                     |    |
           273.304  |   610 |           |      |                     |    |
           275.364  |  110w |           |      |                     |    |
           280.328  |   120 |           |      |                     |    |
                    |       |           |      |                     |    |
           281.978  |    75 |           |      |                     |    |
           288.806  |  130c |           |      |                     |    |
           291.673  |   65w |           |      |                     |    |
           295.791  |  130w |           |      |                     |    |
           296.898  |    90 |           |      |                     |    |
                    |       |           |      |                     |    |
           310.306  |   140 |           |      |                     |    |
           330.321  |   320 |           |      |                     |    |
           337.906  |   320 |           |      |                     |    |
           358.015  |  810c |           |      |                     |    |
           374.226  |   130 |           |      |                     |    |
                    |       |           |      |                     |    |
           435.798  |    40 |           |      |                     |    |
