
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           101.121  |    15 |           |      |                     |    |
           101.231  |    10 |           |      |                     |    |
           103.262  |     8 |           |      |                     |    |
           104.099  |    12 |           |      |                     |    |
           105.891  |    12 |           |      |                     |    |
                    |       |           |      |                     |    |
           108.845  |    40 |           |      |                     |    |
           113.792  |    10 |           |      |                     |    |
           115.055  |    12 |           |      |                     |    |
           115.915  |     8 |           |      |                     |    |
           115.962  |     8 |           |      |                     |    |
                    |       |           |      |                     |    |
           116.079  |     8 |           |      |                     |    |
           117.378  |    10 |           |      |                     |    |
           121.247  |     8 |           |      |                     |    |
           132.324  |     4 |           |      |                     |    |
           152.532  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           152.715  |     2 |           |      |                     |    |
           160.009  |     9 |           |      |                     |    |
           188.326  |     6 |           |      |                     |    |
           197.822  |     2 |           |      |                     |    |
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           201.922  |     2 |           |      |                     |    |
           202.225  |     4 |           |      |                     |    |
           206.214  |     3 |           |      |                     |    |
           210.005  |    15 |           |      |                     |    |
           210.242  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           210.445  |    25 |           |      |                     |    |
           292.286  |     3 |           |      |                     |    |
           319.756  |    25 |           |      |                     |    |
           321.186  |    35 |           |      |                     |    |
           321.495  |    25 |           |      |                     |    |
                    |       |           |      |                     |    |
           325.505  |    40 |           |      |                     |    |
           325.990  |    20 |           |      |                     |    |
           336.957  |     5 |           |      |                     |    |
           341.427  |    20 |           |      |                     |    |
           343.403  |    40 |           |      |                     |    |
                    |       |           |      |                     |    |
           346.459  |     8 |           |      |                     |    |
           348.908  |    40 |           |      |                     |    |
           372.451  |     2 |           |      |                     |    |
           388.478  |    15 |           |      |                     |    |
           417.896  |   200 |           |      |                     |    |
                    |       |           |      |                     |    |
           424.541  |    12 |           |      |                     |    |
           426.085  |   200 |           |      |                     |    |
           429.171  |   150 |           |      |                     |    |
           467.436  |    10 |           |      |                     |    |
           501.688  |    10 |           |      |                     |    |
                    |       |           |      |                     |    |
           513.475  |    18 |           |      |                     |    |
           522.937  |     5 |           |      |                     |    |
           525.661  |     3 |           |      |                     |    |
