
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                 Observed  |  Rel. |    Aki    | Acc. |            Ei           Ek            |           Lower level           |           Upper level            |Type|
                Wavelength |  Int. |    s^-1   |      |           (eV)         (eV)           |---------------------------------|----------------------------------|    |
                 Vac (nm)  |       |           |      |                                       | Conf.                 | Term    | Conf.                  | Term    |    |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                           |       |           |      |                                       |                       |         |                        |         |    |
              100.1060639  |    44 |           |      |     0.0000000     -     12.38528299   | 4s2.4p6               | 1S      | 4s2.4p5.(2P*<3/2>).6s  | 2[3/2]* |    |
              100.3550     |    31 |           |      |     0.0000000     -     12.3545552    | 4s2.4p6               | 1S      | 4s2.4p5.(2P*<3/2>).4d  | 2[3/2]* |    |
              103.0022     |    12 |           |      |     0.0000000     -     12.0370293    | 4s2.4p6               | 1S      | 4s2.4p5.(2P*<3/2>).4d  | 2[1/2]* |    |
              116.4867     |    71 |           |      |     0.0000000     -     10.64363439   | 4s2.4p6               | 1S      | 4s2.4p5.(2P*<1/2>).5s  | 2[1/2]* |    |
              123.5838     |   100 |           |      |     0.0000000     -     10.03240018   | 4s2.4p6               | 1S      | 4s2.4p5.(2P*<3/2>).5s  | 2[3/2]* |    |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                 Observed  |  Rel. |    Aki    | Acc. |            Ei           Ek            |           Lower level           |           Upper level            |Type|
                Wavelength |  Int. |    s^-1   |      |           (eV)         (eV)           |---------------------------------|----------------------------------|    |
                 Air (nm)  |       |           |      |                                       | Conf.                 | Term    | Conf.                  | Term    |    |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                           |       |           |      |                                       |                       |         |                        |         |    |
              318.295      |     2 |           |      |     9.91523186    -     13.8093965    | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<1/2>).4f  | 2[5/2]  |    |
              318.453      |     1 |           |      |     9.91523186    -     13.80731      | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).11p | 2[3/2]  |    |
              318.601      |    1* |           |      |     9.91523186    -     13.80550      | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).11p | 2[5/2]  |    |
              318.601      |    1* |           |      |     9.91523186    -     13.80550      | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).11p | 2[5/2]  |    |
              323.068      |     2 |           |      |     9.91523186    -     13.751839     | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).10p | 2[3/2]  |    |
                           |       |           |      |                                       |                       |         |                        |         |    |
              323.280      |    2* |           |      |     9.91523186    -     13.74920      | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).10p | 2[5/2]  |    |
              323.280      |    2* |           |      |     9.91523186    -     13.74920      | 4s2.4p5.(2P*<3/2>).5s | 2[3/2]* | 4s2.4p5.(2P*<3/2>).10p | 2[5/2]  |    |
