
-----------------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |    Rel. |    Aki    | Acc. |          Ei           Ek          |         Lower level          |         Upper level          |Type|
           Wavelength |    Int. |    s^-1   |      |         (eV)         (eV)         |------------------------------|------------------------------|    |
            Vac (nm)  |         |           |      |                                   | Conf.                | Term  | Conf.                | Term  |    |
-----------------------------------------------------------------------------------------------------------------------------------------------------------
                      |         |           |      |                                   |                      |       |                      |       |    |
           100.3106   |      18 |           |      |    31.291871    -     43.651812   | 4s2.4p4.(3P).4d      | 2P    | 4s2.4p4.(1D).4f      | 2P*   |    |
           100.6113   |      16 |           |      |    31.396739    -     43.719814   | 4s2.4p4.(3P).4d      | 2P    | 4s2.4p4.(1D).4f      | 2D*   |    |
           100.8909   |      16 |           |      |    31.593771    -     43.882639   | 4s2.4p4.(3P).4d      | 2D    | 4s2.4p4.(1D).4f      | 2F*   |    |
           101.1693   |      14 |           |      |    31.396739    -     43.651812   | 4s2.4p4.(3P).4d      | 2P    | 4s2.4p4.(1D).4f      | 2P*   |    |
           101.2339   |      18 |           |      |    31.291871    -     43.539125   | 4s2.4p4.(3P).4d      | 2P    | 4s2.4p4.(1D).4f      | 2D*   |    |
                      |         |           |      |                                   |                      |       |                      |       |    |
           101.3353   |       8 |           |      |    30.467246    -     42.702327   | 4s2.4p4.(1S).4d      | 2D    | 4s2.4p4.(3P).4f      | 2G*   |    |
           102.8228   |       1 |           |      |    31.593771    -     43.651812   | 4s2.4p4.(3P).4d      | 2D    | 4s2.4p4.(1D).4f      | 2P*   |    |
           102.9070   |       2 |           |      |    24.862457    -     36.910725   | 4s2.4p4.(1D).4d      | 2P    | 4s2.4p4.(1D<2>).5p   | 2[1]* |    |
           102.9970   |       6 |           |      |    31.906711    -     43.944375   | 4s2.4p4.(1D).4d      | 2S    | 4s.4d.(3D).4p5.(2P*) | 4F*   |    |
           103.7925   |      12 |           |      |    31.593771    -     43.539125   | 4s2.4p4.(3P).4d      | 2D    | 4s2.4p4.(1D).4f      | 2D*   |    |
                      |         |           |      |                                   |                      |       |                      |       |    |
           104.2818   |       8 |           |      |    31.593771    -     43.483121   | 4s2.4p4.(3P).4d      | 2D    | 4s.4d.(3D).4p5.(2P*) | 4F*   |    |
           105.1034   |       4 |           |      |    23.209933    -     35.006381   | 4s2.4p4.(3P).4d      | 4D    | 4s2.4p4.(3P<1>).5p   | 2[1]* |    |
           105.5616   |       2 |           |      |    31.906711    -     43.651812   | 4s2.4p4.(1D).4d      | 2S    | 4s2.4p4.(1D).4f      | 2P*   |    |
           105.9971   |      18 |           |      |    23.209933    -     34.906988   | 4s2.4p4.(3P).4d      | 4D    | 4s2.4p4.(3P<0>).5p   | 2[1]* |    |
           106.0011   |      18 |           |      |    24.862457    -     36.558924   | 4s2.4p4.(1D).4d      | 2P    | 4s2.4p4.(1D<2>).5p   | 2[2]* |    |
                      |         |           |      |                                   |                      |       |                      |       |    |
           107.6997   |      18 |           |      |    31.291871    -     42.803848   | 4s2.4p4.(3P).4d      | 2P    | 4s2.4p4.(3P).4f      | 2D*   |    |
