
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                   Observed  |  Rel. |    Aki    | Acc. |              Ei           Ek              |         Lower level         |         Upper level         |   Type|
          |                  Wavelength |  Int. |    s^-1   |      |             (eV)         (eV)             |-----------------------------|-----------------------------|       |
          |                   Vac (nm)  |       |           |      |                                           | Conf.             | Term    | Conf.             | Term    |       |
K II      |                137.5243     |    40 | 4.32e+07  |      |    20.39441         -     29.40963        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).5f | 2[3/2]  |       |
K II      |                137.5903     |    20 | 1.63e+09  |      |    21.08341         -     30.09452        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[9/2]  |       |
K II      |                138.1009     |    20 | 1.86e+08  |      |    20.44845         -     29.42628        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                138.7732     |     5 | 6.19e+06  |      |    20.47542         -     29.40963        | 3p5.4s            | 3P*     | 3p5.(2P*<3/2>).5f | 2[3/2]  |       |
K II      |                138.9285     |  8bl* | 1.27e+08  |      |    21.18036         -     30.10474        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                138.9285     |  8bl* | 1.28e+08  |      |    21.18036         -     30.10468        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[7/2]  |       |
K II      |                138.9970     |     1 | 9.32e+06  |      |    21.18036         -     30.10024        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                139.0803     |    10 | 6.59e+08  |      |    21.18036         -     30.09496        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[9/2]  |       |
K II      |                140.3544     |     1 | 3.49e+06  |      |    21.26609         -     30.09979        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                145.6525     |    15 | 2.52e+08  |      |    21.18036         -     29.69269        | 3p5.3d            | 3F*     | 3p5.(2P*<1/2>).5f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                147.1388     |    25 | 4.32e+08  |      |    21.26609         -     29.69240        | 3p5.3d            | 3F*     | 3p5.(2P*<1/2>).5f | 2[7/2]  |       |
K XIV     |                147.719      |       | 4.60e+02  |      |     3.4995          -     11.8927         | 2s2.2p2           | 3P      | 2s2.2p2           | 1D      | M1    |
K II      |                148.4555     |    25 | 3.84e+06  |      |    21.08341         -     29.43490        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[7/2]  |       |
K II      |                148.6113     |     3 | 6.81e+06  |      |    21.08341         -     29.42628        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                148.7609     |    40 | 1.15e+09  |      |    21.08341         -     29.41788        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[9/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                149.2040     |    15 | 2.81e+06  |      |    20.14777         -     28.45746        | 3p5.4s            | 3P*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                149.2450     |    15 | 3.98e+07  |      |    20.14777         -     28.45524        | 3p5.4s            | 3P*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                150.3177     |     5 | 7.25e+06  |      |    21.18036         -     29.42848        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                150.3581     |     6 | 2.27e+07  |      |    21.18036         -     29.42628        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                150.5024     |    10 | 5.40e+08  |      |    21.18036         -     29.41839        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[9/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                150.8465     |    10 | 2.92e+07  |      |    20.23821         -     28.45746        | 3p5.4s            | 3P*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                151.7777     |    15 | 2.41e+08  |      |    21.26609         -     29.43490        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[7/2]  |       |
K II      |                151.8974     |     6 | 4.31e+07  |      |    21.26609         -     29.42848        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                151.9379     |     3 | 2.63e+06  |      |    21.26609         -     29.42628        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                152.2492     |     7 | 2.33e+06  |      |    21.26609         -     29.40963        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).5f | 2[3/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                153.7685     |    15 | 8.17e+07  |      |    20.39441         -     28.45746        | 3p5.3d            | 3P*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                154.8479     |    50 | 5.00e+08  |      |    20.44845         -     28.45524        | 3p5.3d            | 3P*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                157.0629     |    40 | 2.96e+08  |      |    20.26300         -     28.15692        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                157.6698     |  5bl* | 7.11e+07  |      |    22.23647         -     30.10024        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                157.6698     |  5bl* | 3.49e+06  |      |    22.23647         -     30.09979        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                157.6898     |    10 | 6.31e+08  |      |    22.24224         -     30.10474        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[7/2]  |       |
K II      |                157.7804     |  1bl* | 1.15e+06  |      |    22.24224         -     30.10024        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                157.7804     |  1bl* | 1.21e+06  |      |    22.24224         -     30.09979        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                157.8869     |     6 | 1.63e+08  |      |    22.24224         -     30.09496        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[9/2]  |       |
K II      |                159.0453     |    15 | 1.00e+08  |      |    20.39441         -     28.18994        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                159.6643     |    40 | 4.04e+08  |      |    20.39441         -     28.15969        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                159.7217     |    65 | 2.10e+08  |      |    20.39441         -     28.15692        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                160.1544     |     7 | 4.31e+07  |      |    20.44845         -     28.18994        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                160.2137     |    75 | 8.69e+08  |      |    20.44845         -     28.18705        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                160.3115     |     5 | 2.06e+08  |      |    22.36584         -     30.09979        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                160.4468     |     7 | 1.63e+08  |      |    22.37281         -     30.10024        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[5/2]  |       |
K II      |                160.4948     |     2 | 4.82e+07  |      |    22.36584         -     30.09100        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).6f | 2[3/2]  |       |
K II      |                160.7833     |    20 | 1.95e+08  |      |    20.44845         -     28.15969        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                160.8399     |    15 | 1.95e+07  |      |    20.44845         -     28.15692        | 3p5.3d            | 3P*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                160.9959     |     5 | 1.80e+08  |      |    22.39386         -     30.09496        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).6f | 2[9/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                166.2895     |    12 | 4.34e+08  |      |    22.23647         -     29.69240        | 3p5.3d            | 1D*     | 3p5.(2P*<1/2>).5f | 2[7/2]  |       |
K II      |                169.1754     |     0 | 5.68e+07  |      |    22.36584         -     29.69462        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).5f | 2[5/2]  |       |
K II      |                169.2213     |    15 | 7.66e+08  |      |    22.36584         -     29.69257        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).5f | 2[5/2]  |       |
K II      |                169.3352     |    20 | 4.26e+08  |      |    22.37281         -     29.69462        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).5f | 2[5/2]  |       |
K II      |                170.4607     |    75 | 6.94e+08  |      |    21.18036         -     28.45386        | 3p5.3d            | 3F*     | 3p5.(2P*<1/2>).4f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                172.2374     |    15 | 7.83e+08  |      |    22.23647         -     29.43490        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).5f | 2[7/2]  |       |
K II      |                172.3800     |     8 | 1.36e+09  |      |    22.24224         -     29.43474        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).5f | 2[7/2]  |       |
K II      |                172.3912     |    10 | 1.66e+08  |      |    22.23647         -     29.42848        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                172.4070     |     8 | 7.17e+07  |      |    21.26609         -     28.45746        | 3p5.3d            | 3F*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                172.4439     |    10 | 8.00e+06  |      |    22.23647         -     29.42628        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                172.4602     |     6 | 4.01e+06  |      |    21.26609         -     28.45524        | 3p5.3d            | 3F*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                172.7722     |    10 | 4.29e+08  |      |    22.24224         -     29.41839        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).5f | 2[9/2]  |       |
K II      |                174.1002     |    50 | 3.23e+08  |      |    21.08341         -     28.20485        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                174.8832     |    15 | 7.04e+07  |      |    21.08341         -     28.17300        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[9/2]  |       |
K II      |                174.8962     |    70 | 2.92e+09  |      |    21.08341         -     28.17243        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[9/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                175.3902     |     4 | 7.19e+05  |      |    22.36584         -     29.43490        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).5f | 2[7/2]  |       |
K II      |                175.5504     |     3 | 1.46e+07  |      |    22.36584         -     29.42848        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                175.7231     |    12 | 3.56e+08  |      |    22.37281         -     29.42848        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).5f | 2[5/2]  |       |
K II      |                176.5025     | 25bl* | 5.57e+08  |      |    22.39386         -     29.41839        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).5f | 2[9/2]  |       |
K II      |                176.5025     | 25bl* | 2.88e+08  |      |    21.18036         -     28.20485        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                176.5115     |    25 | 2.37e+08  |      |    21.18036         -     28.20452        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                176.8786     |     3 | 1.62e+07  |      |    21.18036         -     28.18994        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                176.9511     |     8 | 4.58e+07  |      |    21.18036         -     28.18705        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                177.3060     |    35 | 1.26e+09  |      |    21.18036         -     28.17300        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[9/2]  |       |
K II      |                178.6909     |    50 | 6.15e+08  |      |    21.26609         -     28.20452        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                179.0679     |    20 | 8.31e+07  |      |    21.26609         -     28.18994        | 3p5.3d            | 3F*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                199.3007     |     7 | 1.23e+07  |      |    22.23647         -     28.45746        | 3p5.3d            | 1D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                199.3714     |    15 | 4.16e+06  |      |    22.23647         -     28.45524        | 3p5.3d            | 1D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                199.4285     |    25 | 7.14e+08  |      |    22.23647         -     28.45344        | 3p5.3d            | 1D*     | 3p5.(2P*<1/2>).4f | 2[7/2]  |       |
K II      |                199.5557     |     2 | 4.85e+06  |      |    22.24224         -     28.45524        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                   Observed  |  Rel. |    Aki    | Acc. |              Ei           Ek              |         Lower level         |         Upper level         |   Type|
          |                  Wavelength |  Int. |    s^-1   |      |             (eV)         (eV)             |-----------------------------|-----------------------------|       |
          |                   Air (nm)  |       |           |      |                                           | Conf.             | Term    | Conf.             | Term    |       |
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                203.4679     |     5 | 8.81e+07  |      |    22.36584         -     28.45746        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                203.5408     |    50 | 1.20e+09  |      |    22.36584         -     28.45524        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                203.6014     |    10 | 3.89e+05  |      |    22.36584         -     28.45344        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).4f | 2[7/2]  |       |
K II      |                203.7005     |    45 | 6.74e+08  |      |    22.37281         -     28.45746        | 3p5.3d            | 3D*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
K II      |                204.4832     |    10 | 7.49e+07  |      |    22.39386         -     28.45524        | 3p5.3d            | 1F*     | 3p5.(2P*<1/2>).4f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                204.5283     |    40 | 1.80e+09  |      |    22.39386         -     28.45386        | 3p5.3d            | 1F*     | 3p5.(2P*<1/2>).4f | 2[7/2]  |       |
K II      |                204.5430     |    15 | 7.78e+07  |      |    22.39386         -     28.45344        | 3p5.3d            | 1F*     | 3p5.(2P*<1/2>).4f | 2[7/2]  |       |
K II      |                207.6798     |    60 | 9.73e+08  |      |    22.23647         -     28.20452        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                207.8694     |    70 | 1.85e+09  |      |    22.24224         -     28.20485        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                208.1885     |    25 | 2.39e+08  |      |    22.23647         -     28.18994        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                208.2891     |    25 | 1.26e+07  |      |    22.23647         -     28.18705        | 3p5.3d            | 1D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                208.3942     |    15 | 3.79e+06  |      |    22.24224         -     28.18994        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                208.4933     |    60 | 3.69e+08  |      |    22.24224         -     28.18705        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                208.9855     |    50 | 5.71e+08  |      |    22.24224         -     28.17300        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[9/2]  |       |
K II      |                209.4558     |     4 | 2.27e+07  |      |    22.24224         -     28.15969        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                212.2827     |    15 | 9.37e+05  |      |    22.36584         -     28.20452        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                212.8138     |    15 | 1.66e+07  |      |    22.36584         -     28.18994        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                212.9190     |    40 | 4.61e+08  |      |    22.36584         -     28.18705        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                213.0687     |    50 | 4.00e+08  |      |    22.37281         -     28.18994        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                213.2947     |    10 | 5.12e+07  |      |    22.39386         -     28.20485        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                213.3061     |    10 | 1.09e+08  |      |    22.39386         -     28.20452        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[7/2]  |       |
K II      |                213.8427     |     1 | 1.06e+07  |      |    22.39386         -     28.18994        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                213.9246     |    20 | 1.64e+08  |      |    22.36584         -     28.15969        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                213.9494     |    10 | 3.98e+07  |      |    22.39386         -     28.18705        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[5/2]  |       |
K II      |                214.0277     |     7 | 1.62e+07  |      |    22.36584         -     28.15692        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                214.1823     |     5 | 2.03e+07  |      |    22.37281         -     28.15969        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                214.2860     |    15 | 8.69e+07  |      |    22.37281         -     28.15692        | 3p5.3d            | 3D*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                214.4699     |    50 | 6.90e+08  |      |    22.39386         -     28.17300        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[9/2]  |       |
K II      |                214.9667     |     0 | 2.99e+06  |      |    22.39386         -     28.15969        | 3p5.3d            | 1F*     | 3p5.(2P*<3/2>).4f | 2[3/2]  |       |
K II      |                218.932      |     6 |           |      |                                           |                   |         |                   |         |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                220.984      |     4 |           |      |                                           |                   |         |                   |         |       |
K II      |                226.434      |     5 |           |      |                                           |                   |         |                   |         |       |
K II      |                229.679      |     1 |           |      |                                           |                   |         |                   |         |       |
K II      |                234.230      |     3 |           |      |                                           |                   |         |                   |         |       |
K II      |                235.870      |     1 |           |      |                                           |                   |         |                   |         |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                250.460      |     3 |           |      |                                           |                   |         |                   |         |       |
K III     |                255.002      |     6 | 1.58e+08  |      |    25.71704         -     30.57768        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4S*     |       |
K III     |                263.511      |     5 | 1.29e+08  |      |    25.87399         -     30.57768        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4S*     |       |
K III     |                268.990      |     5 | 7.48e+07  |      |    25.96989         -     30.57768        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4S*     |       |
K III     |                273.696      |     1 |           |      |    25.71704         -     30.24562        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 2P*     |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K II      |                274.355      |     4 |           |      |                                           |                   |         |                   |         |       |
K II      |                277.789      |     2 | 2.82e+07  |      |    22.71441         -     27.17636        | 3p5.4p            | 3S      | 3p5.4d            | 3D*     |       |
K III     |                280.040      |     3 | 4.97e+06  |      |    25.71704         -     30.14311        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 2D*     |       |
K II      |                280.899      |     3 |           |      |                                           |                   |         |                   |         |       |
K III     |                287.735      |     1 | 4.05e+06  |      |    25.71704         -     30.02467        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K III     |                289.890      |     1 |           |      |    25.96989         -     30.24562        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 2P*     |       |
K III     |                290.336      |     4 | 1.33e+07  |      |    25.87399         -     30.14311        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 2D*     |       |
K III     |                293.845      |     5 | 4.24e+07  |      |    25.71704         -     29.93518        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K III     |                294.894      |     1 |           |      |    26.37459         -     30.57768        | 3s2.3p4.(3P).4s   | 2P      | 3s2.3p4.(3P).4p   | 4S*     |       |
K II      |                295.088      |     2 |           |      |                                           |                   |         |                   |         |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K III     |                295.433      |     3 | 3.00e+07  |      |    25.87399         -     30.06948        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K III     |                298.620      |     5 | 1.18e+08  |      |    25.87399         -     30.02467        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K I       |                299.2108     |     a | 3.15e+03  |      |     0.0000000       -      4.14248529     | 3p6.4s            | 2S      | 3p6.10p           | 2P*     |       |
K I       |                299.2215     |     a | 2.17e+03  |      |     0.0000000       -      4.14234048     | 3p6.4s            | 2S      | 3p6.10p           | 2P*     |       |
K III     |                299.242      |     6 | 2.51e+08  |      |    25.71704         -     29.85910        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K III     |                302.343      |     3 | 2.13e+08  |      |    25.96989         -     30.06948        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K II      |                303.043      |     2 |           |      |                                           |                   |         |                   |         |       |
K I       |                303.4751     |     a | 6.74e+03  |      |     0.0000000       -      4.08427814     | 3p6.4s            | 2S      | 3p6.9p            | 2P*     |       |
K I       |                303.4911     |     a | 4.78e+03  |      |     0.0000000       -      4.08406449     | 3p6.4s            | 2S      | 3p6.9p            | 2P*     |       |
K II      |                304.716      |     2 | 1.92e+07  |      |    23.10865         -     27.17636        | 3p5.4p            | 3D      | 3p5.4d            | 3D*     |       |
          |                             |       |           |      |                                           |                   |         |                   |         |       |
K III     |                305.207      |     6 | 1.85e+08  |      |    25.87399         -     29.93518        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K III     |                305.684      |     5 | 1.18e+08  |      |    25.96989         -     30.02467        | 3s2.3p4.(3P).4s   | 4P      | 3s2.3p4.(3P).4p   | 4D*     |       |
K III     |                306.125      |     3 | 1.31e+08  |      |    26.37459         -     30.42353        | 3s2.3p4.(3P).4s   | 2P      | 3s2.3p4.(3P).4p   | 2P*     |       |
K II      |                306.218      |     5 | 8.82e+08  |      |    22.71441         -     26.76217        | 3p5.4p            | 3S      | 3p5.4d            | 3P*     |       |
