
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           102.468  |    89 |           |      |                     |    |
           102.479  |    85 |           |      |                     |    |
           103.145  |    88 |           |      |                     |    |
           103.198  |    82 |           |      |                     |    |
           105.443  |    80 |           |      |                     |    |
                    |       |           |      |                     |    |
           106.303  |    84 |           |      |                     |    |
           106.825  |    83 |           |      |                     |    |
           106.982  |    82 |           |      |                     |    |
           107.764  |    86 |           |      |                     |    |
           108.210  |    90 |           |      |                     |    |
                    |       |           |      |                     |    |
           108.633  |    83 |           |      |                     |    |
           109.681  |    82 |           |      |                     |    |
           109.718  |    84 |           |      |                     |    |
           111.610  |    85 |           |      |                     |    |
           112.406  |    80 |           |      |                     |    |
                    |       |           |      |                     |    |
           113.146  |    90 |           |      |                     |    |
           114.443  |    85 |           |      |                     |    |
           114.541  |    80 |           |      |                     |    |
           114.662  |    89 |           |      |                     |    |
           115.411  |    83 |           |      |                     |    |
                    |       |           |      |                     |    |
           115.460  |    84 |           |      |                     |    |
           115.771  |    90 |           |      |                     |    |
           115.782  |    90 |           |      |                     |    |
           115.978  |    85 |           |      |                     |    |
           117.650  |    88 |           |      |                     |    |
                    |       |           |      |                     |    |
           119.158  |    85 |           |      |                     |    |
           120.487  |    83 |           |      |                     |    |
           120.655  |    90 |           |      |                     |    |
           122.150  |    88 |           |      |                     |    |
           122.190  |    85 |           |      |                     |    |
                    |       |           |      |                     |    |
           123.358  |    85 |           |      |                     |    |
           123.584  |    87 |           |      |                     |    |
           137.320  |    90 |           |      |                     |    |
           139.877  |    88 |           |      |                     |    |
           141.209  |    81 |           |      |                     |    |
