
------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level      |      Upper level      |Type|
          |           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-----------------------|-----------------------|    |
          |            Vac (nm)  |       |           |      |                                   | Conf.          | Term | Conf.          | Term |    |
N II      |            574.730   |   285 | 3.27e+06  | B+   |    18.496929    -     20.653591   | 2s2.2p.3s      | 1P*  | 2s2.2p.3p      | 3D   |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |            592.781   |   360 | 3.19e+07  | A    |    21.148307    -     23.239295   | 2s2.2p.3p      | 3P   | 2s2.2p.3d      | 3D*  |    |
N II      |            593.178   |   550 | 4.23e+07  | A    |    21.152682    -     23.242270   | 2s2.2p.3p      | 3P   | 2s2.2p.3d      | 3D*  |    |
N II      |            594.024   |   285 | 2.22e+07  | A    |    21.152682    -     23.239295   | 2s2.2p.3p      | 3P   | 2s2.2p.3d      | 3D*  |    |
N II      |            594.165   |   650 | 5.47e+07  | A    |    21.159915    -     23.246032   | 2s2.2p.3p      | 3P   | 2s2.2p.3d      | 3D*  |    |
N II      |            595.239   |   285 | 1.24e+07  | A    |    21.159915    -     23.242270   | 2s2.2p.3p      | 3P   | 2s2.2p.3d      | 3D*  |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |            616.776   |   285 | 2.65e+07  | C+   |    23.141958    -     25.151602   | 2s2.2p.3d      | 3F*  | 2s2.2p.4p      | 3D   |    |
N II      |            637.962   |   360 | 3.52e+06  | B    |    18.466227    -     20.409132   | 2s2.2p.3s      | 3P*  | 2s2.2p.3p      | 1P   |    |
N III     |            645.411   |    90 | 1.49e+07  | B    |    39.34467     -     41.26516    | 2s.2p.(3P*).3p | 4P   | 2s.2p.(3P*).3d | 4D*  |    |
N III     |            646.702   |   120 | 2.11e+07  | B    |    39.35199     -     41.26863    | 2s.2p.(3P*).3p | 4P   | 2s.2p.(3P*).3d | 4D*  |    |
N II      |            648.205   |   750 | 2.58e+07  | B+   |    18.496929    -     20.409132   | 2s2.2p.3s      | 1P*  | 2s2.2p.3p      | 1P   |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |            661.056   |   750 | 6.01e+07  | B    |    21.599538    -     23.474567   | 2s2.2p.3p      | 1D   | 2s2.2p.3d      | 1F*  |    |
N II      |            776.224   |   450 | 8.49e+06  | B    |    21.599538    -     23.196373   | 2s2.2p.3p      | 1D   | 2s2.2p.3d      | 1D*  |    |
N II      |            843.874   |   550 | 1.91e+07  | B    |    22.103081    -     23.571905   | 2s2.2p.3p      | 1S   | 2s2.2p.3d      | 1P*  |    |
N II      |            867.608   |   220 | 2.55e+07  | C+   |    25.151602    -     26.580243   | 2s2.2p.4p      | 3D   | 2s2.2p.5s      | 3P*  |    |
N II      |            868.743   |   110 | 1.16e+06  | D    |    20.676306    -     22.103081   | 2s.2p3         | 1P*  | 2s2.2p.3p      | 1S   |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |            869.900   |  110w | 2.26e+07  | C+   |    25.139687    -     26.564567   | 2s2.2p.4p      | 3D   | 2s2.2p.5s      | 3P*  |    |
N II      |            871.054   |  160w |           |      |                                   |                |      |                |      |    |
N II      |            986.541   |  160w |           |      |                                   |                |      |                |      |    |
N II      |            986.821   |  110w |           |      |                                   |                |      |                |      |    |
N II      |            988.739   |  160w |           |      |                                   |                |      |                |      |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |            989.109   |  220w |           |      |                                   |                |      |                |      |    |
N II      |            996.186   |  160w |           |      |                                   |                |      |                |      |    |
N II      |            996.934   |  220w |           |      |                                   |                |      |                |      |    |
N II      |           1002.327   |  285w |           |      |                                   |                |      |                |      |    |
N II      |           1003.545   |  220w |           |      |                                   |                |      |                |      |    |
          |                      |       |           |      |                                   |                |      |                |      |    |
N II      |           1006.515   |  220w |           |      |                                   |                |      |                |      |    |
N II      |           1007.012   |  160w |           |      |                                   |                |      |                |      |    |
N II      |           1012.627   |  110w |           |      |                                   |                |      |                |      |    |
