
----------------------------------------------------------------------------
          Observed  |   Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |   Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |        |           |      |                     |    |
----------------------------------------------------------------------------
                    |        |           |      |                     |    |
           243.633  |     35 |           |      |                     |    |
           246.289  |     65 |           |      |                     |    |
           246.673  |     35 |           |      |                     |    |
           246.908  |     55 |           |      |                     |    |
           250.465  |    110 |           |      |                     |    |
                    |        |           |      |                     |    |
           256.541  |    130 |           |      |                     |    |
           256.903  |    100 |           |      |                     |    |
           257.874  |    200 |           |      |                     |    |
           259.220  |    270 |           |      |                     |    |
           261.648  |    130 |           |      |                     |    |
                    |        |           |      |                     |    |
           262.351  |    130 |           |      |                     |    |
           262.744  |    130 |           |      |                     |    |
           262.849  |    130 |           |      |                     |    |
           264.750  |    330 |           |      |                     |    |
           264.952  |    240 |           |      |                     |    |
                    |        |           |      |                     |    |
           265.445  |    330 |           |      |                     |    |
           265.762  |    160 |           |      |                     |    |
           266.829  |    130 |           |      |                     |    |
           268.715  |    130 |           |      |                     |    |
           274.691  |    200 |           |      |                     |    |
                    |        |           |      |                     |    |
           274.885  |    200 |           |      |                     |    |
           275.301  |    190 |           |      |                     |    |
           275.861  |    280 |           |      |                     |    |
           277.320  |    310 |           |      |                     |    |
           278.236  |    130 |           |      |                     |    |
                    |        |           |      |                     |    |
           283.624  |    150 |           |      |                     |    |
           284.094  |    110 |           |      |                     |    |
           285.145  |    110 |           |      |                     |    |
           286.432  |    100 |           |      |                     |    |
           304.810  |    150 |           |      |                     |    |
                    |        |           |      |                     |    |
           305.309  |    110 |           |      |                     |    |
           311.145  |    150 |           |      |                     |    |
           315.187  |    140 |           |      |                     |    |
           318.749  |    200 |           |      |                     |    |
           324.952  |    160 |           |      |                     |    |
                    |        |           |      |                     |    |
           326.459  |    160 |           |      |                     |    |
           327.047  |    120 |           |      |                     |    |
           327.076  |    100 |           |      |                     |    |
           327.207  |    200 |           |      |                     |    |
           327.767  |    160 |           |      |                     |    |
                    |        |           |      |                     |    |
           328.566  |    230 |           |      |                     |    |
           328.759  |    200 |           |      |                     |    |
           328.792  |    160 |           |      |                     |    |
           329.601  |    320 |           |      |                     |    |
           329.961  |    160 |           |      |                     |    |
                    |        |           |      |                     |    |
           330.483  |    120 |           |      |                     |    |
           330.805  |    120 |           |      |                     |    |
           331.047  |    120 |           |      |                     |    |
           331.260  |    400 |           |      |                     |    |
           331.522  |    200 |           |      |                     |    |
                    |        |           |      |                     |    |
           331.898  |    200 |           |      |                     |    |
           331.926  |    120 |           |      |                     |    |
           332.662  |    240 |           |      |                     |    |
           332.936  |    170 |           |      |                     |    |
           333.216  |    110 |           |      |                     |    |
                    |        |           |      |                     |    |
           334.197  |   1300 |           |      |                     |    |
           334.371  |   1300 |           |      |                     |    |
           334.693  |    130 |           |      |                     |    |
           334.906  |   1700 |           |      |                     |    |
           334.952  |    420 |           |      |                     |    |
                    |        |           |      |                     |    |
           335.474  |    340 |           |      |                     |    |
           335.704  |    130 |           |      |                     |    |
           335.842  |   1700 |           |      |                     |    |
           336.696  |    340 |           |      |                     |    |
           337.133  |    170 |           |      |                     |    |
                    |        |           |      |                     |    |
           337.492  |    350 |           |      |                     |    |
           338.041  |    270 |           |      |                     |    |
           338.086  |    130 |           |      |                     |    |
           339.234  |    350 |           |      |                     |    |
           339.593  |    170 |           |      |                     |    |
                    |        |           |      |                     |    |
           339.940  |    120 |           |      |                     |    |
           340.541  |    230 |           |      |                     |    |
           340.613  |    130 |           |      |                     |    |
           340.838  |    270 |           |      |                     |    |
           341.597  |    180 |           |      |                     |    |
                    |        |           |      |                     |    |
           342.376  |    180 |           |      |                     |    |
           342.585  |    130 |           |      |                     |    |
           342.745  |    230 |           |      |                     |    |
           342.904  |    130 |           |      |                     |    |
           346.381  |    170 |           |      |                     |    |
                    |        |           |      |                     |    |
           346.586  |    180 |           |      |                     |    |
           346.944  |    130 |           |      |                     |    |
           347.119  |    100 |           |      |                     |    |
           347.302  |    140 |           |      |                     |    |
           347.869  |    290 |           |      |                     |    |
                    |        |           |      |                     |    |
           349.103  |    230 |           |      |                     |    |
           349.781  |    200 |           |      |                     |    |
           349.863  |    500 |           |      |                     |    |
           350.796  |    460 |           |      |                     |    |
           352.006  |    200 |           |      |                     |    |
                    |        |           |      |                     |    |
           353.530  |   2000 |           |      |                     |    |
           353.748  |   1300 |           |      |                     |    |
           354.402  |    500 |           |      |                     |    |
           354.465  |    250 |           |      |                     |    |
           355.045  |    300 |           |      |                     |    |
                    |        |           |      |                     |    |
           355.452  |    250 |           |      |                     |    |
           355.466  |   1000 |           |      |                     |    |
           356.350  |    630 |           |      |                     |    |
           356.362  |    630 |           |      |                     |    |
           357.585  |   1500 |           |      |                     |    |
                    |        |           |      |                     |    |
           357.772  |    200 |           |      |                     |    |
           358.027  |   5000 |           |      |                     |    |
           358.497  |    500 |           |      |                     |    |
           358.911  |    750 |           |      |                     |    |
           358.936  |    500 |           |      |                     |    |
                    |        |           |      |                     |    |
           359.397  |    500 |           |      |                     |    |
           360.256  |    500 |           |      |                     |    |
           362.103  |    200 |           |      |                     |    |
           363.933  |    200 |           |      |                     |    |
           364.985  |    420 |           |      |                     |    |
                    |        |           |      |                     |    |
           365.081  |    250 |           |      |                     |    |
           366.037  |    630 |           |      |                     |    |
           366.470  |    900 |           |      |                     |    |
           366.901  |    220 |           |      |                     |    |
           367.478  |    270 |           |      |                     |    |
                    |        |           |      |                     |    |
           369.785  |   1500 |           |      |                     |    |
           371.134  |    330 |           |      |                     |    |
           371.301  |   3300 |           |      |                     |    |
           371.699  |    480 |           |      |                     |    |
           372.624  |   2700 |           |      |                     |    |
                    |        |           |      |                     |    |
           373.842  |    270 |           |      |                     |    |
           373.980  |   2700 |           |      |                     |    |
           374.178  |    270 |           |      |                     |    |
           374.239  |   1700 |           |      |                     |    |
           375.318  |    250 |           |      |                     |    |
                    |        |           |      |                     |    |
           375.577  |    210 |           |      |                     |    |
           376.349  |    530 |           |      |                     |    |
           376.508  |    350 |           |      |                     |    |
           376.613  |    250 |           |      |                     |    |
           377.185  |    530 |           |      |                     |    |
                    |        |           |      |                     |    |
           378.101  |    870 |           |      |                     |    |
           378.706  |   1700 |           |      |                     |    |
           379.015  |   1300 |           |      |                     |    |
           379.121  |   3500 |           |      |                     |    |
           379.812  |   2700 |           |      |                     |    |
                    |        |           |      |                     |    |
           380.130  |    270 |           |      |                     |    |
           380.292  |   2700 |           |      |                     |    |
           380.388  |    670 |           |      |                     |    |
           380.474  |    530 |           |      |                     |    |
           381.049  |    670 |           |      |                     |    |
                    |        |           |      |                     |    |
           381.103  |    530 |           |      |                     |    |
           381.551  |    530 |           |      |                     |    |
           381.915  |    210 |           |      |                     |    |
           382.488  |    670 |           |      |                     |    |
           383.518  |    350 |           |      |                     |    |
                    |        |           |      |                     |    |
