
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |  Lower level  |     Upper level      |Type|
          |         Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |---------------|----------------------|    |
          |          Vac (nm)  |        |           |      |                                 | Conf.  | Term | Conf.         | Term |    |
Lu III    |           185.457  |   1000 |           |      |                                 |        |      |               |      |    |
Lu IV     |           190.163  |    20c |           |      |                                 |        |      |               |      |    |
Lu IV     |           198.392  |    100 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu IV     |           199.052  |     20 |           |      |                                 |        |      |               |      |    |
Lu IV     |           199.618  |     40 |           |      |                                 |        |      |               |      |    |
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |  Lower level  |     Upper level      |Type|
          |         Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |---------------|----------------------|    |
          |          Air (nm)  |        |           |      |                                 | Conf.  | Term | Conf.         | Term |    |
------------------------------------------------------------------------------------------------------------------------------------------
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu IV     |           200.318  |    100 |           |      |                                 |        |      |               |      |    |
Lu IV     |           202.094  |    100 |           |      |                                 |        |      |               |      |    |
Lu III    |           205.072  |     40 |           |      |                                 |        |      |               |      |    |
Lu III    |           206.535  |   1500 |           |      |                                 |        |      |               |      |    |
Lu III    |           207.056  |  1500c |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu IV     |           207.110  |     20 |           |      |                                 |        |      |               |      |    |
Lu IV     |           208.109  |    100 |           |      |                                 |        |      |               |      |    |
Lu III    |           208.334  |    100 |           |      |                                 |        |      |               |      |    |
Lu IV     |           208.570  |   400c |           |      |                                 |        |      |               |      |    |
Lu IV     |           208.647  |   600c |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu IV     |           209.216  |   400c |           |      |                                 |        |      |               |      |    |
Lu III    |           209.944  |    200 |           |      |                                 |        |      |               |      |    |
Lu IV     |           210.363  |    100 |           |      |                                 |        |      |               |      |    |
Lu IV     |           210.441  |  1000c |           |      |                                 |        |      |               |      |    |
Lu IV     |           210.785  |   200c |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu IV     |           210.831  |  1000c |           |      |                                 |        |      |               |      |    |
Lu IV     |           212.743  |   100c |           |      |                                 |        |      |               |      |    |
Lu II     |           219.554  |  1700w | 7.14e+07  |      |    0.00000     -     5.645289   | 6s2    | 1S   | 5d.6p         | 3D*  |    |
Lu III    |           223.614  |   1000 |           |      |                                 |        |      |               |      |    |
Lu III    |           223.622  |   2000 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           227.694  |     95 |           |      |                                 |        |      |               |      |    |
Lu II     |           229.741  |    190 |           |      |                                 |        |      |               |      |    |
Lu III    |           238.159  |   500c |           |      |                                 |        |      |               |      |    |
Lu II     |           239.219  |   1300 |           |      |                                 |        |      |               |      |    |
Lu II     |           239.914  |    120 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           241.921  |     80 |           |      |                                 |        |      |               |      |    |
Lu II     |           243.026  |     55 |           |      |                                 |        |      |               |      |    |
Lu II     |           245.964  |    130 |           |      |                                 |        |      |               |      |    |
Lu II     |           246.927  |     80 |           |      |                                 |        |      |               |      |    |
Lu II     |           248.172  |    21w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           253.695  |    370 |           |      |                                 |        |      |               |      |    |
Lu II     |           254.687  |     40 |           |      |                                 |        |      |               |      |    |
Lu I      |           254.944  |     20 |           |      |                                 |        |      |               |      |    |
Lu I      |           254.972  |     20 |           |      |                                 |        |      |               |      |    |
Lu II     |           256.180  |     35 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu III    |           256.351  |    300 |           |      |                                 |        |      |               |      |    |
Lu II     |           257.123  |    930 |           |      |                                 |        |      |               |      |    |
Lu II     |           257.879  |   1700 |           |      |                                 |        |      |               |      |    |
Lu II     |           258.213  |    80w |           |      |                                 |        |      |               |      |    |
Lu III    |           260.335  |  4500c |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           261.340  |   1800 |           |      |                                 |        |      |               |      |    |
Lu II     |           261.542  |  18000 | 4.53e+08  |      |    0.00000     -     4.739109   | 6s2    | 1S   | 6s.6p         | 1P*  |    |
Lu II     |           261.926  |   1800 |           |      |                                 |        |      |               |      |    |
Lu II     |           265.780  |   2700 |           |      |                                 |        |      |               |      |    |
Lu I      |           267.725  |    90w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           268.508  |   570w |           |      |                                 |        |      |               |      |    |
Lu I      |           268.554  |    90w |           |      |                                 |        |      |               |      |    |
Lu II     |           270.171  |   4200 |           |      |    1.760461    -     6.348196   | 5d.6s  | 3D   | 5d.6p         | 3P*  |    |
Lu I      |           271.591  |    90w |           |      |                                 |        |      |               |      |    |
Lu I      |           271.909  |  180bl |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu III    |           272.165  |    200 |           |      |                                 |        |      |               |      |    |
