
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |             Lower level             |            Upper level             |Type|
          Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |-------------------------------------|------------------------------------|    |
           Vac (nm)  |       |           |      |                                 | Conf.                  | Term       | Conf.                  | Term      |    |
           131.7119  |  3000 |           |      |    56.35904    -     65.77224   | 4f13.(2F*<5/2>).5p6.6s | (5/2,1/2)* | 4f13.(2F*<5/2>).5p6.6p | (5/2,1/2) |    |
                     |       |           |      |                                 |                        |            |                        |           |    |
           132.1113  |  5000 |           |      |    54.20441    -     63.58924   | 4f13.(2F*<7/2>).5p6.6s | (7/2,1/2)* | 4f13.(2F*<7/2>).5p6.6p | (7/2,1/2) |    |
           132.2495  |  3000 |           |      |    54.30830    -     63.68329   | 4f13.(2F*<7/2>).5p6.6s | (7/2,1/2)* | 4f13.(2F*<7/2>).5p6.6p | (7/2,1/2) |    |
           132.8575  |   400 |           |      |    56.44016    -     65.77224   | 4f13.(2F*<5/2>).5p6.6s | (5/2,1/2)* | 4f13.(2F*<5/2>).5p6.6p | (5/2,1/2) |    |
           133.5899  |   500 |           |      |    54.30830    -     63.58924   | 4f13.(2F*<7/2>).5p6.6s | (7/2,1/2)* | 4f13.(2F*<7/2>).5p6.6p | (7/2,1/2) |    |
           135.4341  |  2000 |           |      |    54.95442    -     64.10898   | 4f14.5p5.(2P*<3/2>).6s | (3/2,1/2)* | 4f14.5p5.(2P*<3/2>).6p | (3/2,1/2) |    |
                     |       |           |      |                                 |                        |            |                        |           |    |
           138.0339  |  2000 |           |      |    55.38980    -     64.37190   | 4f14.5p5.(2P*<3/2>).6s | (3/2,1/2)* | 4f14.5p5.(2P*<3/2>).6p | (3/2,1/2) |    |
           142.1970  |   100 |           |      |    55.38980    -     64.10898   | 4f14.5p5.(2P*<3/2>).6s | (3/2,1/2)* | 4f14.5p5.(2P*<3/2>).6p | (3/2,1/2) |    |
           143.5863  |    50 |           |      |    54.95442    -     63.58924   | 4f14.5p5.(2P*<3/2>).6s | (3/2,1/2)* | 4f13.(2F*<7/2>).5p6.6p | (7/2,1/2) |    |
