
-----------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
            120.7514  |     8 |           |      |    30.795604    -     41.063347   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(2D*).5p | 3D   |    |
            120.8691  |     6 |           |      |    42.598893    -     52.856604   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).6s | 3D*  |    |
            121.0831  |     4 |           |      |    34.156173    -     44.395718   | 4s2.4p3.(2D*).4d | 1P*  | 4s2.4p3.(2P*).5p | 3P   |    |
            122.2166  |     8 |           |      |    34.148397    -     44.293093   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2P*).5p | 3S   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            123.8651  |    16 |           |      |    34.321485    -     44.331089   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3P   |    |
            124.3371  |    10 |           |      |    34.321485    -     44.293093   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3S   |    |
            124.3628  |     4 |           |      |    41.455959    -     51.425555   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3S*  |    |
            125.2542  |    10 |           |      |    33.661732    -     43.560293   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2D*).5p | 1D   |    |
            126.4520  |     8 |           |      |    41.455959    -     51.260801   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3P*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            126.6369  |    14 |           |      |    41.992434    -     51.782968   | 4s2.4p3.(2D*).5p | 1F   | 4s2.4p3.(2D*).5d | 1F*  |    |
            127.5431  |   20p |           |      |    32.877982    -     42.598893   | 4s2.4p3.(2D*).4d | 3S*  | 4s2.4p3.(2D*).5p | 3P   |    |
            128.0601  |    12 |           |      |    41.838999    -     51.520680   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 1D*  |    |
            128.0994  |    14 |           |      |    30.199636    -     39.878376   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(4S*).5p | 3P   |    |
            128.1227  |     1 |           |      |    42.781656    -     52.458646   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).6s | 3D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            128.1911  |    14 |           |      |    34.723892    -     44.395718   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3P   |    |
            128.2514  |     4 |           |      |    42.817224    -     52.484467   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).6s | 3D*  |    |
            128.3984  |    16 |           |      |    35.391293    -     45.047455   | 4s2.4p3.(2D*).4d | 1D*  | 4s2.4p3.(2P*).5p | 1P   |    |
            129.0546  |    4p |           |      |    34.723892    -     44.331089   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3P   |    |
            129.2191  |   18p |           |      |    41.063347    -     50.658215   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            129.4366  |    12 |           |      |    33.020131    -     42.598893   | 4s2.4p3.(4S*).5s | 5S*  | 4s2.4p3.(2D*).5p | 3P   |    |
            129.5654  |     8 |           |      |    34.723892    -     44.293093   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3S   |    |
            130.2906  |     1 |           |      |    41.744857    -     51.260801   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3P*  |    |
            130.7190  |     1 |           |      |    34.723892    -     44.208651   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2P*).5p | 3D   |    |
            130.9154  |   16* |           |      |    34.089670    -     43.560293   | 4s2.4p3.(4S*).5s | 3S*  | 4s2.4p3.(2D*).5p | 1D   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            130.9154  |   16* |           |      |    41.735964    -     51.206433   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3P*  |    |
            130.9442  |     2 |           |      |    41.838999    -     51.307439   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 3P*  |    |
            131.1331  |    16 |           |      |    30.199636    -     39.654452   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(4S*).5p | 3P   |    |
            131.3163  |    10 |           |      |    41.455959    -     50.897603   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3D*  |    |
            131.5924  |     4 |           |      |    41.838999    -     51.260801   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 3P*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            131.7874  |     8 |           |      |    43.560293    -     52.968162   | 4s2.4p3.(2D*).5p | 1D   | 4s2.4p3.(2D*).6s | 1D*  |    |
            131.8047  |     2 |           |      |    43.560293    -     52.966946   | 4s2.4p3.(2D*).5p | 1D   | 4s2.4p3.(2P*).5d | 3D*  |    |
            132.0489  |     8 |           |      |    33.427976    -     42.817224   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
            132.2536  |     4 |           |      |    42.145969    -     51.520680   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 1D*  |    |
            132.6606  |     4 |           |      |    45.047455    -     54.393425   | 4s2.4p3.(2P*).5p | 1P   | 4s2.4p3.(2P*).5d | 1P*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            133.0199  |    16 |           |      |    41.735964    -     51.056708   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3D*  |    |
            133.1440  |   16p |           |      |    41.744857    -     51.056708   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3D*  |    |
            133.2772  |    16 |           |      |    41.838999    -     51.141788   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 1P*  |    |
            134.0284  |     6 |           |      |    43.871156    -     53.121761   | 4s2.4p3.(2P*).5p | 3D   | 4s2.4p3.(2P*).5d | 3D*  |    |
            134.1752  |    16 |           |      |    41.735964    -     50.976453   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 1G*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            134.1992  |    14 |           |      |    34.321485    -     43.560293   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2D*).5p | 1D   |    |
            134.3139  |    16 |           |      |    44.293093    -     53.524037   | 4s2.4p3.(2P*).5p | 3S   | 4s2.4p3.(2P*).5d | 3P*  |    |
            134.5619  |     8 |           |      |    41.992434    -     51.206433   | 4s2.4p3.(2D*).5p | 1F   | 4s2.4p3.(2D*).5d | 3P*  |    |
            135.1106  |  16bl |           |      |    44.590537    -     53.767029   | 4s2.4p3.(2P*).5p | 3D   | 4s2.4p3.(2P*).5d | 1F*  |    |
            135.1928  |    18 |           |      |    33.427976    -     42.598893   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            135.4620  |    18 |           |      |    41.744857    -     50.897603   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3D*  |    |
            135.5461  |    20 |           |      |    44.293093    -     53.440214   | 4s2.4p3.(2P*).5p | 3S   | 4s2.4p3.(2P*).5d | 3P*  |    |
            135.6095  |   18p |           |      |    41.735964    -     50.878816   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
            135.8426  |   14p |           |      |    41.455959    -     50.583030   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
            135.9511  |    16 |           |      |    44.590537    -     53.710302   | 4s2.4p3.(2P*).5p | 3D   | 4s2.4p3.(2P*).5d | 3D*  |    |
