
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           107.842  |   100 |           |      |                     |    |
           107.992  |   100 |           |      |                     |    |
           109.276  |   160 |           |      |                     |    |
           109.728  |   135 |           |      |                     |    |
           113.749  |   135 |           |      |                     |    |
                    |       |           |      |                     |    |
           120.176  |   160 |           |      |                     |    |
           120.888  |   135 |           |      |                     |    |
           122.462  |   135 |           |      |                     |    |
           122.798  |   135 |           |      |                     |    |
           123.021  |   135 |           |      |                     |    |
                    |       |           |      |                     |    |
           123.203  |   270 |           |      |                     |    |
           123.359  |   200 |           |      |                     |    |
           123.742  |   160 |           |      |                     |    |
           123.885  |   100 |           |      |                     |    |
           123.953  |   160 |           |      |                     |    |
                    |       |           |      |                     |    |
           124.446  |   160 |           |      |                     |    |
           125.925  |   100 |           |      |                     |    |
           139.666  |   440 |           |      |                     |    |
           140.009  |   270 |           |      |                     |    |
           140.170  |   160 |           |      |                     |    |
                    |       |           |      |                     |    |
           140.577  |   135 |           |      |                     |    |
           140.717  |   370 |           |      |                     |    |
           140.838  |   370 |           |      |                     |    |
           141.228  |   270 |           |      |                     |    |
           141.351  |   270 |           |      |                     |    |
                    |       |           |      |                     |    |
           142.196  |   160 |           |      |                     |    |
           142.253  |   220 |           |      |                     |    |
           143.343  |   370 |           |      |                     |    |
           143.727  |   370 |           |      |                     |    |
           143.773  |   500 |           |      |                     |    |
                    |       |           |      |                     |    |
           144.540  |   370 |           |      |                     |    |
           145.791  |   270 |           |      |                     |    |
           171.932  |   270 |           |      |                     |    |
           172.908  |   550 |           |      |                     |    |
           173.183  |   750 |           |      |                     |    |
                    |       |           |      |                     |    |
           173.396  |   750 |           |      |                     |    |
           174.174  |   440 |           |      |                     |    |
           174.911  |  1000 |           |      |                     |    |
           175.019  |  1000 |           |      |                     |    |
           176.089  |   500 |           |      |                     |    |
                    |       |           |      |                     |    |
           176.562  |   370 |           |      |                     |    |
           177.402  |   270 |           |      |                     |    |
           179.239  |   135 |           |      |                     |    |
