
--------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |   Rel. |    Aki    | Acc. |          Ei           Ek           |  Lower level   |         Upper level         |Type|
          |            Wavelength |   Int. |    s^-1   |      |         (eV)         (eV)          |----------------|-----------------------------|    |
          |             Vac (nm)  |        |           |      |                                    | Conf.   | Term | Conf.                | Term |    |
Pb I      |             311.8894  |    150 |           |      |                                    |         |      |                      |      |    |
Pb III    |             313.781   |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             317.650   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             322.0528  |    600 |           |      |                                    |         |      |                      |      |    |
Pb IV     |             322.117   |      4 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb I      |             322.9613  |    100 |           |      |                                    |         |      |                      |      |    |
Pb I      |             324.0186  |    400 |           |      |                                    |         |      |                      |      |    |
Pb III    |             324.284   |      5 |           |      |                                    |         |      |                      |      |    |
Pb I      |             326.2355  |    200 |           |      |                                    |         |      |                      |      |    |
Pb III    |             353.017   |      1 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb I      |             357.2729  |  35000 | 9.9e+07   |      |                                    |         |      |                      |      |    |
Pb III    |             358.987   |      7 |           |      |                                    |         |      |                      |      |    |
Pb I      |             363.9568  | 50000r | 3.4e+07   |      |    0.9694650    -      4.3750580   | 6s2.6p2 | 3P   | 6s2.6p.(2P*<1/2>).7s | 3P*  |    |
Pb I      |             367.1491  |  20000 | 4.4e+07   |      |                                    |         |      |                      |      |    |
Pb I      |             368.3462  | 70000r | 1.5e+08   |      |    0.9694650    -      4.3344760   | 6s2.6p2 | 3P   | 6s2.6p.(2P*<1/2>).7s | 3P*  |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb III    |             368.931   |      7 |           |      |                                    |         |      |                      |      |    |
Pb III    |             370.602   |      3 |           |      |                                    |         |      |                      |      |    |
Pb II     |             371.3982  |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             372.869   |      5 |           |      |                                    |         |      |                      |      |    |
Pb I      |             373.9935  |  25000 | 7.3e+07   |      |    2.6604278    -      5.9746284   | 6s2.6p2 | 1D   | 6s2.6p.(2P*<3/2>).7s | 3P*  |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb III    |             385.408   |     12 |           |      |                                    |         |      |                      |      |    |
Pb III    |             395.192   |      8 |           |      |                                    |         |      |                      |      |    |
Pb IV     |             396.248   |      4 |           |      |                                    |         |      |                      |      |    |
Pb I      |             401.9632  |  15000 | 3.5e+06   |      |                                    |         |      |                      |      |    |
Pb III    |             403.116   |      3 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb IV     |             404.980   |      4 |           |      |                                    |         |      |                      |      |    |
Pb I      |             405.7807  |  95000 | 8.9e+07   |      |    1.3204722    -      4.3750580   | 6s2.6p2 | 3P   | 6s2.6p.(2P*<1/2>).7s | 3P*  |    |
Pb I      |             406.2136  |  14000 | 9.2e+07   |      |    2.6604278    -      5.7117581   | 6s2.6p2 | 1D   | 6s2.6p.(2P*<1/2>).6d | 3D*  |    |
Pb III    |             409.454   |      3 |           |      |                                    |         |      |                      |      |    |
Pb II     |             411.076   |      5 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             411.335   |      4 |           |      |                                    |         |      |                      |      |    |
Pb III    |             412.811   |      2 |           |      |                                    |         |      |                      |      |    |
Pb II     |             415.282   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             415.7814  |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             416.8033  |  10000 | 1.2e+06   |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             424.214   |     9c |           |      |                                    |         |      |                      |      |    |
Pb II     |             424.492   |    20c |           |      |    8.5504843    -     11.470427    | 6s2.6d  | 2D   | 6s2.5f               | 2F*  |    |
Pb III    |             427.266   |      8 |           |      |                                    |         |      |                      |      |    |
Pb II     |             429.382   |      7 |           |      |                                    |         |      |                      |      |    |
Pb II     |             429.665   |      6 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb I      |             434.0413  |    200 |           |      |                                    |         |      |                      |      |    |
Pb II     |             435.274   |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             438.646   |    20c |           |      |    8.6466084    -     11.472339    | 6s2.6d  | 2D   | 6s2.5f               | 2F*  |    |
Pb IV     |             449.615   |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             449.934   |      6 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb IV     |             453.460   |     16 |           |      |                                    |         |      |                      |      |    |
Pb III    |             457.121   |      7 |           |      |                                    |         |      |                      |      |    |
Pb II     |             457.9051  |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             458.227   |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             459.645   |      1 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb IV     |             460.540   |      8 |           |      |                                    |         |      |                      |      |    |
Pb III    |             476.112   |      6 |           |      |                                    |         |      |                      |      |    |
Pb III    |             479.859   |      4 |           |      |                                    |         |      |                      |      |    |
Pb V      |             480.936   |      4 |           |      |                                    |         |      |                      |      |    |
Pb III    |             482.686   |      1 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb III    |             485.506   |      2 |           |      |                                    |         |      |                      |      |    |
Pb I      |             500.5416  |   1000 | 2.7e+07   |      |                                    |         |      |                      |      |    |
Pb I      |             500.6572  |    100 |           |      |                                    |         |      |                      |      |    |
Pb II     |             504.258   |     50 |           |      |    9.231738     -     11.689798    | 6s2.7p  | 2P*  | 6s2.7d               | 2D   |    |
Pb III    |             506.512   |      3 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             507.058   |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             507.453   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             507.635   |     10 |           |      |                                    |         |      |                      |      |    |
Pb I      |             508.9484  |     50 |           |      |                                    |         |      |                      |      |    |
Pb I      |             509.001   |     20 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb I      |             510.7242  |     10 |           |      |                                    |         |      |                      |      |    |
Pb II     |             511.164   |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             519.156   |      4 |           |      |                                    |         |      |                      |      |    |
Pb I      |             520.1437  |   2000 | 1.9e+07   |      |                                    |         |      |                      |      |    |
Pb II     |             536.764   |     10 |           |      |                                    |         |      |                      |      |    |
          |                       |        |           |      |                                    |         |      |                      |      |    |
Pb II     |             537.2099  |     10 |           |      |                                    |         |      |                      |      |    |
Pb III    |             552.397   |      5 |           |      |                                    |         |      |                      |      |    |
Pb II     |             554.425   |    10c |           |      |                                    |         |      |                      |      |    |
