
---------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |   Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level      |      Upper level       |Type|
           Wavelength |   Int. |    s^-1   |      |         (eV)         (eV)         |-----------------------|------------------------|    |
            Vac (nm)  |        |           |      |                                   | Conf.          | Term | Conf.          | Term  |    |
---------------------------------------------------------------------------------------------------------------------------------------------
                      |        |           |      |                                   |                |      |                |       |    |
            195.4706  |   9000 | 5.86e+07  |      |    0.000000     -     6.3428446   | 6p3            | 4S*  | 6p2.(3P<0>).7d | 2[2]  |    |
            196.0049  |   7000 | 1.54e+07  |      |    0.000000     -     6.3255607   | 6p3            | 4S*  | 6p2.(3P<0>).7d | 2[2]  |    |
---------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |   Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level      |      Upper level       |Type|
           Wavelength |   Int. |    s^-1   |      |         (eV)         (eV)         |-----------------------|------------------------|    |
            Air (nm)  |        |           |      |                                   | Conf.          | Term | Conf.          | Term  |    |
---------------------------------------------------------------------------------------------------------------------------------------------
                      |        |           |      |                                   |                |      |                |       |    |
            202.1149  |   7000 | 6.0e+06   |      |    0.000000     -     6.1323710   | 6p3            | 4S*  | 6p2.(3P<2>).7s | 2[2]  |    |
            206.1634  |   9000 | 9.6e+07   |      |    0.000000     -     6.0119773   | 6p3            | 4S*  | 6p2.(3P<2>).7s | 2[2]  |    |
            211.0217  |   4600 | 5.3e+07   |      |    0.000000     -     5.8735623   | 6p3            | 4S*  | 6p2.(3P<0>).8s | 2[0]  |    |
            213.3600  |   2500 |           |      |                                   |                |      |                |       |    |
            217.7895  |        | 2.6e+06   |      |                                   |                |      |                |       |    |
                      |        |           |      |                                   |                |      |                |       |    |
            222.8203  |    360 | 8.8e+07   |      |    0.000000     -     5.5625602   | 6p3            | 4S*  | 6p2.(3P<1>).7s | 2[1]  |    |
            223.0602  |   1700 | 2.34e+08  |      |    0.000000     -     5.5565799   | 6p3            | 4S*  | 6p2.(3P<0>).6d | 2[2]  |    |
            227.658   |    340 | 2.5e+07   |      |                                   |                |      |                |       |    |
            240.088   |    190 |           |      |                                   |                |      |                |       |    |
            251.569   |     25 | 4.3e+06   |      |                                   |                |      |                |       |    |
                      |        |           |      |                                   |                |      |                |       |    |
            252.449   |     70 |           |      |                                   |                |      |                |       |    |
            262.7904  |    700 | 4.7e+07   |      |                                   |                |      |                |       |    |
            269.676   |   280c | 6.4e+06   |      |                                   |                |      |                |       |    |
            273.050   |  140bl |           |      |                                   |                |      |                |       |    |
            278.0476  |    360 | 3.09e+07  |      |                                   |                |      |                |       |    |
                      |        |           |      |                                   |                |      |                |       |    |
            279.947   |        | 3.6e+06   |      |                                   |                |      |                |       |    |
            280.962   |   140c |           |      |                                   |                |      |                |       |    |
            289.7965  |   4000 | 1.53e+08  |      |    1.4157803    -     5.6928437   | 6p3            | 2D*  | 6p2.(3P<1>).7s | 2[1]  |    |
            293.8297  |   3200 | 1.23e+08  |      |    1.9140061    -     6.1323710   | 6p3            | 2D*  | 6p2.(3P<2>).7s | 2[2]  |    |
