
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |      Lower level       |      Upper level       |Type|
          |            Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |------------------------|------------------------|    |
          |             Vac (nm)  |       |           |      |                                     | Conf.           | Term | Conf.           | Term |    |
P V       |             218.029   |   200 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P V       |             218.642   |   150 |           |      |                                     |                 |      |                 |      |    |
P I       |             223.5732  |   180 | 6.2e+05   | E    |     1.410522     -      6.9543510   | 3s2.3p3         | 2D*  | 3s2.3p2.(3P).4s | 4P   |    |
P V       |             242.440   |   375 | 6.4e+08   | C    |    37.711140     -     42.823597    | 2p6.4p          | 2P*  | 2p6.4d          | 2D   |    |
P V       |             244.093   |   450 | 7.4e+08   | C    |    37.746402     -     42.824233    | 2p6.4p          | 2P*  | 2p6.4d          | 2D   |    |
P V       |             244.124   |   200 | 1.2e+08   | C    |    37.746402     -     42.823597    | 2p6.4p          | 2P*  | 2p6.4d          | 2D   |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P IV      |             247.7823  |   200 |           |      |                                     |                 |      |                 |      |    |
P IV      |             247.8070  |   150 |           |      |                                     |                 |      |                 |      |    |
P IV      |             247.8256  |   250 |           |      |                                     |                 |      |                 |      |    |
P II      |             248.419   |   100 |           |      |                                     |                 |      |                 |      |    |
P I       |             253.3976  |   750 | 2.00e+07  | C    |     2.321320     -      7.2127018   | 3s2.3p3         | 2P*  | 3s2.3p2.(3P).4s | 2P   |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P I       |             253.5603  |   950 | 9.5e+07   | C    |     2.324457     -      7.2127018   | 3s2.3p3         | 2P*  | 3s2.3p2.(3P).4s | 2P   |    |
P I       |             255.3262  |   750 | 7.1e+07   | C    |     2.321320     -      7.1757803   | 3s2.3p3         | 2P*  | 3s2.3p2.(3P).4s | 2P   |    |
P I       |             255.4915  |   500 | 3.00e+07  | C    |     2.324457     -      7.1757803   | 3s2.3p3         | 2P*  | 3s2.3p2.(3P).4s | 2P   |    |
P IV      |             260.5506  |   250 |           |      |                                     |                 |      |                 |      |    |
P II      |             260.606   |   150 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P III     |             261.1147  |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             262.618   |   100 |           |      |                                     |                 |      |                 |      |    |
P III     |             263.2713  |   300 |           |      |                                     |                 |      |                 |      |    |
P II      |             263.676   |    90 |           |      |                                     |                 |      |                 |      |    |
P IV      |             264.4295  |   400 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P III     |             268.0133  |   200 |           |      |                                     |                 |      |                 |      |    |
P IV      |             272.4764  |   300 |           |      |                                     |                 |      |                 |      |    |
P IV      |             272.8770  |   400 |           |      |                                     |                 |      |                 |      |    |
P IV      |             272.9120  |   200 |           |      |                                     |                 |      |                 |      |    |
