
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |          Upper level          |   Type|
          |             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|-------------------------------|       |
          |              Vac (nm)  |        |           |      |                                     | Conf.              | Term    | Conf.              | Term     |       |
Rb IV     |             137.7596   |     24 |           |      |    21.193549     -     30.193574    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             138.3468   |     30 |           |      |    21.231736     -     30.193574    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             139.1615   |     20 |           |      |    23.430763     -     32.340144    | 4s2.4p3.(2D).4d    | 3F*     | 4s2.4p3.(2D).5p    | 3F       |       |
Rb IV     |             139.2912   |      6 |           |      |    26.370735     -     35.271832    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 1D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             139.6592   |     20 |           |      |    23.666373     -     32.543960    | 4s2.4p3.(2D).4d    | 3F*     | 4s2.4p3.(2D).5p    | 3F       |       |
Rb IV     |             139.6999   |     16 |           |      |    26.594759     -     35.469801    | 4s2.4p3.(2D).4d    | 3D*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb IV     |             139.9295   |     12 |           |      |    26.465656     -     35.326126    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 1P       |       |
Rb IV     |             140.0578   |     20 |           |      |    21.183356     -     30.035720    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             140.1221   |     24 |           |      |    21.187454     -     30.035720    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             140.2191   |     24 |           |      |    21.193549     -     30.035720    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             140.5510   |     20 |           |      |    21.173461     -     29.994740    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             140.7089   |     24 |           |      |    21.183356     -     29.994740    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             140.7738   |     24 |           |      |    21.187454     -     29.994740    | 4s2.4p3.(4S).4d    | 5D*     | 4s2.4p3.(4S).5p    | 5P       |       |
Rb IV     |             140.7932   |      6 |           |      |    26.465656     -     35.271832    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 1D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             141.3922   |     16 |           |      |    23.247590     -     32.016405    | 4s2.4p3.(2D).4d    | 3F*     | 4s2.4p3.(2D).5p    | 3D       |       |
