
----------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |        Lower level         |        Upper level        |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |----------------------------|---------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.              | Term  | Conf.              | Term |    |
----------------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                    |       |                    |      |    |
            102.052   |    20 | 7.08e+08  | C+   |    107.29206    -     119.4413    | 2s2.2p4.(1D).3p    | 2F*   | 2s2.2p4.(1D).3d    | 2F   |    |
            102.491   |    50 | 7.79e+08  | B    |    107.34364    -     119.4407    | 2s2.2p4.(1D).3p    | 2F*   | 2s2.2p4.(1D).3d    | 2F   |    |
            102.817   |     5 | 9.41e+07  | C    |    107.29206    -     119.3510    | 2s2.2p4.(1D).3p    | 2F*   | 2s2.2p4.(1D).3d    | 2D   |    |
            105.736   |     1 | 5.44e+07  | C+   |    102.66326    -     114.3891    | 2s2.2p4.(3P).3p    | 4D*   | 2s2.2p4.(3P).3d    | 2F   |    |
            105.914   |     2 | 1.54e+08  | B    |    101.34033    -     113.04631   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
                      |       |           |      |                                   |                    |       |                    |      |    |
            105.965   |     5 | 3.11e+08  | B+   |    103.15703    -     114.8575    | 2s2.2p4.(3P).3p    | 2D*   | 2s2.2p4.(3P).3d    | 2D   |    |
            106.327   |     3 | 6.37e+07  | B    |    102.53803    -     114.1987    | 2s2.2p4.(3P).3p    | 4D*   | 2s2.2p4.(3P).3d    | 2F   |    |
            106.353   |    10 | 3.72e+08  | B    |    101.43597    -     113.09376   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
            106.424   |    70 | 6.54e+08  | B+   |    101.34033    -     112.99042   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
            106.787   |    80 | 9.37e+08  | B+   |    101.43597    -     113.04631   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
                      |       |           |      |                                   |                    |       |                    |      |    |
            106.826   |   250 | 1.42e+09  | A    |    101.34033    -     112.94645   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
            107.302   |   200 | 8.67e+08  | B+   |    101.43597    -     112.99042   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
            107.528   |    10 | 1.87e+08  | B    |    102.3808     -     113.9113    | 2s2.2p4.(3P).3p    | 4D*   | 2s2.2p4.(3P).3d    | 4F   |    |
            107.673   |    30 | 4.31e+08  | B+   |    102.53803    -     114.0532    | 2s2.2p4.(3P).3p    | 4D*   | 2s2.2p4.(3P).3d    | 4F   |    |
            107.735   |    40 | 4.78e+08  | B+   |    101.53829    -     113.04631   | 2s2.2p4.(3P).3p    | 4P*   | 2s2.2p4.(3P).3d    | 4D   |    |
                      |       |           |      |                                   |                    |       |                    |      |    |
