
----------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek          |       Lower level        |         Upper level          |Type|
           Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)         |--------------------------|------------------------------|    |
            Air (nm)  |       |           |      |                                  | Conf.            | Term  | Conf.             | Term     |    |
            286.664   |   550 |           |      |    0.259318    -     4.583110    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | y 3D*    |    |
            286.831   |   110 |           |      |    0.997290    -     5.318578    | 4d7.(a 4P).5s    | a 5P  |                   | v 3D*    |    |
            287.498   |  1800 |           |      |    0.00000     -     4.311247    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            287.976   |   220 |           |      |    0.811480    -     5.115593    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 2D).5p     | x 3F*    |    |
            288.360   |   130 |           |      |    0.259318    -     4.557701    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | y 3D*    |    |
            288.654   |   740 |           |      |    0.336399    -     4.630405    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | z 3P*    |    |
            289.2556  |   180 |           |      |                                  |                  |       |                   |          |    |
            290.194   |   110 |           |      |    1.002303    -     5.273520    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 2D).5p     | w 3D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            290.565   |   140 |           |      |    0.336399    -     4.602157    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | z 3P*    |    |
            290.888   |   370 |           |      |    0.385032    -     4.646045    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | z 3P*    |    |
            291.626   |  1100 |           |      |    0.147621    -     4.397862    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            291.961   |   150 |           |      |    0.385032    -     4.630405    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4P).5p     | z 3P*    |    |
            294.699   |   180 |           |      |    1.002303    -     5.208236    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 2P).5p     | x 3D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            294.950   |   370 |           |      |    0.811480    -     5.013828    | 4d7.(a 4F).5s    | a 3F  |                   | 1*(3F*)  |    |
            295.449   |   150 |           |      |    0.997290    -     5.192563    | 4d7.(a 4P).5s    | a 5P  |                   | v 3D*    |    |
            296.516   |   550 |           |      |    0.259318    -     4.439455    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            297.692   |   550 |           |      |    0.147621    -     4.311247    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            298.895   |  1400 |           |      |    0.00000     -     4.146879    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            299.327   |   110 |           |      |    1.002303    -     5.143194    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 2D).5p     | w 3D*    |    |
            299.496   |   460 |           |      |    0.259318    -     4.397862    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            300.659   |   440 |           |      |    0.336399    -     4.458951    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            301.724   |   330 |           |      |    0.385032    -     4.493035    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            302.088   |   310 |           |      |    0.336399    -     4.439455    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            303.345   |   240 |           |      |    0.927782    -     5.013828    | 4d6.5s2          | a 5D  |                   | 1*(3F*)  |    |
            304.031   |   200 |           |      |    0.147621    -     4.224440    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 5P*    |    |
            304.248   |   220 |           |      |    0.385032    -     4.458951    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5F*    |    |
            304.571   |   110 |           |      |    1.138629    -     5.208236    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 2P).5p     | x 3D*    |    |
            304.878   |   110 |           |      |    0.259318    -     4.324807    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 5P*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            305.494   |   150 |           |      |    0.997290    -     5.054606    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 2P).5p     | x 3D*    |    |
            306.484   |   390 |           |      |    1.130814    -     5.175013    | 4d8              | b 3F  | 4d7.(a 2H).5p     | x 3G*    |    |
            308.914   |   170 |           |      |    1.130814    -     5.143194    | 4d8              | b 3F  | 4d7.(a 2D).5p     | w 3D*    |    |
            308.980   |   120 |           |      |    1.002303    -     5.013828    | 4d7.(a 4F).5s    | a 3F  |                   | 1*(3F*)  |    |
            309.657   |   330 |           |      |    1.321004    -     5.323772    | 4d8              | b 3F  | 4d7.(a 2H).5p     | x 3G*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            309.760   |   120 |           |      |    1.317150    -     5.318578    | 4d7.(a 2P).5s    | a 3P  |                   | v 3D*    |    |
            309.928   |   830 |           |      |    0.147621    -     4.146879    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            310.084   |   740 |           |      |    0.147621    -     4.144872    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            312.596   |   120 |           |      |    0.259318    -     4.224440    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | z 5P*    |    |
            315.382   |   120 |           |      |    0.997290    -     4.927384    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 2P).5p     | y 3P*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            315.992   |   290 |           |      |    0.259318    -     4.181821    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            316.852   |   200 |           |      |    1.419285    -     5.331111    | 4d8              | b 3F  | 4d7.(a 2D).5p     | y 1F*    |    |
            318.604   |   180 |           |      |    0.336399    -     4.226753    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            318.834   |   240 |           |      |    0.259318    -     4.146879    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            318.998   |   240 |           |      |    0.259318    -     4.144872    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            319.659   |   180 |           |      |    0.385032    -     4.262532    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            322.327   |   180 |           |      |    0.336399    -     4.181821    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            322.637   |   110 |           |      |    0.385032    -     4.226753    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
            322.788   |   100 |           |      |    1.087457    -     4.927384    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 2P).5p     | y 3P*    |    |
            322.8531  |   220 |           |      |    0.997290    -     4.836452    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 5P*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            323.853   |   220 |           |      |    1.866467    -     5.693771    | 4d7.(a 2D).5s    | a 3D  |                   | t 3D*    |    |
            324.124   |   120 |           |      |    1.124906    -     4.949020    | 4d6.5s2          | a 5D  | 4d7.(a 2P).5p     | y 3P*    |    |
            324.350   |   120 |           |      |    0.811480    -     4.632920    | 4d7.(a 4F).5s    | a 3F  | 4d7.(a 4P).5p     | x 5D*    |    |
            326.035   |   280 |           |      |    0.147621    -     3.949256    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3G*    |    |
            326.455   | 120bl |           |      |    0.385032    -     4.181821    | 4d7.(a 4F).5s    | a 5F  | 4d6.5s.(a 6D).5p  | y 5D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            326.644   |   120 |           |      |    1.321004    -     5.115593    | 4d8              | b 3F  | 4d7.(a 2D).5p     | x 3F*    |    |
            326.821   |   200 |           |      |    1.691857    -     5.484401    | 4d7.(a 4P).5s    | b 3P  | 4d7.(a 2D).5p     | x 3P*    |    |
            327.308   |   200 |           |      |    0.997290    -     4.784195    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | z 3S*    |    |
            327.471   |   200 |           |      |    1.321004    -     5.106034    | 4d8              | b 3F  | 4d7.(a 2D).5p     | x 3F*    |    |
            327.757   |   100 |           |      |    1.822607    -     5.604331    | 4d7.(a 2G).5s    | a 1G  | 4d7.(a 2F).5p?    | x 1F*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
            329.411   |   490 |           |      |    0.00000     -     3.762728    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 3F*    |    |
            330.159   |   370 |           |      |    0.00000     -     3.754202    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 5G*    |    |
            330.617   |   220 |           |      |    1.087457    -     4.836452    | 4d7.(a 4P).5s    | a 5P  | 4d7.(a 4P).5p     | y 5P*    |    |
            331.523   |   290 |           |      |    0.147621    -     3.886382    | 4d7.(a 4F).5s    | a 5F  | 4d7.(a 4F).5p     | z 5G*    |    |
            331.639   |   290 |           |      |    1.317150    -     5.054606    | 4d7.(a 2P).5s    | a 3P  | 4d7.(a 2P).5p     | x 3D*    |    |
                      |       |           |      |                                  |                  |       |                   |          |    |
