
--------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |      Lower level       |      Upper level       |Type|
          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |------------------------|------------------------|    |
           Air (nm)  |       |           |      |                                   | Conf.           | Term | Conf.           | Term |    |
            815.951  |   300 |           |      |                                   |                 |      |                 |      |    |
            817.934  |   600 |           |      |                                   |                 |      |                 |      |    |
            819.124  |   300 |           |      |                                   |                 |      |                 |      |    |
                     |       |           |      |                                   |                 |      |                 |      |    |
            820.863  |   350 |           |      |                                   |                 |      |                 |      |    |
            821.473  |  2500 |           |      |                                   |                 |      |                 |      |    |
            823.077  |  3000 |           |      |                                   |                 |      |                 |      |    |
            823.219  |   500 |           |      |                                   |                 |      |                 |      |    |
            827.462  |  1500 |           |      |                                   |                 |      |                 |      |    |
                     |       |           |      |                                   |                 |      |                 |      |    |
            829.858  |  2000 |           |      |                                   |                 |      |                 |      |    |
            830.240  |   600 |           |      |                                   |                 |      |                 |      |    |
            880.758  |   900 |           |      |                                   |                 |      |                 |      |    |
            890.092  |  1000 |           |      |                                   |                 |      |                 |      |    |
            891.278  |   300 |           |      |                                   |                 |      |                 |      |    |
                     |       |           |      |                                   |                 |      |                 |      |    |
            902.549  |   350 |           |      |                                   |                 |      |                 |      |    |
            904.210  |   400 |           |      |                                   |                 |      |                 |      |    |
            917.868  |   350 |           |      |                                   |                 |      |                 |      |    |
            943.367  |   200 |           |      |                                   |                 |      |                 |      |    |
            950.530  |    25 |           |      |                                   |                 |      |                 |      |    |
                     |       |           |      |                                   |                 |      |                 |      |    |
            966.204  |    12 |           |      |                                   |                 |      |                 |      |    |
            973.434  |    25 |           |      |                                   |                 |      |                 |      |    |
            982.211  |    15 |           |      |                                   |                 |      |                 |      |    |
            990.265  |    12 |           |      |                                   |                 |      |                 |      |    |
           1028.545  |    15 |           |      |                                   |                 |      |                 |      |    |
                     |       |           |      |                                   |                 |      |                 |      |    |
           1086.231  |    20 |           |      |                                   |                 |      |                 |      |    |
