
--------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |         Lower level         |          Upper level          |Type|
          Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-----------------------------|-------------------------------|    |
           Air (nm)  |       |           |      |                                   | Conf.                | Term | Conf.                | Term   |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           241.931   |   240 | 2.0e+07   | E    |    0.1651673    -     5.2883797   | 3d8.(3F).4s2         | 3F   | 3d8.(1D).4s.4p.(3P*) | 3D*    |    |
           242.123   |    85 |           |      |                                   |                      |      |                      |        |    |
           242.333   |    70 |           |      |                                   |                      |      |                      |        |    |
           242.366   |    70 |           |      |                                   |                      |      |                      |        |    |
           242.403   |    70 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           245.399   |    85 |           |      |                                   |                      |      |                      |        |    |
           247.206   |   160 |           |      |                                   |                      |      |                      |        |    |
           247.687   |    85 | 2.6e+06   | C    |    0.000000     -     5.0041569   | 3d8.(3F).4s2         | 3F   | 3d8.(3P).4s.4p.(3P*) | 5P*    |    |
           269.649   |    45 | 1.4e+06   | D    |    0.4227783    -     5.0194024   | 3d9.(2D).4s          | 1D   | 3d8.(3P).4s.4p.(3P*) | 5P*    |    |
           279.865   |   150 | 5.8e+06   | C    |    0.1090833    -     4.5379195   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 1D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           282.129   |   250 | 4.9e+06   | C    |    0.0253904    -     4.4186878   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 1F*    |    |
           286.550   |    50 | 1.8e+06   | C    |    0.2123957    -     4.5379195   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 1D*    |    |
           290.746   |    60 | 2.0e+06   | D+   |    0.2748172    -     4.5379195   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 1D*    |    |
           291.401   |    25 | 5.8e+05   | C    |    0.1651673    -     4.4186878   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 1F*    |    |
           294.391   |   500 | 1.1e+07   | C    |    0.0253904    -     4.2357047   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           298.165   |   570 | 2.8e+07   | C    |    0.1090833    -     4.2661169   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           298.413   |   250 | 6.6e+06   | C+   |    0.000000     -     4.1535724   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           299.260   |   500 | 5.4e+06   | C+   |    0.0253904    -     4.1672191   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           299.446   |  1000 | 8.7e+06   | C+   |    0.0253904    -     4.1646452   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 1G*    |    |
           300.249   |  4000 | 8.0e+07   | C+   |    0.0253904    -     4.1535724   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           300.363   |  2200 | 6.9e+07   | D    |    0.1090833    -     4.2357047   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           301.200   |  3700 | 1.3e+08   | C    |    0.4227783    -     4.5379195   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 1D*    |    |
           301.914   |   350 | 6.4e+06   | C+   |    0.000000     -     4.1054060   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           303.187   |   120 | 1.7e+06   | C+   |    0.000000     -     4.0881774   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           303.794   |  1700 | 2.8e+07   | C+   |    0.0253904    -     4.1054060   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           304.501   |   150 | 2.8e+06   | C    |    0.1651673    -     4.2357047   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           305.082   |  3500 | 6.0e+07   | C+   |    0.0253904    -     4.0881774   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           305.432   |  1500 | 4.0e+07   | C+   |    0.1090833    -     4.1672191   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           305.764   |  1900 | 1.0e+08   | D    |    0.2123957    -     4.2661169   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           306.462   |   500 | 1.1e+07   | C+   |    0.1090833    -     4.1535724   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           308.076   |   420 | 8.7e+06   | C    |    0.2123957    -     4.2357047   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           309.712   |   260 | 3.3e+06   | C+   |    0.1651673    -     4.1672191   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           309.912   |   210 | 2.1e+06   | C+   |    0.1651673    -     4.1646452   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 1G*    |    |
           310.155   |  2600 | 6.3e+07   | C+   |    0.1090833    -     4.1054060   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           310.188   |  1300 | 4.9e+07   | C    |    0.4227783    -     4.4186878   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 1F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           310.547   |   220 | 7.1e+06   | D+   |    0.2748172    -     4.2661169   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           311.412   |   270 | 5.8e+06   | C+   |    0.1090833    -     4.0892789   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 1P*    |    |
           313.411   |  2900 | 7.3e+07   | C+   |    0.2123957    -     4.1672191   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           314.572   |    55 | 8.0e+05   | C+   |    0.1651673    -     4.1054060   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           318.174   |    55 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           318.437   |   100 | 7.1e+05   | C+   |    0.2748172    -     4.1672191   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           319.557   |    55 | 5.8e+05   | C+   |    0.2748172    -     4.1535724   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           319.711   |   150 | 2.9e+06   | C+   |    0.2123957    -     4.0892789   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 1P*    |    |
           320.214   |    55 |           |      |                                   |                      |      |                      |        |    |
           321.406   |   180 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           321.783   |   180 |           |      |                                   |                      |      |                      |        |    |
           322.127   |   100 |           |      |                                   |                      |      |                      |        |    |
           322.165   |   150 | 1.6e+06   | C    |    0.000000     -     3.8473560   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 1F*    |    |
           322.502   |   210 | 9.3e+06   | C    |    0.4227783    -     4.2661169   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           323.296   |  1100 | 7.3e+06   | C    |    0.000000     -     3.8339302   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           323.465   |   290 | 2.0e+06   | C    |    0.1090833    -     3.9409816   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
           324.306   |   600 | 4.8e+06   | C    |    0.0253904    -     3.8473560   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 1F*    |    |
           324.846   |   100 | 4.7e+05   | C    |    0.0253904    -     3.8409992   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
           325.074   |   120 | 2.2e+06   | C    |    0.4227783    -     4.2357047   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           327.112   |   100 | 8.6e+05   | C    |    0.1090833    -     3.8982657   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 1D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           328.270   |   120 | 6.0e+05   | C    |    0.1651673    -     3.9409816   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
           331.566   |   660 | 5.3e+06   | C+   |    0.1090833    -     3.8473560   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 1F*    |    |
           332.026   |   330 | 4.9e+06   | C    |    0.1651673    -     3.8982657   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 1D*    |    |
           332.231   |   310 | 5.8e+06   | C+   |    0.4227783    -     4.1535724   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 3D*    |    |
           336.156   |   330 | 4.8e+06   | C    |    0.1090833    -     3.7963233   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           336.577   |   330 | 5.4e+06   | C+   |    0.4227783    -     4.1054060   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 3F*    |    |
           336.617   |   330 | 4.0e+06   | D+   |    0.1651673    -     3.8473560   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 1F*    |    |
           336.681   |    65 |           |      |                                   |                      |      |                      |        |    |
           336.789   |    65 | 1.9e+05   | D+   |    0.0253904    -     3.7056987   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3D*    |    |
           336.957   |  2900 | 1.8e+07   | C    |    0.000000     -     3.6784769   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | *      |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           337.199   |   400 | 2.6e+06   | C    |    0.1651673    -     3.8409992   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
           337.422   |   260 | 1.5e+06   | C    |    0.0253904    -     3.6987930   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           337.464   |   130 |           |      |                                   |                      |      |                      |        |    |
           338.057   |  3300 | 1.3e+08   | C+   |    0.4227783    -     4.0892789   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 1P*    |    |
           338.085   |   240 | 3.8e+06   | C    |    0.2748172    -     3.9409816   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 3G*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           339.105   |  1300 | 6.6e+06   | C    |    0.000000     -     3.6551766   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           339.299   |  3300 | 2.4e+07   | C+   |    0.0253904    -     3.6784769   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | *      |    |
           340.958   |   130 | 3.7e+05   | C    |    0.000000     -     3.6353110   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           341.348   |   330 | 3.8e+06   | C    |    0.1651673    -     3.7963233   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           341.394   |   330 | 2.2e+06   | D+   |    0.1090833    -     3.7397506   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           341.476   |  8200 | 5.5e+07   | C    |    0.0253904    -     3.6551766   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3F*    |    |
           342.371   |  1600 | 3.3e+07   | C    |    0.2123957    -     3.8327007   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3D*    |    |
           343.356   |  2600 | 1.7e+07   | C+   |    0.0253904    -     3.6353110   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3F*    |    |
           343.728   |   990 | 4.4e+06   | C    |    0.000000     -     3.6060128   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           344.626   |  4800 | 4.4e+07   | C+   |    0.1090833    -     3.7056987   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           345.289   |  1300 | 9.8e+06   | C+   |    0.1090833    -     3.6987930   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           345.847   |  5000 | 6.1e+07   | C+   |    0.2123957    -     3.7963233   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3F*    |    |
           346.165   |  5000 | 2.7e+07   | C+   |    0.0253904    -     3.6060128   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           346.750   |   200 | 1.2e+06   | C    |    0.1651673    -     3.7397506   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           346.949   |   240 | 1.3e+06   | C    |    0.2748172    -     3.8473560   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 1F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           347.254   |  1600 | 1.2e+07   | C+   |    0.1090833    -     3.6784769   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | *      |    |
           348.377   |   550 | 1.4e+07   | C    |    0.2748172    -     3.8327007   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3D*    |    |
           348.589   |   130 | 1.3e+06   | C    |    0.2123957    -     3.7681280   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           349.296   |  5500 | 9.8e+07   | C+   |    0.1090833    -     3.6576173   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
           350.085   |   660 | 4.6e+06   | C    |    0.1651673    -     3.7056987   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3D*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           350.260   |    65 | 1.5e+05   | C    |    0.000000     -     3.5387699   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           350.769   |    55 | 2.4e+05   | C    |    0.1651673    -     3.6987930   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           351.034   |  2600 | 1.2e+08   | C+   |    0.2123957    -     3.7433619   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
           351.393   |   260 | 1.1e+06   | C    |    0.2123957    -     3.7397506   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           351.505   |  6600 | 4.2e+07   | C    |    0.1090833    -     3.6353110   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           351.977   |   660 | 4.1e+06   | C    |    0.2748172    -     3.7963233   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           352.454   |  8200 | 1.0e+08   | C    |    0.0253904    -     3.5421296   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
           352.798   |   110 | 4.2e+05   | C    |    0.1651673    -     3.6784769   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | *      |    |
           354.818   |   330 | 2.9e+06   | D+   |    0.2123957    -     3.7056987   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3D*    |    |
           355.153   |    55 | 1.6e+05   | E    |    0.1651673    -     3.6551766   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           356.175   |    65 | 2.9e+05   | C    |    0.000000     -     3.4799964   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5G*    |    |
           356.637   |  5000 | 5.6e+07   | C    |    0.4227783    -     3.8982657   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 1D*    |    |
           357.187   |   990 | 5.2e+06   | C+   |    0.1651673    -     3.6353110   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           358.793   |   130 | 2.6e+05   | C    |    0.0253904    -     3.4799964   | 3d9.(2D).4s          | 3D   | 3d8.(3F).4s.4p.(3P*) | 5G*    |    |
           359.770   |  1300 | 1.4e+07   | C    |    0.2123957    -     3.6576173   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           361.046   |  1300 | 7.2e+06   | C+   |    0.1090833    -     3.5421296   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
           361.274   |   530 | 4.2e+06   | C    |    0.2748172    -     3.7056987   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3D*    |    |
           361.939   |  6600 | 6.6e+07   | C    |    0.4227783    -     3.8473560   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 1F*    |    |
           362.473   |   130 | 2.6e+05   | C    |    0.000000     -     3.4195325   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5G*    |    |
           366.410   |   200 | 2.0e+06   | D+   |    0.2748172    -     3.6576173   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3P*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           366.924   |   130 | 2.0e+05   | D+   |    0.1651673    -     3.5432225   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5G*    |    |
           367.043   |   180 | 6.1e+05   | D+   |    0.1651673    -     3.5421296   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3P*    |    |
           367.415   |   260 | 2.0e+06   | D+   |    0.4227783    -     3.7963233   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 3F*    |    |
           368.842   |   160 | 4.5e+05   | D+   |    0.2748172    -     3.6353110   | 3d8.(3F).4s2         | 3F   | 3d9.(2D).4p          | 3F*    |    |
           369.393   |    80 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           372.248   |   120 | 8.0e+05   | D+   |    0.2123957    -     3.5421296   | 3d9.(2D).4s          | 3D   | 3d9.(2D).4p          | 3P*    |    |
           373.681   |   150 | 1.4e+06   | E    |    0.4227783    -     3.7397506   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
           373.923   |    60 | 2.4e+05   | E    |    0.1651673    -     3.4799964   | 3d8.(3F).4s2         | 3F   | 3d8.(3F).4s.4p.(3P*) | 5G*    |    |
           377.557   |   600 | 4.2e+06   | C    |    0.4227783    -     3.7056987   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 3D*    |    |
           378.353   |   700 | 3.3e+06   | C    |    0.4227783    -     3.6987930   | 3d9.(2D).4s          | 1D   | 3d8.(3F).4s.4p.(3P*) | 5F*    |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           380.714   |   700 | 4.3e+06   | C    |    0.4227783    -     3.6784769   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | *      |    |
           383.169   |   110 | 1.5e+06   | C    |    0.4227783    -     3.6576173   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 3P*    |    |
           385.830   |  1200 | 6.9e+06   | C    |    0.4227783    -     3.6353110   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 3F*    |    |
           388.967   |    30 |           |      |                                   |                      |      |                      |        |    |
           397.217   |    35 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           397.356   |   110 | 3.8e+05   | D+   |    0.4227783    -     3.5421296   | 3d9.(2D).4s          | 1D   | 3d9.(2D).4p          | 3P*    |    |
           440.155   |   110 | 3.8e+07   | D    |    3.1930335    -     6.0090787   | 3d8.(3F).4s.4p.(3P*) | 5D*  | 3d8.4s.(4F).5s       | 5F     |    |
           445.904   |    85 |           |      |                                   |                      |      |                      |        |    |
           446.246   |    18 | 1.7e+07   | D    |    3.4645553    -     6.2421611   | 3d8.(3F).4s.4p.(3P*) | 5D*  | 3d8.4s.(4F).5s       | 5F     |    |
           447.048   |    55 | 1.9e+07   | D    |    3.3990103    -     6.1716317   | 3d8.(3F).4s.4p.(3P*) | 5D*  | 3d8.4s.(4F).5s       | 5F     |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           459.253   |    35 |           |      |                                   |                      |      |                      |        |    |
           460.037   |    18 | 2.6e+07   | D    |    3.5971789    -     6.2915223   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           460.500   |    65 | 2.3e+07   | D    |    3.4799964    -     6.1716317   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           460.623   |    18 | 1.0e+07   | D    |    3.5971789    -     6.2880934   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d9.(2D<3/2>).4d     | 2[3/2] |    |
           464.866   |    75 | 2.4e+07   | D    |    3.4195325    -     6.0858859   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           468.622   |    23 | 1.4e+07   | D    |    3.5971789    -     6.2421611   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           471.442   |   110 | 4.6e+07   | D    |    3.3799199    -     6.0090787   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           471.578   |    22 | 2.0e+07   | D    |    3.5432225    -     6.1716317   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           475.652   |    30 | 1.5e+07   | D    |    3.4799964    -     6.0858859   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           476.395   |    15 |           |      |                                   |                      |      |                      |        |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           478.654   |    45 | 1.8e+07   | D    |    3.4195325    -     6.0090787   | 3d8.(3F).4s.4p.(3P*) | 5G*  | 3d8.4s.(4F).5s       | 5F     |    |
           480.700   |    22 | 7.3e+06   | D    |    3.6784769    -     6.2570025   | 3d9.(2D).4p          | *    | 3d8.4s.(4F).5s       | 3F     |    |
           482.903   |   22w | 1.9e+07   | D    |    3.5421296    -     6.1088921   | 3d9.(2D).4p          | 3P*  | 3d9.(2D<5/2>).4d     | 2[5/2] |    |
           483.118   |    19 | 1.6e+07   | D    |    3.6060128    -     6.1716317   | 3d8.(3F).4s.4p.(3P*) | 5F*  | 3d8.4s.(4F).5s       | 5F     |    |
           485.541   |    45 | 5.7e+07   | D    |    3.5421296    -     6.0949427   | 3d9.(2D).4p          | 3P*  | 3d9.(2D<5/2>).4d     | 2[3/2] |    |
                     |       |           |      |                                   |                      |      |                      |        |    |
           486.627   |    30 |           |      |                                   |                      |      |                      |        |    |
           487.344   |    17 |           |      |                                   |                      |      |                      |        |    |
           490.441   |    40 | 6.2e+07   | D    |    3.5421296    -     6.0694374   | 3d9.(2D).4p          | 3P*  | 3d9.(2D<5/2>).4d     | 2[1/2] |    |
           491.836   |    22 | 2.3e+07   | D    |    3.8409992    -     6.3611377   | 3d8.(3F).4s.4p.(3P*) | 3G*  | 3d8.4s.(4F).5s       | 3F     |    |
