
----------------------------------------------------------------------------
          Observed  |   Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |   Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |        |           |      |                     |    |
----------------------------------------------------------------------------
                    |        |           |      |                     |    |
           232.594  |    130 |           |      |                     |    |
           233.046  |    240 |           |      |                     |    |
           234.047  |    190 |           |      |                     |    |
           235.261  |     80 |           |      |                     |    |
           235.522  |     80 |           |      |                     |    |
                    |        |           |      |                     |    |
           236.437  |     70 |           |      |                     |    |
           237.227  |    140 |           |      |                     |    |
           238.041  |    100 |           |      |                     |    |
           238.352  |    150 |           |      |                     |    |
           240.586  |    140 |           |      |                     |    |
                    |        |           |      |                     |    |
           240.839  |     40 |           |      |                     |    |
           241.533  |     70 |           |      |                     |    |
           243.043  |     65 |           |      |                     |    |
           247.197  |   150w |           |      |                     |    |
           248.181  |    70w |           |      |                     |    |
                    |        |           |      |                     |    |
           248.531  |    40w |           |      |                     |    |
           254.045  |   110w |           |      |                     |    |
           254.822  |    330 |           |      |                     |    |
           255.085  |   110w |           |      |                     |    |
           256.705  |    250 |           |      |                     |    |
                    |        |           |      |                     |    |
           257.234  |    320 |           |      |                     |    |
           258.216  |    250 |           |      |                     |    |
           259.540  |    100 |           |      |                     |    |
           260.737  |    250 |           |      |                     |    |
           261.120  |    190 |           |      |                     |    |
                    |        |           |      |                     |    |
           261.308  |    290 |           |      |                     |    |
           261.539  |    130 |           |      |                     |    |
           261.678  |    400 | 7.34e+07  |      |                     |    |
           262.107  |    140 | 1.16e+07  |      |                     |    |
           262.755  |    320 |           |      |                     |    |
                    |        |           |      |                     |    |
           262.874  |    160 |           |      |                     |    |
           262.896  |        | 2.81e+07  |      |                     |    |
           262.985  |    440 | 7.75e+07  |      |                     |    |
           263.150  |        | 2.54e+07  |      |                     |    |
           263.830  |    250 | 7.57e+07  |      |                     |    |
                    |        |           |      |                     |    |
           264.099  |    410 | 1.20e+08  |      |                     |    |
           264.436  |        | 1.96e+07  |      |                     |    |
           264.946  |    640 | 9.84e+07  |      |                     |    |
           265.503  |   560w | 4.08e+07  |      |                     |    |
           265.811  |    290 | 6.43e+07  |      |                     |    |
                    |        |           |      |                     |    |
           266.510  |    110 | 1.32e+07  |      |                     |    |
           267.985  |   1000 | 1.31e+08  |      |                     |    |
           268.416  |        | 4.18e+07  |      |                     |    |
           270.103  |    140 |           |      |                     |    |
           270.611  |        | 2.03e+07  |      |                     |    |
                    |        |           |      |                     |    |
           271.074  |        | 1.57e+07  |      |                     |    |
           272.441  |    110 |           |      |                     |    |
           272.515  |    180 | 2.79e+07  |      |                     |    |
           272.871  |        | 1.26e+07  |      |                     |    |
           273.339  |    250 | 2.95e+07  |      |                     |    |
                    |        |           |      |                     |    |
           274.307  |    240 |           |      |                     |    |
           274.371  |        | 2.47e+07  |      |                     |    |
           274.538  |        | 1.29e+07  |      |                     |    |
           275.147  |    320 | 2.54e+07  |      |                     |    |
           275.626  |        | 1.18e+07  |      |                     |    |
                    |        |           |      |                     |    |
           276.153  |    190 | 2.06e+07  |      |                     |    |
           276.302  |        | 4.44e+07  |      |                     |    |
           276.626  |    110 | 1.17e+07  |      |                     |    |
           277.774  |    130 |           |      |                     |    |
           278.783  |    180 | 2.85e+07  |      |                     |    |
                    |        |           |      |                     |    |
           279.296  |        | 1.53e+07  |      |                     |    |
           279.793  |  240bl | 1.22e+07  |      |                     |    |
           280.147  |    220 | 1.24e+07  |      |                     |    |
           282.568  |        | 2.53e+07  |      |                     |    |
           282.654  |    240 |           |      |                     |    |
                    |        |           |      |                     |    |
           282.675  |        | 4.23e+07  |      |                     |    |
           284.439  |    220 |           |      |                     |    |
           284.938  |    160 |           |      |                     |    |
           286.431  |    160 |           |      |                     |    |
           286.466  |    140 |           |      |                     |    |
                    |        |           |      |                     |    |
           287.654  |        | 2.84e+07  |      |                     |    |
           288.660  |        | 4.74e+07  |      |                     |    |
           290.527  |    160 |           |      |                     |    |
           290.606  |        | 8.04e+07  |      |                     |    |
           291.352  |        | 1.38e+07  |      |                     |    |
                    |        |           |      |                     |    |
           291.538  |        | 7.31e+07  |      |                     |    |
           291.884  |        | 3.79e+07  |      |                     |    |
           293.039  |        | 1.91e+07  |      |                     |    |
           293.650  |        | 2.33e+07  |      |                     |    |
           293.766  |    120 |           |      |                     |    |
                    |        |           |      |                     |    |
           294.421  |    140 |           |      |                     |    |
           294.543  |        | 3.66e+07  |      |                     |    |
           294.566  |    140 | 4.08e+07  |      |                     |    |
           294.601  |    190 | 1.68e+07  |      |                     |    |
           294.642  |    140 |           |      |                     |    |
                    |        |           |      |                     |    |
           295.145  |        | 1.43e+07  |      |                     |    |
           295.948  |        | 1.75e+07  |      |                     |    |
           296.289  |    140 |           |      |                     |    |
           297.296  |        | 2.69e+07  |      |                     |    |
           297.727  |        | 3.28e+07  |      |                     |    |
                    |        |           |      |                     |    |
           297.828  |    180 | 1.50e+07  |      |                     |    |
           298.152  |    120 |           |      |                     |    |
           298.304  |        | 2.82e+07  |      |                     |    |
           298.792  |    110 | 8.43e+07  |      |                     |    |
           298.823  |        | 4.28e+07  |      |                     |    |
                    |        |           |      |                     |    |
           298.868  |    160 | 1.61e+07  |      |                     |    |
           298.980  |    190 | 9.27e+07  |      |                     |    |
           300.024  |        | 1.40e+07  |      |                     |    |
           300.044  |        | 1.25e+07  |      |                     |    |
           300.085  |        | 2.58e+07  |      |                     |    |
                    |        |           |      |                     |    |
           300.143  |        | 2.31e+07  |      |                     |    |
           300.221  |    190 |           |      |                     |    |
           300.771  |        | 1.90e+07  |      |                     |    |
           301.339  |    130 | 6.06e+07  |      |                     |    |
           301.376  |   140w |           |      |                     |    |
                    |        |           |      |                     |    |
           301.678  |        | 2.75e+07  |      |                     |    |
           302.500  |    250 | 8.49e+07  |      |                     |    |
           303.631  |    100 | 5.81e+07  |      |                     |    |
           304.170  |    300 | 5.94e+07  |      |                     |    |
           304.680  |    150 | 1.63e+07  |      |                     |    |
                    |        |           |      |                     |    |
           304.731  |    210 | 5.01e+07  |      |                     |    |
           305.532  |    210 | 4.29e+07  |      |                     |    |
           305.756  |        | 2.64e+07  |      |                     |    |
           306.159  |    160 | 4.41e+07  |      |                     |    |
           306.428  |    800 | 8.46e+07  |      |                     |    |
                    |        |           |      |                     |    |
           306.504  |        | 3.08e+07  |      |                     |    |
           306.800  |    100 |           |      |                     |    |
           306.951  |        | 1.52e+07  |      |                     |    |
           306.996  |        | 2.72e+07  |      |                     |    |
           307.090  |    250 | 1.87e+07  |      |                     |    |
                    |        |           |      |                     |    |
           307.437  |    800 | 1.42e+08  |      |                     |    |
           307.988  |    150 | 9.55e+07  |      |                     |    |
           308.041  |    210 | 3.61e+07  |      |                     |    |
           308.116  |        | 2.35e+07  |      |                     |    |
           308.562  |    800 | 1.63e+08  |      |                     |    |
                    |        |           |      |                     |    |
