
------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |  Lower level   |         Upper level         |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |----------------|-----------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.   | Term | Conf.                | Term |    |
------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |         |      |                      |      |    |
            106.4811  |     5 |           |      |    16.166988    -     27.81077    | 3d9.4s2 | 2D   | 3d10.8p              | 2P*  |    |
            109.0514  |     3 |           |      |    16.166988    -     27.536288   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2D*  |    |
            110.6106  |    90 |           |      |    16.601731    -     27.81077    | 3d9.4s2 | 2D   | 3d10.8p              | 2P*  |    |
            111.0590  |     3 |           |      |    16.166988    -     27.330756   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2D*  |    |
            111.8079  |     2 |           |      |    16.166988    -     27.256027   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2F*  |    |
                      |       |           |      |                                   |         |      |                      |      |    |
            113.3878  |     4 |           |      |    16.601731    -     27.536288   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2D*  |    |
            114.4219  |     5 |           |      |    16.166988    -     27.002584   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2P*  |    |
            114.5687  |     4 |           |      |    16.166988    -     26.988807   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2F*  |    |
            114.9987  |     3 |           |      |    16.601731    -     27.383093   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2P*  |    |
            115.5600  |     2 |           |      |    16.601731    -     27.330756   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2D*  |    |
                      |       |           |      |                                   |         |      |                      |      |    |
            116.3701  |     4 |           |      |    16.601731    -     27.256027   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2F*  |    |
            119.2068  |     2 |           |      |    16.601731    -     27.002584   | 3d9.4s2 | 2D   | 3d9.(2D).4s.4p.(1P*) | 2P*  |    |
            119.9552  |    35 |           |      |    16.166988    -     26.50286    | 3d9.4s2 | 2D   | 3d10.7p              | 2P*  |    |
            124.6535  |    15 |           |      |    17.864443    -     27.81077    | 3d10.4d | 2D   | 3d10.8p              | 2P*  |    |
            126.7151  |    14 |           |      |     8.079975    -     17.864443   | 3d10.4p | 2P*  | 3d10.4d              | 2D   |    |
                      |       |           |      |                                   |         |      |                      |      |    |
            129.0110  |     2 |           |      |    16.166988    -     25.777366   | 3d9.4s2 | 2D   | 3d10.5f              | 2F*  |    |
            129.3446  |    15 |           |      |     8.293009    -     17.878555   | 3d10.4p | 2P*  | 3d10.4d              | 2D   |    |
            129.5357  |    12 |           |      |     8.293009    -     17.864443   | 3d10.4p | 2P*  | 3d10.4d              | 2D   |    |
            129.7944  |    10 |           |      |    17.450383    -     27.002584   | 3d10.5s | 2S   | 3d9.(2D).4s.4p.(1P*) | 2P*  |    |
