
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |   Lower level    |   Upper level    |Type|
          |          Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |------------------|------------------|    |
          |           Vac (nm)  |        |           |      |                                 | Conf.     | Term | Conf.     | Term |    |
Br II     |           254.148   |    400 |           |      |                                 |           |      |           |      |    |
Br III    |           255.109   |   350w |           |      |                                 |           |      |           |      |    |
Br II     |           255.692   |    400 |           |      |                                 |           |      |           |      |    |
Br III    |           257.083   |   350w |           |      |                                 |           |      |           |      |    |
Br III    |           257.317   |   300w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           258.499   |   400w |           |      |                                 |           |      |           |      |    |
Br III    |           258.914   |    500 |           |      |                                 |           |      |           |      |    |
Br III    |           259.448   |   300w |           |      |                                 |           |      |           |      |    |
Br III    |           259.598   |   400w |           |      |                                 |           |      |           |      |    |
Br III    |           260.620   |   450w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           260.815   |   350w |           |      |                                 |           |      |           |      |    |
Br III    |           261.313   |   500w |           |      |                                 |           |      |           |      |    |
Br III    |           261.626   |   350w |           |      |                                 |           |      |           |      |    |
Br III    |           262.652   |   500w |           |      |                                 |           |      |           |      |    |
Br III    |           262.923   |   350w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           263.960   |   350w |           |      |                                 |           |      |           |      |    |
Br III    |           267.153   |   350w |           |      |                                 |           |      |           |      |    |
Br II     |           269.017   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           271.377   |    400 |           |      |                                 |           |      |           |      |    |
Br III    |           273.583   |   350w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           274.652   |   350w |           |      |                                 |           |      |           |      |    |
Br III    |           277.050   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           278.528   |   300w |           |      |                                 |           |      |           |      |    |
Br III    |           280.416   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           280.755   |   300w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           289.340   |   400w |           |      |                                 |           |      |           |      |    |
Br II     |           291.718   |   400w |           |      |                                 |           |      |           |      |    |
Br III    |           292.696   |    400 |           |      |                                 |           |      |           |      |    |
Br III    |           293.622   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           296.721   |   400w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           296.900   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           297.226   |   500w |           |      |                                 |           |      |           |      |    |
Br II     |           298.186   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           298.587   |   300w |           |      |                                 |           |      |           |      |    |
Br II     |           298.653   |   300w |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           299.404   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           301.648   |   300w |           |      |                                 |           |      |           |      |    |
Br III    |           302.076   |    500 |           |      |                                 |           |      |           |      |    |
Br III    |           303.363   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           303.645   |    350 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           307.442   |    500 |           |      |                                 |           |      |           |      |    |
Br III    |           309.194   |    350 |           |      |                                 |           |      |           |      |    |
Br III    |           311.729   |    350 |           |      |                                 |           |      |           |      |    |
Br III    |           314.781   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           317.408   |    400 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           332.108   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           333.307   |    450 |           |      |                                 |           |      |           |      |    |
Br III    |           334.964   |    500 |           |      |                                 |           |      |           |      |    |
Br III    |           338.525   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           342.382   |    350 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           344.736   |    450 |           |      |                                 |           |      |           |      |    |
Br III    |           348.758   |    400 |           |      |                                 |           |      |           |      |    |
Br III    |           350.647   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           351.736   |    450 |           |      |                                 |           |      |           |      |    |
Br III    |           354.016   |    500 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br III    |           355.108   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           356.243   |    500 |           |      |                                 |           |      |           |      |    |
Br III    |           360.071   |    450 |           |      |                                 |           |      |           |      |    |
Br II     |           360.680   |   300w |           |      |                                 |           |      |           |      |    |
Br III    |           369.353   |    250 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           371.430   |    350 |           |      |                                 |           |      |           |      |    |
Br I      |           381.565   |   1200 |           |      |                                 |           |      |           |      |    |
Br III    |           382.026   |    450 |           |      |                                 |           |      |           |      |    |
Br II     |           383.469   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           387.121   |    300 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           389.163   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           390.124   |    300 |           |      |                                 |           |      |           |      |    |
Br III    |           390.395   |    200 |           |      |                                 |           |      |           |      |    |
Br II     |           391.420   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           391.438   |    500 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           391.951   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           392.409   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           392.955   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           393.969   |    350 |           |      |                                 |           |      |           |      |    |
Br II     |           395.061   |    350 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           398.038   |    500 |           |      |                                 |           |      |           |      |    |
Br I      |           399.236   |   1500 |           |      |                                 |           |      |           |      |    |
Br II     |           402.404   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           413.566   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           414.020   |    300 |           |      |                                 |           |      |           |      |    |
          |                     |        |           |      |                                 |           |      |           |      |    |
Br II     |           417.963   |    400 |           |      |                                 |           |      |           |      |    |
Br II     |           419.345   |    300 |           |      |                                 |           |      |           |      |    |
Br II     |           422.389   |   1000 |           |      |                                 |           |      |           |      |    |
Br II     |           423.689   |    300 |           |      |                                 |           |      |           |      |    |
