
----------------------------------------------------------------------------------------
Spectrum  |          Observed  |    Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
          |         Wavelength |    Int. |    s^-1   |      |  (eV)         (eV)  |    |
          |          Air (nm)  |         |           |      |                     |    |
----------------------------------------------------------------------------------------
Re I      |           660.519  |  100c,w |           |      |                     |    |
Re I      |           662.391  |     30c |           |      |                     |    |
Re I      |           663.725  |     10c |           |      |                     |    |
Re I      |           665.239  |   27c,w |           |      |                     |    |
Re I      |           668.328  |     15w |           |      |                     |    |
          |                    |         |           |      |                     |    |
Re I      |           671.130  |      9c |           |      |                     |    |
Re I      |           675.122  |      30 |           |      |                     |    |
Re I      |           676.119  |      5c |           |      |                     |    |
Re I      |           681.341  |    180c |           |      |                     |    |
Re I      |           682.990  |     260 |           |      |                     |    |
          |                    |         |           |      |                     |    |
Re I      |           697.153  |      85 |           |      |                     |    |
Re I      |           700.663  |   35c,w |           |      |                     |    |
Re I      |           702.415  |   65c,w |           |      |                     |    |
Re I      |           724.667  |   65c,w |           |      |                     |    |
Re I      |           729.272  |   13c,w |           |      |                     |    |
          |                    |         |           |      |                     |    |
Re I      |           757.873  |   40c,w |           |      |                     |    |
Re I      |           761.189  |      13 |           |      |                     |    |
Re I      |           762.025  |    7c,w |           |      |                     |    |
Re I      |           764.094  |   50c,w |           |      |                     |    |
Re I      |           791.294  |   65c,w |           |      |                     |    |
          |                    |         |           |      |                     |    |
Re I      |           798.077  |   35c,w |           |      |                     |    |
Re I      |           841.713  |      40 |           |      |                     |    |
Re I      |           852.773  |   29c,w |           |      |                     |    |
