
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           224.930  |     5 |           |      |                     |    |
           234.084  |     4 |           |      |                     |    |
           236.113  |     7 |           |      |                     |    |
           236.775  |     5 |           |      |                     |    |
           237.245  |     6 |           |      |                     |    |
                    |       |           |      |                     |    |
           237.646  |     7 |           |      |                     |    |
           238.528  |     4 |           |      |                     |    |
           238.711  |     8 |           |      |                     |    |
           239.200  |     6 |           |      |                     |    |
           240.305  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           241.845  |     2 |           |      |                     |    |
           242.389  |     3 |           |      |                     |    |
           242.610  |     9 |           |      |                     |    |
           243.485  |     6 |           |      |                     |    |
           246.668  |     3 |           |      |                     |    |
                    |       |           |      |                     |    |
           246.696  |     3 |           |      |                     |    |
           247.535  |     8 |           |      |                     |    |
           248.551  |     4 |           |      |                     |    |
           248.924  |     5 |           |      |                     |    |
           249.320  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           250.138  |     2 |           |      |                     |    |
           251.374  |     3 |           |      |                     |    |
           251.974  |     8 |           |      |                     |    |
           252.172  |     6 |           |      |                     |    |
           253.198  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           253.754  |     5 |           |      |                     |    |
           254.567  |     8 |           |      |                     |    |
           264.077  |     4 |           |      |                     |    |
           264.211  |     5 |           |      |                     |    |
           265.223  |     8 |           |      |                     |    |
                    |       |           |      |                     |    |
           281.845  |     3 |           |      |                     |    |
           286.468  |     6 |           |      |                     |    |
           291.097  |     4 |           |      |                     |    |
           291.733  |     5 |           |      |                     |    |
           306.917  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           317.011  |     4 |           |      |                     |    |
           318.164  |     4 |           |      |                     |    |
           321.012  |     4 |           |      |                     |    |
           321.348  |     6 |           |      |                     |    |
           322.490  |     6 |           |      |                     |    |
                    |       |           |      |                     |    |
           354.690  |     4 |           |      |                     |    |
