
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Vac (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           101.244  |     8 |           |      |                     |    |
           102.861  |    14 |           |      |                     |    |
           103.205  |    20 |           |      |                     |    |
           104.124  |    16 |           |      |                     |    |
           104.414  |    18 |           |      |                     |    |
                    |       |           |      |                     |    |
           105.653  |    15 |           |      |                     |    |
           107.209  |    12 |           |      |                     |    |
           107.988  |     7 |           |      |                     |    |
           108.081  |    18 |           |      |                     |    |
           108.417  |    20 |           |      |                     |    |
                    |       |           |      |                     |    |
           108.994  |     6 |           |      |                     |    |
           109.947  |     7 |           |      |                     |    |
           111.530  |     6 |           |      |                     |    |
           111.608  |    20 |           |      |                     |    |
           113.784  |    18 |           |      |                     |    |
                    |       |           |      |                     |    |
           114.277  |     8 |           |      |                     |    |
           114.493  |    14 |           |      |                     |    |
           118.995  |    20 |           |      |                     |    |
           126.755  |     8 |           |      |                     |    |
           129.082  |     8 |           |      |                     |    |
                    |       |           |      |                     |    |
           129.110  |    10 |           |      |                     |    |
           131.305  |    20 |           |      |                     |    |
           132.392  |     8 |           |      |                     |    |
           134.306  |    12 |           |      |                     |    |
           138.894  |    16 |           |      |                     |    |
                    |       |           |      |                     |    |
           139.702  |     6 |           |      |                     |    |
           140.026  |    18 |           |      |                     |    |
           140.434  |    10 |           |      |                     |    |
           151.076  |     7 |           |      |                     |    |
           153.571  |    14 |           |      |                     |    |
                    |       |           |      |                     |    |
           179.839  |     8 |           |      |                     |    |
           189.319  |     8 |           |      |                     |    |
           195.934  |    12 |           |      |                     |    |
           197.316  |    16 |           |      |                     |    |
---------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          Air (nm)  |       |           |      |                     |    |
---------------------------------------------------------------------------
                    |       |           |      |                     |    |
           204.258  |    10 |           |      |                     |    |
           204.934  |    12 |           |      |                     |    |
           207.922  |    12 |           |      |                     |    |
           215.196  |     8 |           |      |                     |    |
           215.401  |    15 |           |      |                     |    |
                    |       |           |      |                     |    |
           217.746  |    12 |           |      |                     |    |
           235.953  |    16 |           |      |                     |    |
           241.761  |    16 |           |      |                     |    |
           286.424  |     4 |           |      |                     |    |
           286.450  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           297.814  |     4 |           |      |                     |    |
           305.256  |     4 |           |      |                     |    |
           322.117  |     4 |           |      |                     |    |
           396.248  |     4 |           |      |                     |    |
           404.980  |     4 |           |      |                     |    |
                    |       |           |      |                     |    |
           449.615  |    10 |           |      |                     |    |
           453.460  |    16 |           |      |                     |    |
           460.540  |     8 |           |      |                     |    |
           591.454  |     2 |           |      |                     |    |
