
----------------------------------------------------------------------------------------
Spectrum  |            Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
          |           Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          |            Vac (nm)  |       |           |      |                     |    |
----------------------------------------------------------------------------------------
          |                      |       |           |      |                     |    |
Y I       |           572.06147  |   200 |           |      |                     |    |
Y II      |           572.889    |    75 | 3.0e+06   |      |                     |    |
Y I       |           572.92532  |     3 | 2.2e+05   |      |                     |    |
Y I       |           573.20896  |   150 | 7.5e+06   |      |                     |    |
Y I       |           574.02175  |    20 | 4.0e+06   |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           574.38608  |   400 |           |      |                     |    |
Y I       |           575.75887  |     6 | 7.6e+05   |      |                     |    |
Y I       |           576.56556  |   300 |           |      |                     |    |
Y I       |           577.39423  |   400 |           |      |                     |    |
Y II      |           578.169    |   100 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           578.8361   |     4 | 9.4e+05   |      |                     |    |
Y I       |           582.18382  |   100 |           |      |                     |    |
Y I       |           583.22497  |    50 |           |      |                     |    |
Y I       |           584.41306  |     3 | 5.6e+05   |      |                     |    |
Y I       |           587.18203  |    15 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           587.9929   |    30 | 8.5e+06   |      |                     |    |
Y I       |           590.29117  |   200 | 4.0e+06   |      |                     |    |
Y I       |           594.56863  |   200 |           |      |                     |    |
Y I       |           594.99874  |   150 |           |      |                     |    |
Y I       |           598.1881   |   250 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           600.91834  |  4000 |           |      |                     |    |
Y I       |           602.3408   |  5000 |           |      |                     |    |
Y I       |           608.79344  |   400 | 1.1e+07   |      |                     |    |
Y I       |           613.5000   |   500 |           |      |                     |    |
Y I       |           613.84352  |  1000 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           619.1720   |  1000 | 4.7e+06   |      |                     |    |
Y I       |           622.2578   |   500 | 5.9e+05   |      |                     |    |
Y I       |           625.105    |   180 |           |      |                     |    |
Y I       |           640.2007   |   300 | 2.7e+05   |      |                     |    |
Y I       |           643.5022   |  5000 | 4.0e+06   |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           643.71697  |   150 | 4.8e+06   |      |                     |    |
Y I       |           653.8568   |   200 | 1.5e+07   |      |                     |    |
Y I       |           655.73686  |   100 |           |      |                     |    |
Y I       |           657.6862   |    50 |           |      |                     |    |
Y I       |           658.4856   |   150 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y II      |           661.375    |    95 | 1.7e+06   |      |                     |    |
Y I       |           662.24810  |    25 | 4.5e+05   |      |                     |    |
Y I       |           663.6499   |    20 |           |      |                     |    |
Y I       |           665.0601   |   100 |           |      |                     |    |
Y I       |           666.4420   |    30 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           668.7570   |  1500 |           |      |                     |    |
Y I       |           669.18305  |    12 |           |      |                     |    |
Y I       |           669.48303  |    12 |           |      |                     |    |
Y I       |           669.92875  |    25 |           |      |                     |    |
Y I       |           670.0702   |   200 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           671.31452  |    90 |           |      |                     |    |
Y I       |           673.5967   |    90 |           |      |                     |    |
Y I       |           679.3704   |   300 |           |      |                     |    |
Y II      |           679.541    |   70w |           |      |                     |    |
Y I       |           680.31501  |   500 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           681.51456  |    25 | 7.18e+06  |      |                     |    |
Y II      |           683.249    |    14 | 3.3e+05   |      |                     |    |
Y I       |           684.5195   |    70 |           |      |                     |    |
Y II      |           685.824    |    14 |           |      |                     |    |
Y I       |           688.71762  |    50 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y II      |           689.600    |    21 |           |      |                     |    |
Y I       |           690.8276   |  2000 |           |      |                     |    |
Y I       |           693.35535  |  1000 |           |      |                     |    |
Y I       |           695.0264   |   750 |           |      |                     |    |
Y II      |           695.168    |    10 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           695.8031   |   750 |           |      |                     |    |
Y I       |           697.98590  |   750 |           |      |                     |    |
Y I       |           700.89287  |  1000 |           |      |                     |    |
Y I       |           700.9883   |  1000 | 4.4e+06   |      |                     |    |
Y I       |           703.5150   |  1000 | 6.3e+06   |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           705.2935   |  1000 |           |      |                     |    |
Y I       |           705.4189   |   750 |           |      |                     |    |
Y I       |           707.5132   |   150 |           |      |                     |    |
Y I       |           712.7970   |  1000 |           |      |                     |    |
Y I       |           719.16404  |    15 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           719.5874   |     2 |           |      |                     |    |
Y III     |           725.458    | 2000w |           |      |                     |    |
Y II      |           726.417    |    35 | 1.3e+06   |      |                     |    |
Y I       |           729.3073   |     3 |           |      |                     |    |
Y I       |           733.0499   |     2 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y II      |           733.296    |     5 |           |      |                     |    |
Y I       |           734.6457   |    20 |           |      |                     |    |
Y I       |           739.8712   |     4 |           |      |                     |    |
Y II      |           745.030    |    29 |           |      |                     |    |
Y I       |           749.4848   |    10 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           753.6639   |     3 |           |      |                     |    |
Y III     |           755.871    |  9000 |           |      |                     |    |
Y I       |           756.31149  |    15 |           |      |                     |    |
Y I       |           761.7608   |     3 |           |      |                     |    |
Y I       |           762.2961   |    10 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           765.2854   |     5 |           |      |                     |    |
Y I       |           768.9472   |     4 |           |      |                     |    |
Y I       |           769.7918   |     6 |           |      |                     |    |
Y I       |           771.9888   |    25 |           |      |                     |    |
Y I       |           772.4057   |    20 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           778.8402   |    15 |           |      |                     |    |
Y I       |           779.6291   |    20 |           |      |                     |    |
Y I       |           780.2487   |     7 |           |      |                     |    |
Y I       |           781.2132   |    30 |           |      |                     |    |
Y I       |           785.5468   |    20 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y III     |           786.453    |  6000 |           |      |                     |    |
Y II      |           788.190    |   110 |           |      |                     |    |
Y III     |           791.671    |  8000 |           |      |                     |    |
Y III     |           798.941    |   400 |           |      |                     |    |
Y III     |           799.143    | 10000 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           799.9358   |    10 |           |      |                     |    |
Y III     |           817.141    |  8000 |           |      |                     |    |
Y I       |           832.9571   |     5 |           |      |                     |    |
Y I       |           834.4404   |     3 |           |      |                     |    |
Y I       |           836.5551   |     7 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y I       |           845.0335   |    20 |           |      |                     |    |
Y I       |           852.8788   |     8 |           |      |                     |    |
Y III     |           864.509    |  4000 |           |      |                     |    |
Y III     |           879.621    | 10000 |           |      |                     |    |
Y I       |           880.0590   |    35 |           |      |                     |    |
          |                      |       |           |      |                     |    |
Y II      |           883.585    |   19w |           |      |                     |    |
Y III     |           911.659    |  8000 |           |      |                     |    |
