
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek            |         Lower level          |          Upper level           |   Type|
          |               Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)           |------------------------------|--------------------------------|       |
          |                Vac (nm)  |        |           |      |                                      | Conf.                | Term  | Conf.                  | Term  |       |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
          |                          |        |           |      |                                      |                      |       |                        |       |       |
Mn II     |              100.096     |     25 |           |      |     1.1745014    -     13.56132      | 3d5.(6S).4s          | a 5S  | 3d4.(5D).4s.4p.(1P*)   | t 5P* |       |
Mn II     |              100.300     |     22 | 2.e+08    | E    |     1.7761809    -     14.137544     | 3d6                  | a 5D  | 3d5.(6S).6f            | 5F*   |       |
Mn II     |              100.502     |     20 |           |      |     1.1745014    -     13.51121      | 3d5.(6S).4s          | a 5S  | 3d4.(5D).4s.4p.(1P*)   | t 5P* |       |
Mn II     |              100.570     |     22 |           |      |     1.8094049    -     14.137683     | 3d6                  | a 5D  | 3d5.(6S).6f            | 5F*   |       |
Mn II     |              100.672     |      7 |           |      |     1.7761809    -     14.091878     | 3d6                  | a 5D  | 3d5.(4G).5p            | s 5F* |       |
          |                          |        |           |      |                                      |                      |       |                        |       |       |
Mn II     |              100.753     |     15 |           |      |     1.1745014    -     13.48043      | 3d5.(6S).4s          | a 5S  | 3d4.(5D).4s.4p.(1P*)   | t 5P* |       |
Mn II     |              100.761     |     15 |           |      |     1.8326358    -     14.137477     | 3d6                  | a 5D  | 3d5.(6S).6f            | 5F*   |       |
Mn II     |              100.885     |     12 |           |      |     1.8475136    -     14.137296     | 3d6                  | a 5D  | 3d5.(6S).6f            | 5F*   |       |
Mn II     |              100.945     |     10 |           |      |     1.8547882    -     14.137129     | 3d6                  | a 5D  | 3d5.(6S).6f            | 5F*   |       |
Mn II     |              100.956     |      6 |           |      |     1.8094049    -     14.090530     | 3d6                  | a 5D  | 3d5.(4G).5p            | s 5F* |       |
          |                          |        |           |      |                                      |                      |       |                        |       |       |
Mn II     |              101.151     |      5 |           |      |     1.8326358    -     14.089850     | 3d6                  | a 5D  | 3d5.(4G).5p            | s 5F* |       |
Mn II     |              101.271     |      4 |           |      |     1.8475136    -     14.0902761    | 3d6                  | a 5D  | 3d5.(4G).5p            | s 5F* |       |
Mn II     |              101.335     |     0h |           |      |     1.8547882    -     14.090337     | 3d6                  | a 5D  | 3d5.(4G).5p            | s 5F* |       |
Mn II     |              102.355     |     20 | 5.e+08    | E    |     1.1745014    -     13.28780      | 3d5.(6S).4s          | a 5S  | 3d4.(b 3F).4s.4p.(3P*) | u 5P* |       |
Mn II     |              102.799     |     18 | 4.e+08    | E    |     1.1745014    -     13.23530      | 3d5.(6S).4s          | a 5S  | 3d4.(b 3F).4s.4p.(3P*) | u 5P* |       |
          |                          |        |           |      |                                      |                      |       |                        |       |       |
Mn II     |              103.087     |     10 |           |      |     1.1745014    -     13.20175      | 3d5.(6S).4s          | a 5S  | 3d4.(b 3F).4s.4p.(3P*) | u 5P* |       |
