
-----------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
-----------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                  |      |                  |      |    |
            102.958   |    2d |           |      |    14.373603    -     26.415766   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 3P   |    |
            106.750   |    12 |           |      |    14.801261    -     26.415766   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 3P   |    |
            107.120   |     4 |           |      |    14.373603    -     25.947959   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 3P   |    |
            107.660   |   8wd |           |      |    14.801261    -     26.317349   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 1P   |    |
            108.018   |    5d |           |      |    14.373603    -     25.851943   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 3D   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            110.612   |     3 |           |      |    14.801261    -     26.010190   | 4s.4p5           | 3P*  | 4s2.4p3.(2P*).5p | 3P   |    |
            112.072   |     5 |           |      |    14.801261    -     25.864285   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3S   |    |
            114.855   |   6bl |           |      |    15.069406    -     25.864285   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3S   |    |
            115.8737  |     6 |           |      |     4.10135     -     14.801261   | 4s2.4p4          | 1S   | 4s.4p5           | 3P*  |    |
            120.6346  |     5 |           |      |    14.373603    -     24.651077   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            121.6896  |     5 |           |      |    14.373603    -     24.562233   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
            125.8745  |     3 |           |      |    14.801261    -     24.651077   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
            125.9309  |     3 |           |      |    14.801261    -     24.646676   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
            126.5315  |     4 |           |      |    14.373603    -     24.172307   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 1F   |    |
            127.0204  |     5 |           |      |    14.801261    -     24.562233   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            127.820   |    1d |           |      |    22.271136    -     31.971240   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(2D*).6d | 3S*  |    |
            127.8943  |     1 |           |      |    14.373603    -     24.067843   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 1P   |    |
            128.3313  |     3 |           |      |    14.373603    -     24.035000   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3D   |    |
            128.3798  |     3 |           |      |    14.373603    -     24.031249   | 4s.4p5           | 3P*  | 4s2.4p3.(2D*).5p | 3F   |    |
