
---------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |           Lower level            |           Upper level            |Type|
           241.446   |   4800 | 3.4e+08   | C    |    0.174426    -     5.307942   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4G* |    |
           241.530   |   4800 | 3.6e+08   | C+   |    0.224328    -     5.356074   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4G* |    |
           242.493   |   4100 | 3.2e+08   | C    |    0.00000     -     5.111343   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4F* |    |
           243.221   |   3300 | 2.6e+08   | D    |    0.101171    -     5.197220   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4F* |    |
           243.666   |   2900 | 2.6e+08   | D    |    0.174426    -     5.261174   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           243.905   |   2400 | 2.7e+08   | C    |    0.224328    -     5.306111   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4F* |    |
           250.452   |    570 | 1.8e+07   | D    |    0.431815    -     5.380743   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4P).4s.4p.(3P*) | w 4D* |    |
           250.688   |    360 |           |      |                                 |                          |       |                          |       |    |
           251.787   |    860 |           |      |                                 |                          |       |                          |       |    |
           252.136   |   4300 | 3.0e+08   | D    |    0.00000     -     4.915869   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           252.897   |   2900 | 2.8e+08   | D    |    0.101171    -     5.002260   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           253.013   |    720 | 7.1e+06   | D    |    0.581508    -     5.480339   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(2G).4s.4p.(3P*) | *     |    |
           253.218   |    860 |           |      |                                 |                          |       |                          |       |    |
           253.596   |   2900 | 1.9e+08   | C    |    0.174426    -     5.061998   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           253.649   |    860 | 3.0e+07   | D    |    0.513624    -     5.400159   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(1D).4p          | x 2F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           254.425   |   1700 | 3.0e+08   | D    |    0.224328    -     5.095974   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           254.834   |    340 |           |      |                                 |                          |       |                          |       |    |
           255.337   |    310 |           |      |                                 |                          |       |                          |       |    |
           255.507   |    310 |           |      |                                 |                          |       |                          |       |    |
           256.215   |    960 | 3.9e+07   | C    |    0.224328    -     5.061998   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           256.735   |   1100 | 3.0e+07   | C    |    0.174426    -     5.002260   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           257.435   |    960 | 1.7e+07   | C    |    0.101171    -     4.915869   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           264.642   |    310 |           |      |                                 |                          |       |                          |       |    |
           264.864   |    770 |           |      |                                 |                          |       |                          |       |    |
           271.599   |    190 |           |      |                                 |                          |       |                          |       |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           274.510   |    190 |           |      |                                 |                          |       |                          |       |    |
           276.419   |    190 | 4.3e+06   | C    |    0.431815    -     4.915869   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           281.556   |    150 | 3.2e+06   | C    |    0.513624    -     4.915869   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(1P*) | x 4D* |    |
           288.644   |    190 | 1.6e+06   | C    |    0.101171    -     4.395309   | 3p6.3d7.4s2              | a 4F  | 3p6.3d8.(3F).4p          | y 2F* |    |
           298.716   |    690 | 4.9e+06   | B    |    0.00000     -     4.149363   | 3p6.3d7.4s2              | a 4F  | 3p6.3d8.(3F).4p          | *     |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           298.959   |    690 | 3.8e+06   | C+   |    0.00000     -     4.145997   | 3p6.3d7.4s2              | a 4F  | 3p6.3d8.(3F).4p          | y 2G* |    |
           304.400   |   3100 | 1.9e+07   | C+   |    0.00000     -     4.071888   | 3p6.3d7.4s2              | a 4F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           306.182   |   1700 | 1.6e+07   | C+   |    0.101171    -     4.149363   | 3p6.3d7.4s2              | a 4F  | 3p6.3d8.(3F).4p          | *     |    |
           338.817   |   1100 | 2.4e+07   | C+   |    0.581508    -     4.239790   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           339.538   |   2200 | 2.9e+07   | C    |    0.581508    -     4.232026   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 2G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           340.512   |  11000 | 1.0e+08   | C+   |    0.431815    -     4.071888   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           340.918   |   4500 | 4.2e+07   | B    |    0.513624    -     4.149363   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
           341.234   |   6700 | 6.1e+07   | C+   |    0.513624    -     4.145997   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 2G* |    |
           341.263   |   2200 | 1.2e+07   | C+   |    0.00000     -     3.632057   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           341.716   |   2700 | 3.2e+07   | C+   |    0.581508    -     4.208755   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           343.158   |   2500 | 1.1e+07   | C    |    0.101171    -     3.713173   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           343.304   |   4500 | 1.0e+08   | C+   |    0.629323    -     4.239790   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           344.293   |   1600 | 1.2e+07   | C    |    0.174426    -     3.774529   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           344.364   |   8800 | 6.9e+07   | C+   |    0.513624    -     4.112972   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
           344.917   |   4100 | 7.6e+07   | C+   |    0.581508    -     4.175091   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           344.944   |   2100 | 1.8e+07   | C+   |    0.431815    -     4.025113   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4G* |    |
           345.350   |  21000 | 1.1e+08   | C+   |    0.431815    -     4.020881   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4G* |    |
           345.523   |   1000 | 1.9e+07   | C    |    0.224328    -     3.811603   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           346.280   |   5100 | 7.9e+07   | C+   |    0.629323    -     4.208755   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
           346.580   |   5100 | 9.2e+06   | C    |    0.00000     -     3.576351   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           347.402   |   8000 | 5.6e+07   | B    |    0.581508    -     4.149363   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
           348.341   |   1900 | 5.5e+06   | C+   |    0.513624    -     4.071888   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4F* |    |
           348.940   |   4800 | 1.3e+08   | C    |    0.922741    -     4.474892   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2D* |    |
           349.569   |   2400 | 4.9e+07   | C+   |    0.629323    -     4.175091   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4G* |    |
           350.228   |   9600 | 8.0e+07   | C+   |    0.431815    -     3.970904   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           350.632   |   7000 | 8.2e+07   | C+   |    0.513624    -     4.048642   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           350.984   |   2900 | 3.2e+07   | C+   |    0.581508    -     4.112972   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | *     |    |
           351.043   |   1400 | 3.8e+06   | C+   |    0.101171    -     3.632057   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
           351.264   |   4800 | 1.0e+08   | C    |    0.581508    -     4.110160   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           351.348   |   3800 | 7.8e+06   | C    |    0.101171    -     3.628984   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           351.835   |   4800 | 1.6e+08   | C    |    1.049007    -     4.571933   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d8.(3F).4p          | y 2D* |    |
           352.008   |   1300 | 4.6e+06   | C    |    0.101171    -     3.622368   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
           352.157   |   2700 | 1.8e+07   | C+   |    0.431815    -     3.951519   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2F* |    |
           352.343   |   3800 | 9.8e+07   | D    |    0.629323    -     4.147170   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4D* |    |
           352.685   |   6400 | 1.3e+07   | C    |    0.00000     -     3.514439   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           352.903   |   2700 | 8.8e+06   | D    |    0.174426    -     3.686692   | 3p6.3d7.4s2              | a 4F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* |    |
           352.981   |   7300 | 4.6e+07   | C+   |    0.513624    -     4.025113   | 3p6.3d8.(3F).4s          | b 4F  | 3p6.3d8.(3F).4p          | y 4G* |    |
