
------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |    Lower level    |    Upper level     |Type|
          |            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------|--------------------|    |
          |             Vac (nm)  |       |           |      |                                   | Conf.      | Term | Conf.       | Term |    |
Cd III    |            152.930    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            153.210    |     5 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            154.517    |    50 |           |      |                                   |            |      |             |      |    |
Cd III    |            154.757    |    25 |           |      |                                   |            |      |             |      |    |
Cd III    |            155.007    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            155.045    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            155.089    |    15 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            155.218    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            155.648    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            156.066    |    15 |           |      |                                   |            |      |             |      |    |
Cd III    |            156.603    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            156.898    |    15 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd IV     |            157.020    |    20 |           |      |                                   |            |      |             |      |    |
Cd II     |            157.158    |   200 |           |      |                                   |            |      |             |      |    |
Cd III    |            158.239    |    10 |           |      |                                   |            |      |             |      |    |
Cd IV     |            159.873    |    20 |           |      |                                   |            |      |             |      |    |
Cd IV     |            160.042    |    20 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            160.159    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            160.487    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            160.664    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            160.728    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            160.891    |    15 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            160.961    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            161.251    |    15 |           |      |                                   |            |      |             |      |    |
Cd IV     |            162.287    |    15 |           |      |                                   |            |      |             |      |    |
Cd III    |            162.527    |    15 |           |      |                                   |            |      |             |      |    |
