
------------------------------------------------------------------------------------------------------------------------------------------------------
             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |        Lower level         |        Upper level         |Type|
            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |----------------------------|----------------------------|    |
             Air (nm)  |       |           |      |                                   | Conf.            | Term    | Conf.            | Term    |    |
            395.86232  |  1500 |           |      |    1.4533190    -     4.5844362   | 4d9.(2D<3/2>).5s | 2[3/2]  | 4d9.(2D<5/2>).5p | 2[5/2]* |    |
            408.73434  |   290 |           |      |    1.4533190    -     4.4858320   | 4d9.(2D<3/2>).5s | 2[3/2]  | 4d9.(2D<5/2>).5p | 2[3/2]* |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            416.98388  |    90 |           |      |    1.2514955    -     4.2240146   | 4d9.(2D<3/2>).5s | 2[3/2]  | 4d9.(2D<5/2>).5p | 2[3/2]* |    |
            421.29537  |  2500 |           |      |    1.4533190    -     4.3954186   | 4d9.(2D<3/2>).5s | 2[3/2]  | 4d9.(2D<5/2>).5p | 2[7/2]* |    |
            447.35857  |   180 |           |      |    1.4533190    -     4.2240146   | 4d9.(2D<3/2>).5s | 2[3/2]  | 4d9.(2D<5/2>).5p | 2[3/2]* |    |
            478.81874  |   55w |           |      |    4.2240146    -     6.8126673   | 4d9.(2D<5/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).5d | 2[5/2]  |    |
            481.75067  |   45w |           |      |    4.2240146    -     6.7969130   | 4d9.(2D<5/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).5d | 2[3/2]  |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            487.54253  |    35 |           |      |    4.2240146    -     6.7663483   | 4d9.(2D<5/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).5d | 2[1/2]  |    |
            511.08090  |    55 |           |      |    4.3954186    -     6.8206637   | 4d9.(2D<5/2>).5p | 2[7/2]* | 4d9.(2D<5/2>).5d | 2[7/2]  |    |
            511.70072  |    75 |           |      |    4.8120616    -     7.2343692   | 4d9.(2D<3/2>).5p | 2[5/2]* | 4d9.(2D<3/2>).5d | 2[7/2]  |    |
            516.38404  |   160 |           |      |    4.3954186    -     6.7957574   | 4d9.(2D<5/2>).5p | 2[7/2]* | 4d9.(2D<5/2>).5d | 2[9/2]  |    |
            523.48610  |    55 |           |      |    4.4544976    -     6.8222718   | 4d9.(2D<5/2>).5p | 2[7/2]* | 4d9.(2D<5/2>).5d | 2[7/2]  |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            529.56266  |   120 |           |      |    4.4544976    -     6.7951027   | 4d9.(2D<5/2>).5p | 2[7/2]* | 4d9.(2D<5/2>).5d | 2[9/2]  |    |
            531.25864  |    18 |           |      |    4.4858320    -     6.8189650   | 4d9.(2D<5/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).5d | 2[5/2]  |    |
            534.51045  |    15 |           |      |    4.9418067    -     7.2607457   | 4d9.(2D<3/2>).5p | 2[5/2]* | 4d9.(2D<3/2>).5d | 2[5/2]  |    |
            539.52201  |    35 |           |      |    4.9418067    -     7.2392056   | 4d9.(2D<3/2>).5p | 2[5/2]* | 4d9.(2D<3/2>).5d | 2[7/2]  |    |
            554.28067  |    55 |           |      |    4.5844362    -     6.8206637   | 4d9.(2D<5/2>).5p | 2[5/2]* | 4d9.(2D<5/2>).5d | 2[7/2]  |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            554.70202  |    35 |           |      |    4.5844362    -     6.8189650   | 4d9.(2D<5/2>).5p | 2[5/2]* | 4d9.(2D<5/2>).5d | 2[5/2]  |    |
            561.94632  |    27 |           |      |    5.0550228    -     7.2607457   | 4d9.(2D<3/2>).5p | 2[3/2]* | 4d9.(2D<3/2>).5d | 2[5/2]  |    |
            564.27039  |    15 |           |      |    5.0633748    -     7.2600131   | 4d9.(2D<3/2>).5p | 2[1/2]* | 4d9.(2D<3/2>).5d | 2[3/2]  |    |
            565.54365  |    14 |           |      |    5.0550228    -     7.2467155   | 4d9.(2D<3/2>).5p | 2[3/2]* | 4d9.(2D<3/2>).5d | 2[5/2]  |    |
            567.00697  |    75 |           |      |    4.6362354    -     6.8222718   | 4d9.(2D<5/2>).5p | 2[5/2]* | 4d9.(2D<5/2>).5d | 2[7/2]  |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            569.01283  |    11 |           |      |    5.0633748    -     7.2417054   | 4d9.(2D<3/2>).5p | 2[1/2]* | 4d9.(2D<3/2>).5d | 2[3/2]  |    |
            569.50916  |   55w |           |      |    4.6362354    -     6.8126673   | 4d9.(2D<5/2>).5p | 2[5/2]* | 4d9.(2D<5/2>).5d | 2[5/2]  |    |
            573.66171  |    18 |           |      |    4.6362354    -     6.7969130   | 4d9.(2D<5/2>).5p | 2[5/2]* | 4d9.(2D<5/2>).5d | 2[3/2]  |    |
            677.45166  |    23 |           |      |    3.1121564    -     4.9418067   | 4d8.5s2          | 3F      | 4d9.(2D<3/2>).5p | 2[5/2]* |    |
            678.44887  |    65 |           |      |    4.2240146    -     6.0509758   | 4d9.(2D<5/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).6s | 2[5/2]  |    |
                       |       |           |      |                                   |                  |         |                  |         |    |
            683.34456  |    4w |           |      |    5.0050926    -     6.8189650   | 4d9.(2D<3/2>).5p | 2[3/2]* | 4d9.(2D<5/2>).5d | 2[5/2]  |    |
            701.6446   |    11 |           |      |    4.7223337    -     6.4888977   | 4d9.(2D<3/2>).5p | 2[1/2]* | 4d9.(2D<3/2>).6s | 2[3/2]  |    |
            731.0053   |   13w |           |      |    4.8120616    -     6.5076724   | 4d9.(2D<3/2>).5p | 2[5/2]* | 4d9.(2D<3/2>).6s | 2[3/2]  |    |
            736.8095   |    75 |           |      |    4.3954186    -     6.0776720   | 4d9.(2D<5/2>).5p | 2[7/2]* | 4d9.(2D<5/2>).6s | 2[5/2]  |    |
            739.1900   |    27 |           |      |    4.8120616    -     6.4888977   | 4d9.(2D<3/2>).5p | 2[5/2]* | 4d9.(2D<3/2>).6s | 2[3/2]  |    |
