
---------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |        Lower level        |        Upper level        |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |---------------------------|---------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.              | Term | Conf.              | Term |    |
---------------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                    |      |                    |      |    |
            104.5711  |     2 |           |      |    39.765649    -     51.622279   | 3p5.(2P*).3d2.(1G) | 2F*  | 3p6.5g             | 2G   |    |
            109.200   |     1 |           |      |    43.580507    -     54.934262   | 3p6.5p             | 2P*  | 3p6.7s             | 2S   |    |
            109.8222  |     2 |           |      |    43.644710    -     54.934262   | 3p6.5p             | 2P*  | 3p6.7s             | 2S   |    |
            114.2737  |    15 |           |      |    25.589559    -     36.439309   | 3p6.4p             | 2P*  | 3p6.4d             | 2D   |    |
            114.3395  |     1 |           |      |    40.693757    -     51.537215   | 3p6.5s             | 2S   | 3p6.6p             | 2P*  |    |
                      |       |           |      |                                   |                    |      |                    |      |    |
            115.7575  |    25 |           |      |    25.746558    -     36.457210   | 3p6.4p             | 2P*  | 3p6.4d             | 2D   |    |
            115.9516  |     6 |           |      |    25.746558    -     36.439309   | 3p6.4p             | 2P*  | 3p6.4d             | 2D   |    |
            118.8161  |     6 |           |      |    41.18731     -     51.622279   | 3p5.(2P*).3d2.(1D) | 2F*  | 3p6.5g             | 2G   |    |
            126.0278  |     1 |           |      |    41.784234    -     51.622095   | 3p5.(2P*).3d2.(1D) | 2F*  | 3p6.5g             | 2G   |    |
            149.0107  |    20 |           |      |    43.301777    -     51.622279   | 3p6.4f             | 2F*  | 3p6.5g             | 2G   |    |
                      |       |           |      |                                   |                    |      |                    |      |    |
            149.9596  |    10 |           |      |    43.354243    -     51.622095   | 3p6.4f             | 2F*  | 3p6.5g             | 2G   |    |
            168.0204  |   100 |           |      |    18.367434    -     25.746558   | 3p6.4s             | 2S   | 3p6.4p             | 2P*  |    |
            171.6725  |    50 |           |      |    18.367434    -     25.589559   | 3p6.4s             | 2S   | 3p6.4p             | 2P*  |    |
            172.0712  |     4 |           |      |    36.439309    -     43.644710   | 3p6.4d             | 2D   | 3p6.5p             | 2P*  |    |
            172.4994  |    15 |           |      |    36.457210    -     43.644710   | 3p6.4d             | 2D   | 3p6.5p             | 2P*  |    |
                      |       |           |      |                                   |                    |      |                    |      |    |
            173.6182  |    10 |           |      |    36.439309    -     43.580507   | 3p6.4d             | 2D   | 3p6.5p             | 2P*  |    |
            179.2992  |    25 |           |      |    36.439309    -     43.354243   | 3p6.4d             | 2D   | 3p6.4f             | 2F*  |    |
            179.7646  |     6 |           |      |    36.457210    -     43.354243   | 3p6.4d             | 2D   | 3p6.4f             | 2F*  |    |
            181.1425  |    30 |           |      |    36.457210    -     43.301777   | 3p6.4d             | 2D   | 3p6.4f             | 2F*  |    |
            191.0062  |     4 |           |      |    43.580507    -     50.071651   | 3p6.5p             | 2P*  | 3p6.6s             | 2S   |    |
                      |       |           |      |                                   |                    |      |                    |      |    |
