
--------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |       Lower level       |         Upper level          |Type|
             Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |-------------------------|------------------------------|    |
              Vac (nm)  |       |           |      |                                     | Conf.            | Term | Conf.                 | Term |    |
             700.192    |   360 | 2.65e+06  | B    |    10.9887918    -     12.7590203   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).4d      | 3D*  |    |
             700.223    |   450 | 3.53e+06  | B    |    10.9888611    -     12.7590117   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).4d      | 3D*  |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             715.670    |   210 | 5.05e+07  | B    |    12.7284684    -     14.4604121   | 2s2.2p3.(2D*).3s | 1D*  | 2s2.2p3.(2D*).3p      | 1D   |    |
             725.415    |   400 | 2.24e+06  | C+   |    10.9887918    -     12.6974686   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).5s      | 3S*  |    |
             725.445    |   450 | 3.73e+06  | C+   |    10.9888611    -     12.6974686   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).5s      | 3S*  |    |
             725.453    |   320 | 7.45e+05  | C+   |    10.9888806    -     12.6974686   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).5s      | 3S*  |    |
             747.644    |   210 |           |      |                                     |                  |      |                       |      |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             747.724    |   100 |           |      |                                     |                  |      |                       |      |    |
             747.908    |   120 |           |      |                                     |                  |      |                       |      |    |
             748.067    |   120 |           |      |                                     |                  |      |                       |      |    |
             770.675    |   100 |           |      |                                     |                  |      |                       |      |    |
             777.194    |   870 | 3.69e+07  | A    |     9.1460907    -     10.7409309   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p      | 5P   |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             777.417    |   810 | 3.69e+07  | A    |     9.1460907    -     10.7404751   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p      | 5P   |    |
             777.539    |   750 | 3.69e+07  | A    |     9.1460907    -     10.7402246   | 2s2.2p3.(4S*).3s | 5S*  | 2s2.2p3.(4S*).3p      | 5P   |    |
             788.627    |    80 |           |      |                                     |                  |      |                       |      |    |
             794.315    |   100 |           |      |                                     |                  |      |                       |      |    |
             794.717    |   100 |           |      |                                     |                  |      |                       |      |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             794.755    |   235 |           |      |                                     |                  |      |                       |      |    |
             795.080    |   210 |           |      |                                     |                  |      |                       |      |    |
             795.216    |   185 |           |      |                                     |                  |      |                       |      |    |
             798.194    |   110 | 2.33e+04  | C    |    10.9887918    -     12.5416734   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(2D*).3s      | 3D*  |    |
             798.240    |   135 | 3.09e+04  | C    |    10.9888806    -     12.5416734   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(2D*).3s      | 3D*  |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             798.698    |   190 | 4.19e+04  | C    |    10.9887918    -     12.5406944   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(2D*).3s      | 3D*  |    |
             798.733    |   135 | 1.41e+04  | C    |    10.9888611    -     12.5406944   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(2D*).3s      | 3D*  |    |
             799.507    |   250 | 5.63e+04  | C    |    10.9888611    -     12.5391918   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(2D*).3s      | 3D*  |    |
             822.182    |   400 | 2.89e+07  | C+   |    12.5391918    -     14.0467663   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
             822.765    |   265 | 8.13e+06  | C+   |    12.5406944    -     14.0472008   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             823.002    |   265 | 3.62e+06  | C+   |    12.5406944    -     14.0467663   | 2s2.2p3.(2D*).3s | 3D*  | 2s2.2p3.(2D*).3p      | 3D   |    |
