
----------------------------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |           Lower level           |           Upper level            |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |---------------------------------|----------------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.                 | Term    | Conf.                 | Term     |    |
----------------------------------------------------------------------------------------------------------------------------------------------------------------
                      |       |           |      |                                   |                       |         |                       |          |    |
           100.2143   |   120 | 5.0e+07   | C    |    34.346399    -     46.71831    | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).6d | 2[7/2]*  |    |
           100.5000   |    60 | 4.0e+07   | C    |    34.390842    -     46.72758    | 3s2.3p5.4p            | 3D      | 3s2.3p5.(2P*<3/2>).6d | 2[7/2]*  |    |
           100.9546   |   190 | 9.5e+06   | C    |    30.072018    -     42.353181   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[3/2]   |    |
           101.2125   |    60 |           |      |    30.072018    -     42.321904   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[3/2]   |    |
           101.3715   |   190 | 1.13e+07  | C    |    30.451991    -     42.682540   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<1/2>).5p | 2[1/2]   |    |
                      |       |           |      |                                   |                       |         |                       |          |    |
           101.8302   |   280 | 9.0e+06   | C    |    30.072018    -     42.247455   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[5/2]   |    |
           101.8600   |   280 | 1.7e+07   | C    |    30.451991    -     42.623901   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<1/2>).5p | 2[3/2]   |    |
           102.0071   |   700 | 4.0e+07   | C    |    30.072018    -     42.226555   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[5/2]   |    |
           102.3849   |   290 |           |      |    30.243519    -     42.353181   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[3/2]   |    |
           102.6495   |   260 | 2.1e+07   | C    |    30.243519    -     42.321904   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[3/2]   |    |
                      |       |           |      |                                   |                       |         |                       |          |    |
           103.2862   |   400 | 2.7e+07   | C    |    30.243519    -     42.247455   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[5/2]   |    |
           103.4650   |   470 | 6.7e+07   | C    |    30.072018    -     42.055201   | 3s2.3p5.4s            | 3P*     | 3s2.3p5.(2P*<3/2>).5p | 2[1/2]   |    |
           103.5607   |   150 | 1.4e+07   | C    |    30.710437    -     42.682540   | 3s2.3p5.4s            | 1P*     | 3s2.3p5.(2P*<1/2>).5p | 2[1/2]   |    |
           103.6766   |   310 | 3.0e+07   | C    |    30.710437    -     42.669136   | 3s2.3p5.4s            | 1P*     | 3s2.3p5.(2P*<1/2>).5p | 2[3/2]   |    |
